verb,verb_compound,kaane,elus_cnt,mitteelus_cnt,root_cnt,isik
lülima,välja,ad,0,0,1,
lülitadeshakkama,,in,0,0,1,
lülitama,ilma,all,0,0,1,
lülitama,ilma,el,0,0,1,
lülitama,lahti,abl,0,0,1,
lülitama,lahti,ad,0,0,1,
lülitama,läbi,all,0,0,1,
lülitama,maha,abl,0,0,1,
lülitama,peale,abl,0,0,1,
lülitama,"peale, ümber",adit,0,0,1,
lülitama,sisse,adit,0,0,1,
lülitama,"sisse, välja",ad,0,0,1,
lülitama,"sisse, välja",all,0,0,1,
lülitama,"sisse, välja",in,0,1,1,
lülitama,tagasi,adit,0,0,1,
lülitama,tagasi,el,0,0,1,
lülitama,tagasi,ill,0,0,1,
lülitama,"välja, ligi",el,0,1,1,
lülitama,"välja, vastu",all,0,0,1,
lülitama,üle,ad,0,0,1,
lülitama,üle,all,0,0,1,
lülitama,üle,el,0,0,1,
lülitama,"üle, välja",el,0,0,1,
lülitama,"üle, välja",in,0,0,1,
lülituma,edasi,all,0,0,1,
lülituma,kinni,in,0,0,1,
lülituma,kokku,all,0,0,1,
lülituma,ringi,all,1,0,1,
lülituma,ringi,in,0,0,1,
lülituma,sisse,abl,0,0,1,
lülituma,sisse,adit,0,0,1,
lülituma,"sisse, välja",ad,0,0,1,
lülituma,"sisse, välja",in,0,0,1,
lülituma,tagasi,ad,0,0,1,
lülituma,tagasi,all,0,0,1,
lülituma,tagasi,ill,0,0,1,
lülituma,välja,all,0,0,1,
lülituma,"välja, sisse",el,0,0,1,
lülituma,üle,abl,0,0,1,
lülituma,ümber,adit,0,0,1,
lülituma,ümber,ill,0,0,1,
lülituma,ümber,in,0,1,1,
lülkkuma,edasi,ill,0,0,1,
lüpsma,,all,0,0,1,
lüpsma,alla,in,0,0,1,
lüpsma,"alt, välja",el,0,0,1,
lüpsma,edasi,el,0,0,1,
lüpsma,kokku,ad,0,0,1,
lüpsma,välja,ad,0,0,1,
lüpsma,ära,ad,0,0,1,
lüpsma,üle,abl,0,0,1,
lürpima,,ad,0,0,1,
lüüritsema,,el,1,0,1,
lüüsuma,,in,0,0,1,
m2ngisima,,el,0,0,1,
m2ngisima,,in,0,0,1,
m2ngituma,,el,0,0,1,
m2rgituma,,ad,0,0,1,
m2rgituma,,all,0,0,1,
m6elduma,,ad,1,0,1,
m6elduma,,adit,0,0,1,
m6elduma,,ill,0,0,1,
m6elduma,,in,0,0,1,
m6istatama,,in,0,0,1,
m6istnuma,,ad,0,0,1,
m6istuma,,ad,1,0,1,
m6istuma,,adit,0,0,1,
m6istuma,,el,0,0,1,
m6istuma,,in,0,0,1,
m6leduma,,all,0,0,1,
m6tetuma,,el,0,0,1,
m6tlesima,,el,0,0,1,
m6ttetuma,,all,0,0,1,
m7ttetuma,,in,0,0,1,
maabuma,läbi,in,0,0,1,
maabuma,lähedal,ad,0,0,1,
maabuma,lähedal,in,0,0,1,
maabuma,välja,ad,0,0,1,
maabuma,välja,all,0,0,1,
maadlema,alla,in,0,0,1,
maadlema,edasi,el,0,0,1,
maadlema,lahti,ad,0,0,1,
maadlema,peale,el,0,0,1,
maadlema,sisse,el,0,1,1,
maadlema,sisse,in,0,0,1,
maadlema,välja,all,0,0,1,
maadlema,välja,in,0,0,1,
maakima,juurde,all,0,0,1,
maalima,ette,el,0,0,1,
maalima,juurde,all,0,0,1,
maalima,lahti,ad,0,0,1,
maalima,lahti,all,1,0,1,
maalima,maha,ad,0,0,1,
maalima,"otsa, ette",all,0,0,1,
maalima,peale,adit,1,0,1,
maalima,peale,el,0,0,1,
maalima,peale,in,0,0,1,
maalima,taga,el,0,0,1,
maalima,tagasi,in,0,0,1,
maalima,täis,ad,0,0,1,
maalima,täis,in,0,1,1,
maalima,valmima,in,0,0,1,
maalima,valmis,ad,0,0,1,
maalima,valmis,el,0,0,1,
maalima,välja,el,0,0,1,
maalima,ära,in,0,0,1,
maalima,üle,el,1,0,1,
maalima,üle,in,0,0,1,
maalima,üles,ad,0,0,1,
maalima,üles,ill,0,0,1,
maalivad-joonistama,,ad,0,0,1,
maalivad-joonistama,,all,0,1,1,
maaltima,,abl,0,0,1,
maaltima,,all,1,0,1,
maaltima,,in,0,0,1,
maandama,,abl,0,0,1,
maanduma,ees,adit,0,0,1,
maanduma,ette,adit,0,1,1,
maanduma,ette,in,0,0,1,
maanduma,järel,ad,0,0,1,
maanduma,kohal,in,0,0,1,
maanduma,kohale,adit,0,0,1,
maanduma,kokku,el,0,0,1,
maanduma,kokku,in,0,1,1,
maanduma,kõrval,ad,0,1,1,
maanduma,kõrvale,ill,0,1,1,
maanduma,lähedal,all,0,0,1,
maanduma,lähedal,in,0,1,1,
maanduma,peale,ad,0,0,1,
maanduma,peale,all,1,0,1,
maanduma,sisse,in,0,0,1,
maanduma,"tagant, otsa",all,0,0,1,
maanduma,tagasi,el,0,0,1,
maanduma,välja,ad,0,0,1,
maanduma,välja,adit,0,0,1,
maanduma,välja,in,0,0,1,
maanduma,üles,all,0,0,1,
maanduma,üles,el,0,0,1,
maantee-ehituma,,el,0,0,1,
maarima,,adit,1,0,1,
madalduma,,abl,0,1,1,
madalduma,,adit,0,0,1,
madalduma,,el,0,0,1,
madistama,edasi,in,0,0,1,
madistama,mööda,el,1,0,1,
maetima,,ill,0,1,1,
magama,all,in,0,1,1,
magama,alla,ad,0,0,1,
magama,alles,ad,1,0,1,
magama,alles,el,1,0,1,
magama,asemel,ad,0,0,1,
magama,edasi,el,0,0,1,
magama,ette,in,0,0,1,
magama,kinni,in,0,0,1,
magama,koos,el,0,0,1,
magama,koos,in,0,0,1,
magama,laiali,in,0,0,1,
magama,lääbakil,ad,0,0,1,
magama,peal,ad,1,0,1,
magama,peale,el,0,0,1,
magama,"peale, koos",el,0,0,1,
magama,rahul,ad,0,0,1,
magama,sees,ad,0,1,1,
magama,sisse,abl,0,0,1,
magama,"sisse, välja",ad,0,0,1,
magama,"tagant, maha",in,0,0,1,
magama,tagasi,ad,0,0,1,
magama,tagasi,el,0,0,1,
magama,täis,ad,0,0,1,
magama,täis,in,0,0,1,
magama,valmis,in,0,0,1,
magama,välja,abl,0,0,1,
magama,ära,in,0,0,1,
magatama,,all,0,0,1,
magatama,maha,adit,1,0,1,
magnetiseerima,,ad,0,0,1,
mahenema,,el,0,0,1,
mahenema,,ill,0,0,1,
mahitama,,el,0,0,1,
mahitama,,ill,0,0,1,
mahjäätuma,,ill,0,0,1,
mahtima,,all,1,0,1,
mahtima,ära,all,0,0,1,
mahtnuma,,ill,0,0,1,
mahtuma,esile,adit,0,0,1,
mahtuma,ette,el,0,0,1,
mahtuma,juurde,adit,0,0,1,
mahtuma,järel,ill,0,0,1,
mahtuma,kohakuti,ill,0,0,1,
mahtuma,kõrvale,ad,0,0,1,
mahtuma,kõrvale,ill,0,0,1,
mahtuma,kõrvale,in,1,0,1,
mahtuma,lahti,ill,0,0,1,
mahtuma,läbi,adit,0,0,1,
mahtuma,läbi,all,1,0,1,
mahtuma,läbi,ill,0,0,1,
mahtuma,"läbi, kokku",ill,0,0,1,
mahtuma,"läbi, kokku",in,0,0,1,
mahtuma,"läbi, ära",ad,0,0,1,
mahtuma,"läbi, ära",adit,0,0,1,
mahtuma,maha,ad,1,0,1,
mahtuma,mööda,abl,0,0,1,
mahtuma,peale,ad,1,0,1,
mahtuma,püsti,ad,0,0,1,
mahtuma,püsti,el,0,0,1,
mahtuma,püsti,in,0,0,1,
mahtuma,"püsti, ära",ill,0,0,1,
mahtuma,ringi,ad,1,0,1,
mahtuma,ringi,adit,0,0,1,
mahtuma,ringi,ill,0,0,1,
mahtuma,ringi,in,0,1,1,
mahtuma,sekka,ad,0,0,1,
mahtuma,sekka,in,0,0,1,
mahtuma,"sisse, ära",el,0,1,1,
mahtuma,"sisse, ära",in,0,1,1,
mahtuma,täis,adit,0,0,1,
mahtuma,vaevu,ill,0,0,1,
mahtuma,vahele,abl,0,0,1,
mahtuma,vahele,adit,0,0,1,
mahtuma,vahele,all,1,0,1,
mahtuma,vahele,ill,0,0,1,
mahtuma,"vahele, ära",in,0,0,1,
mahtuma,vaja,ad,1,0,1,
mahtuma,vaja,in,0,0,1,
mahtuma,valmis,adit,0,0,1,
mahtuma,välja,adit,0,0,1,
mahtuma,välja,ill,0,0,1,
mahtuma,"välja, ära",el,0,1,1,
mahtuma,üles,adit,1,0,1,
mahtuma,üles,all,1,0,1,
mahtuma,üles,ill,0,0,1,
mahutama,kokku,ad,0,0,1,
mahutama,kokku,all,0,0,1,
mahutama,kokku,ill,0,0,1,
mahutama,läbi,el,0,0,1,
mahutama,ära,abl,0,0,1,
mahutama,ära,el,0,1,1,
mahutama,ära,in,0,0,1,
mahutuma,,adit,0,1,1,
mahutuma,,ill,0,0,1,
mahvima,ära,adit,0,0,1,
mahvima,ära,in,0,0,1,
maigutama,kaasa,all,0,0,1,
mailima,,ad,0,0,1,
mailima,,el,0,0,1,
mailima,ette,all,0,1,1,
mailima,vastu,all,1,0,1,
mainima,peal,ad,1,0,1,
mainima,"taga, ära",ad,0,0,1,
mainitsema,,all,0,0,1,
mairääkima,,el,0,0,1,
maiteadma,,el,0,0,1,
maitsema,ilma,ad,0,0,1,
maitsema,üle,ad,0,0,1,
maitsestama,,abl,0,0,1,
maitsestama,,el,0,1,1,
maitsestuma,,ad,0,0,1,
maitsestuma,,el,0,0,1,
maitsestuma,,in,0,0,1,
maitsma,,ill,0,0,1,
maitsma,kinni,in,0,0,1,
maitsma,tagasi,in,0,0,1,
maitsma,ära,ad,0,0,1,
maitsma,ära,in,0,0,1,
maitsma,üle,ad,0,0,1,
maitsma,üle,all,0,0,1,
maiustama,,abl,1,0,1,
maiustama,,el,0,0,1,
maiustama,maha,in,0,0,1,
majandama,,abl,0,0,1,
majandama,,ill,0,0,1,
majandama,edasi,ad,0,0,1,
majuma,,in,1,0,1,
majuma,sisse,all,1,0,1,
majutama,kokku,ad,0,0,1,
majutama,kokku,all,0,0,1,
majutama,kokku,el,1,0,1,
majutama,laiali,ad,0,0,1,
majutama,välja,adit,0,1,1,
maksimeerima,,abl,0,0,1,
maksimeerima,,el,0,0,1,
maksma,all,in,0,0,1,
maksma,alla,abl,0,1,1,
maksma,alla,adit,0,0,1,
maksma,asemel,adit,0,0,1,
maksma,edasi,in,0,0,1,
maksma,eest,ad,1,0,1,
maksma,eest,adit,0,0,1,
maksma,eest,el,0,0,1,
maksma,"ette, välja",ad,0,0,1,
maksma,ilma,ad,0,0,1,
maksma,juurde,abl,1,0,1,
maksma,juurde,ill,0,0,1,
maksma,järele,ad,1,0,1,
maksma,kaasa,ad,0,0,1,
maksma,kaasa,all,1,0,1,
maksma,kaasas,all,1,0,1,
maksma,"kinni, ette, ära",el,0,0,1,
maksma,"kinni, kinni",in,0,0,1,
maksma,"kinni, välja",el,0,0,1,
maksma,"kokku, kokku",ad,0,0,1,
maksma,"kokku, kokku",in,0,0,1,
maksma,"kokku, tagasi",all,0,0,1,
maksma,"kokku, välja",ad,0,0,1,
maksma,ligi,all,1,0,1,
maksma,läbi,el,0,0,1,
maksma,läbi,ill,0,0,1,
maksma,läbi,in,0,0,1,
maksma,maha,abl,0,0,1,
maksma,maha,ad,0,0,1,
maksma,maha,all,1,0,1,
maksma,maha,in,0,0,1,
maksma,"mööda, tagasi",el,0,0,1,
maksma,peale,ill,0,0,1,
maksma,rahul,adit,0,0,1,
maksma,rahul,all,1,0,1,
maksma,ringi,adit,1,0,1,
maksma,ringi,el,0,1,1,
maksma,ringi,in,0,0,1,
maksma,"tagasi, kokku",in,0,0,1,
maksma,tarvis,all,0,0,1,
maksma,tarvis,in,0,0,1,
maksma,vaja,all,0,0,1,
maksma,valmis,ad,0,0,1,
maksma,valmis,adit,0,1,1,
maksma,vastu,ad,0,0,1,
maksma,vastu,all,0,0,1,
maksma,"välja, võlgu",ad,0,0,1,
maksma,"välja, ära",abl,0,0,1,
maksma,"välja, ära",ad,0,0,1,
maksma,"välja, ära",all,0,0,1,
maksma,võidu,ad,0,0,1,
maksma,võidu,el,0,0,1,
maksma,võlgu,ad,0,0,1,
maksma,"võlgu, tagasi",all,0,0,1,
maksma,"võlgu, ära",ad,0,0,1,
maksma,ära,ill,0,0,1,
maksma,"ära, kokku",all,0,0,1,
maksma,"ära, kokku",el,0,0,1,
maksma,üle,adit,0,0,1,
maksma,üle,ill,0,0,1,
maksma,üles,all,0,0,1,
maksma,üles,ill,0,0,1,
maksma,ümber,adit,0,0,1,
maksuma,,in,0,0,1,
maldama,,adit,0,1,1,
malejõudima,,ad,0,0,1,
maletama,,all,0,0,1,
maluma,,in,0,0,1,
mamagama,,el,0,0,1,
mamama,,ad,0,0,1,
manageerima,,in,0,0,1,
manageerima,läbi,adit,0,0,1,
manama,esile,abl,0,0,1,
manama,esile,all,0,0,1,
manama,ette,adit,1,0,1,
manama,peale,all,1,0,1,
manama,sisse,ill,0,0,1,
manama,välja,abl,0,0,1,
manama,ära,in,0,0,1,
manduma,välja,el,0,0,1,
manduma,välja,in,0,0,1,
manduma,ära,el,0,0,1,
manguma,,ill,1,0,1,
manguma,välja,all,0,0,1,
manifesteerima,,el,0,0,1,
manipuleerima,,all,0,0,1,
manipuleettima,,ad,0,0,1,
manitsema,kõrvale,abl,0,1,1,
manitsema,rahule,all,0,0,1,
manitsema,valmis,in,0,0,1,
manitsema,võlgu,ad,0,0,1,
mannuma,,ad,1,0,1,
manualima,,ad,1,0,1,
manualima,,all,0,0,1,
manustama,,ill,0,0,1,
manustama,edasi,el,0,0,1,
manustama,lahti,ad,0,0,1,
manustama,sisse,in,0,0,1,
manööverdama,ette,ill,0,0,1,
manööverdama,ette,in,0,0,1,
manööverdama,läbi,el,0,0,1,
manööverdama,mööda,ad,0,0,1,
manööverdama,otsa,all,1,0,1,
manööverdama,otsa,in,0,0,1,
manööverdama,sisse,el,0,1,1,
manööverdama,sisse,ill,0,1,1,
manööverdama,tagasi,all,0,1,1,
manööverdama,vastu,all,0,0,1,
manööverdama,välja,abl,0,0,1,
manööverdama,välja,ad,0,0,1,
marginaliseerima,,in,0,0,1,
marginaliseeruma,,el,0,0,1,
marineeruma,,in,0,0,1,
markeerima,läbi,el,0,0,1,
markeerima,üle,ad,0,0,1,
markeerima,üle,in,0,0,1,
marrastuma,,ad,0,0,1,
marrastuma,,in,0,1,1,
marrssima,,ad,0,0,1,
marssima,alla,ad,0,0,1,
marssima,edasi,ad,0,0,1,
marssima,edasi,all,0,0,1,
marssima,edasi,el,0,0,1,
marssima,eemale,in,0,0,1,
marssima,ette,ad,0,0,1,
marssima,juurde,ad,0,0,1,
marssima,juurde,adit,0,0,1,
marssima,kaasa,ad,0,0,1,
marssima,kaasa,in,0,0,1,
marssima,keskel,in,0,0,1,
marssima,kohale,ill,0,1,1,
marssima,käsikäes,ad,0,0,1,
marssima,maha,abl,0,1,1,
marssima,mööda,adit,0,1,1,
marssima,mööda,ill,0,0,1,
marssima,"peale, välja",el,0,1,1,
marssima,poolest,adit,0,1,1,
marssima,poolest,el,0,0,1,
marssima,"püsti, mööda",el,0,0,1,
marssima,ringi,ad,0,0,1,
marssima,sees,in,0,0,1,
marssima,sisse,abl,0,1,1,
marssima,tagasi,abl,0,1,1,
marssima,tagasi,all,0,0,1,
marssima,tagasi,el,0,0,1,
marssima,tagasi,in,0,0,1,
marssima,vastu,abl,0,0,1,
marssima,vastu,in,0,0,1,
marssima,ära,el,0,0,1,
marssima,üle,in,0,0,1,
marssima,üles,all,0,0,1,
marssuma,,all,1,0,1,
martima,,all,0,0,1,
marumaneerilešokeerima,,abl,0,0,1,
marutama,,ad,0,0,1,
marutama,mööda,adit,0,1,1,
marutama,ringi,ad,0,0,1,
maseerima,,ad,1,0,1,
masenduma,,all,1,0,1,
masenduma,järele,ad,1,0,1,
masima,,adit,0,0,1,
masinama,,ad,1,0,1,
masindama,läbi,in,0,0,1,
maskeerima,,in,0,0,1,
maskeeruma,,all,0,0,1,
maskitama,,in,0,0,1,
masknuma,ära,all,1,0,1,
maskuliniseeruma,,ad,0,0,1,
maskuliniseeruma,,in,0,0,1,
masseerima,,abl,0,0,1,
masseerima,laiali,all,1,0,1,
masseerima,välja,el,0,0,1,
masspostitama,,ad,0,0,1,
mastrubeerima,,in,0,0,1,
mastubeerima,,in,0,1,1,
masturbeerima,,adit,1,0,1,
masturbeerima,,all,1,0,1,
masturbeerima,,in,0,0,1,
matavad-summutama,,in,0,0,1,
matchima,,in,0,0,1,
matchima,ära,ad,1,0,1,
matchima,ära,el,0,0,1,
materdama,,abl,0,0,1,
materdama,,adit,0,0,1,
materdama,maha,abl,0,0,1,
materialiseerima,,all,0,0,1,
materialiseerima,,in,1,0,1,
matkama,,abl,0,0,1,
matkama,edasi,ad,0,0,1,
matkama,koos,in,0,0,1,
matkama,läbi,in,0,0,1,
matkima,,ill,0,0,1,
matkima,eemale,all,0,0,1,
matkima,vahele,ad,0,0,1,
matkima,välja,ad,0,0,1,
matkima,välja,el,1,0,1,
matkima,ära,abl,0,0,1,
matkima,ära,adit,0,1,1,
matma,alla,ad,0,0,1,
matma,alla,all,0,0,1,
matma,alla,el,1,0,1,
matma,alla,in,0,0,1,
matma,kaasa,ill,0,1,1,
matma,"kaasa, maha",adit,0,1,1,
matma,kokku,ill,0,0,1,
matma,"koos, maha",ad,0,0,1,
matma,kõrvale,ad,0,0,1,
matma,kõrvale,ill,0,0,1,
matma,lähedal,ad,0,0,1,
matma,sisse,el,1,0,1,
matma,täis,el,0,1,1,
matma,vaja,ad,1,0,1,
matma,ära,all,0,0,1,
matma,ümber,abl,0,1,1,
matma,ümber,adit,0,0,1,
matsatama,,ad,0,0,1,
matsatama,,all,0,0,1,
matsatama,,el,0,0,1,
matsatama,maha,abl,0,0,1,
matsatama,maha,all,0,1,1,
matsuma,,in,0,0,1,
matsuma,läbi,ad,1,0,1,
matsuma,ära,ad,1,0,1,
matsutama,,abl,0,0,1,
matsutama,,ad,0,0,1,
matsutama,,adit,0,0,1,
matsutama,täis,el,0,0,1,
matsŠima,,in,0,0,1,
mattama,,ad,1,0,1,
mattuma,,abl,0,0,1,
mattuma,alla,adit,1,1,1,
matuma,,all,1,0,1,
matuma,,el,0,0,1,
maxima,,ad,0,0,1,
maxima,,all,0,0,1,
maxima,,in,0,0,1,
maxima,tagasi,all,0,0,1,
maxtuma,,ad,1,0,1,
maxxima,,ad,1,0,1,
mdeeltima,,all,1,0,1,
mdiagima,,el,0,0,1,
mdiakima,,in,0,0,1,
mediteerima,,adit,0,0,1,
mediteerima,lahku,el,1,0,1,
mee-nutma,,all,0,0,1,
meeItima,,all,0,0,1,
meeddima,,all,1,0,1,
meedlima,,el,0,0,1,
meedlima,ära,all,1,0,1,
meeeeeeeeeldima,,all,1,0,1,
meeeeeldima,,all,1,0,1,
meeeeeltima,,all,1,0,1,
meeeeldima,,all,1,0,1,
meeeeltima,,all,1,0,1,
meelbima,,all,1,0,1,
meeldbima,,all,1,0,1,
meeldi-minema,ära,all,0,0,1,
meeldibikkima,,all,1,0,1,
meeldibmeeltima,,all,1,0,1,
meeldima,all,ad,0,0,1,
meeldima,alla,all,1,0,1,
meeldima,alles,all,1,0,1,
meeldima,edasi,all,0,0,1,
meeldima,edasi,el,0,0,1,
meeldima,eemale,all,1,0,1,
meeldima,ilma,in,0,0,1,
meeldima,juurde,adit,0,0,1,
meeldima,juurde,all,1,0,1,
meeldima,juures,all,1,0,1,
meeldima,järgi,all,1,0,1,
meeldima,keskel,all,1,0,1,
meeldima,kohal,all,1,0,1,
meeldima,kokku,in,0,0,1,
meeldima,kusjuures,all,1,0,1,
meeldima,kõrvale,all,0,0,1,
meeldima,kõrvale,el,0,0,1,
meeldima,kõrvalt,all,1,0,1,
meeldima,lahti,all,1,0,1,
meeldima,läbi,all,0,0,1,
meeldima,lähedal,all,1,0,1,
meeldima,nõus,all,1,0,1,
meeldima,peal,ad,0,0,1,
meeldima,püsti,ad,0,0,1,
meeldima,rahul,all,0,0,1,
meeldima,ringi,all,1,0,1,
meeldima,sees,ad,0,0,1,
meeldima,sees,all,1,0,1,
meeldima,sees,in,0,0,1,
meeldima,taga,all,1,0,1,
meeldima,tagant,all,1,0,1,
meeldima,tagasi,all,0,0,1,
meeldima,tarvis,all,1,0,1,
meeldima,teps,all,1,0,1,
meeldima,teps,el,0,0,1,
meeldima,vahel,all,1,0,1,
meeldima,vaja,adit,0,0,1,
meeldima,valmis,ad,0,0,1,
meeldima,vast,in,0,0,1,
meeldima,viltu,all,1,0,1,
meeldima,välja,all,1,0,1,
meeldima,ääres,all,1,0,1,
meeldima,"üle, vastu",all,1,0,1,
meeldima,üles,abl,0,0,1,
meeldima,üles,adit,0,0,1,
meeldima,üles,all,1,0,1,
meeldima,ümber,all,1,0,1,
meeldima,ümber,el,0,0,1,
meelduma,,ill,0,0,1,
meele-avalduma,,ad,0,0,1,
meeleolutsema,,ad,0,0,1,
meelestama,,all,0,0,1,
meelestuma,,abl,0,1,1,
meelestuma,,in,0,1,1,
meelima,,abl,0,0,1,
meelitama,alla,ad,0,0,1,
meelitama,alla,all,0,0,1,
meelitama,alles,el,0,0,1,
meelitama,eemale,abl,0,0,1,
meelitama,eemale,in,0,1,1,
meelitama,ette,all,0,0,1,
meelitama,juurde,ad,0,0,1,
meelitama,juurde,adit,0,0,1,
meelitama,kaasa,abl,0,0,1,
meelitama,kaasa,el,0,0,1,
meelitama,kaasa,ill,0,1,1,
meelitama,koha,ad,0,0,1,
meelitama,"kohale, kokku",in,0,0,1,
meelitama,kokku,abl,0,0,1,
meelitama,kokku,adit,0,0,1,
meelitama,kõrvale,el,0,0,1,
meelitama,külge,all,0,0,1,
meelitama,lahti,el,0,1,1,
meelitama,"ligi, vaja",in,0,0,1,
meelitama,otsa,adit,0,0,1,
meelitama,"tagant, välja",el,0,0,1,
meelitama,tagasi,abl,1,0,1,
meelitama,tagasi,ad,0,0,1,
meelitama,tagasi,in,0,0,1,
meelitama,vastu,ad,0,0,1,
meelitama,vastu,adit,0,1,1,
meelitama,vastu,all,0,0,1,
meelitama,"välja, kokku",abl,1,0,1,
meelitama,"välja, kokku",in,0,0,1,
meelitama,ära,all,0,0,1,
meelitama,ära,ill,0,0,1,
meelitama,üle,adit,0,0,1,
meelkima,,all,0,0,1,
meelldima,,all,1,0,1,
meelssima,,all,1,0,1,
meenduma,,all,1,0,1,
meentuma,,ad,0,1,1,
meentuma,,all,1,0,1,
meentutama,,all,1,0,1,
meenuma,alla,all,0,0,1,
meenuma,alt,el,0,1,1,
meenuma,edasi,el,0,0,1,
meenuma,läbi,ad,0,0,1,
meenuma,peale,in,0,0,1,
meenuma,seoses,ad,1,0,1,
meenuma,tagasi,all,1,0,1,
meenuma,vastu,abl,0,0,1,
meenuma,välja,in,1,1,1,
meenuma,üles,el,0,0,1,
meenustama,,abl,0,0,1,
meenutama,alla,all,1,0,1,
meenutama,alt,adit,0,0,1,
meenutama,edasi,el,0,0,1,
meenutama,ette,in,0,0,1,
meenutama,ilma,el,0,0,1,
meenutama,kinni,ad,0,0,1,
meenutama,kinni,el,1,0,1,
meenutama,kokku,abl,0,1,1,
meenutama,kokku,all,1,0,1,
meenutama,millalgi,in,0,0,1,
meenutama,mööda,el,0,1,1,
meenutama,otsa,all,1,0,1,
meenutama,sisse,abl,0,0,1,
meenutama,tarvis,in,0,0,1,
meenutama,täis,all,1,0,1,
meenutama,valmis,in,0,0,1,
meenutama,välja,all,1,0,1,
meenutama,välja,el,0,0,1,
meenutama,ära,ad,0,0,1,
meenutama,ühte,abl,0,0,1,
meenutama,ühte,ad,0,0,1,
meenutama,üle,in,0,0,1,
meeötima,,all,1,0,1,
mehed-naima,,in,0,0,1,
mehitama,,adit,0,0,1,
mehitama,,el,0,0,1,
mehkeldama,,all,0,0,1,
mehkeldama,,in,1,0,1,
meibima,,ad,1,0,1,
meibima,,adit,1,0,1,
meikima,,el,1,0,1,
meikima,üle,abl,0,1,1,
meilima,,adit,0,0,1,
meilima,laiali,all,1,0,1,
meilima,vastu,all,0,0,1,
meisterdama,,abl,0,0,1,
meisterdama,juurde,all,0,0,1,
meisterdama,kokku,ad,0,0,1,
meisterdama,peale,ad,0,0,1,
meisterdama,peale,adit,0,1,1,
meisterdama,peale,all,0,0,1,
mekkima,,ill,0,0,1,
mekkima,kõrvale,in,0,0,1,
mekkima,mood,in,0,0,1,
mekkima,ringi,in,1,1,1,
melanhoolitsema,,el,0,0,1,
meldima,,ad,0,0,1,
meldima,,adit,1,0,1,
meldima,,el,1,0,1,
meldima,sisse,all,0,1,1,
melduma,,ad,0,0,1,
melldima,,all,1,0,1,
meltima,sisse,ad,0,0,1,
memoreerima,üle,ad,0,0,1,
memuma,,ad,0,0,1,
menema,,all,1,0,1,
menetlema,,abl,1,0,1,
menetlema,,ill,0,0,1,
menetlema,edasi,ad,1,0,1,
menetlema,edasi,in,0,0,1,
menetlema,kokku,ad,0,0,1,
menetlema,koos,ad,0,0,1,
menetlema,ära,adit,0,0,1,
menetlema,ära,in,0,0,1,
menstrueerima,,ad,0,0,1,
mentima,,ad,0,0,1,
mentlema,,in,0,0,1,
meremehe-stiilima,,all,0,0,1,
messima,,all,1,0,1,
metaboliseeruma,,ad,0,0,1,
metaforiseerima,,in,0,0,1,
metastaseeruma,,ill,0,0,1,
metasteeruma,,ad,0,0,1,
metasteeruma,,ill,0,0,1,
metlema,,abl,0,0,1,
metsistuma,,abl,0,0,1,
metsistuma,tagasi,el,0,0,1,
metsistuma,tagasi,in,0,0,1,
mettuma,,ad,0,0,1,
meõlduma,,ad,0,0,1,
mhmhtasima,,ad,1,0,1,
miaroolima,,all,1,0,1,
midakkima,,el,0,0,1,
migima,,in,0,0,1,
migreerima,,all,0,1,1,
migreerima,,ill,0,0,1,
migreeruma,,abl,0,0,1,
miguma,,ad,0,0,1,
miguma,,all,0,0,1,
miguma,,in,0,0,1,
miilama,edasi,in,0,0,1,
miilama,üles,el,0,1,1,
miiltima,,all,1,0,1,
miiluma,,all,1,0,1,
miiluma,,el,0,0,1,
miiluma,,ill,0,0,1,
miilustama,,ad,0,0,1,
miilustama,,in,0,0,1,
miilustama,ringi,ad,0,0,1,
miizuma,,all,1,0,1,
mikima,,all,1,0,1,
miknuma,,ad,0,0,1,
mikseeruma,,in,0,0,1,
miksib-improviseerima,kokku,in,0,0,1,
miksima,kokku,all,0,0,1,
miksima,peale,ad,0,0,1,
miksima,peale,all,0,0,1,
miksima,sisse,in,0,1,1,
mikuma,,all,1,0,1,
mikuma,,el,0,0,1,
miljonäristuma,,el,0,0,1,
milkima,,abl,1,0,1,
milluma,,ad,1,0,1,
mimima,,ad,1,0,1,
mimmuma,,ill,0,0,1,
mimmuma,,in,0,1,1,
mina-vormima,,in,0,0,1,
minbuma,peale,in,0,0,1,
mindima,,in,0,0,1,
mineerima,,adit,0,1,1,
mineerima,ära,abl,1,0,1,
minema,all,abl,1,0,1,
minema,all,ad,1,0,1,
minema,all,ill,0,0,1,
minema,"alla, ees",el,0,1,1,
minema,"alla, lahku",ad,0,0,1,
minema,alles,abl,0,0,1,
minema,"alles, lahti",ad,1,0,1,
minema,"alt, sisse",all,1,0,1,
minema,"edasi, edasi",ad,0,0,1,
minema,"edasi, edasi",all,0,1,1,
minema,"edasi, edasi",ill,0,0,1,
minema,"edasi, lahti",ad,0,0,1,
minema,"edasi, lahti",el,0,0,1,
minema,"edasi, välja",ill,0,0,1,
minema,"edasi, üles",el,0,0,1,
minema,eemale,abl,0,0,1,
minema,ees,all,0,1,1,
minema,ees,el,0,0,1,
minema,"ees, taga",adit,0,0,1,
minema,"ees, taga",in,0,0,1,
minema,"ees, vastu",all,0,0,1,
minema,"ees, välja",el,0,0,1,
minema,eest,all,0,0,1,
