verb,verb_compound,ei_saa_olla_sihitist,kahtlane,total,freq_nom,freq_gen,freq_par
siluma,kõrvale,,,1,1,0,0
siluma,laiali,,,1,1,0,0
siluma,läbi,,,1,1,0,0
siluma,maha,,,1,1,0,0
siluma,püsti,,,1,1,0,0
siluma,tagasi,,,1,0,1,0
silvima,,,,1,0,0,1
simplema,,,,1,0,0,1
simuleerima,lahti,,,1,0,0,1
simuleerima,läbi,,,1,0,0,1
simuleerima,välja,,,1,0,1,0
sinama,juurde,,,1,0,0,1
sindima,,,,1,1,0,0
singima,,,,1,1,0,0
sinistama,,,,1,1,0,0
sinnuma,,,,1,0,0,1
sioovima,,,,1,1,0,0
siplema,laiali,,,1,1,0,0
siplema,välja,,,1,0,0,1
sipsama,,,,1,0,0,1
sipsima,,,,1,1,0,0
siputama,välja,,,1,0,0,1
siputama,ära,,,1,1,0,0
sirama,sisse,,,1,0,1,0
sirama,vastu,,,1,1,0,0
siratama,,,,1,0,0,1
sirendama,,,,1,0,1,0
sirgeldama,juurde,,,1,1,0,0
sirgeldama,valmis,,,1,0,0,1
sirgendama,,,,1,0,0,1
sirisema,välja,,,1,0,0,1
siristama,maha,,,1,0,1,0
sirkama,,,,1,1,0,0
sirkuma,,,,1,0,1,0
sirlima,,,,1,0,1,0
sirtsuma,,,,1,0,0,1
siruta-kõverdama,,,,1,0,0,1
sirutama,alla,,,1,0,0,1
sirutama,eemale,,,1,0,0,1
sirutama,"ette, maha",,,1,1,0,0
sirutama,"ette, välja",,,1,1,0,0
sirutama,kõrvale,,,1,0,0,1
sirutama,"kõrvale, ette",,,1,1,0,0
sirutama,lahti,,,1,0,1,0
sirutama,läbi,,,1,1,0,0
sirutama,maha,,,1,1,0,0
sirutama,mööda,,,1,1,0,0
sirutama,pikali,,,1,0,0,1
sirutama,tagasi,,,1,0,1,0
sirutama,vahele,,,1,1,0,0
sirutama,valmis,,,1,0,1,0
sirutuma,ette,,,1,0,1,0
sirutuma,vastu,,,1,1,0,0
sirutuma,üle,,,1,0,1,0
sirutuma,üles,,,1,0,0,1
sirvima,alla,,,1,0,0,1
sirvima,koos,,,1,0,0,1
sirvis-vaatas-kuulama,,,,1,0,0,1
sisaldama,alles,,,1,0,0,1
sisaldama,hulgas,,,1,0,0,1
sisaldama,kaasa,,,1,0,0,1
sisaldama,kuni,,,1,0,0,1
sisaldama,kõrvale,,,1,0,0,1
sisaldama,peal,,,1,0,0,1
sisaldama,sisse,,,1,0,1,0
sisaldama,taga,,,1,0,0,1
sisaldama,valmis,,,1,0,0,1
sisaldama,üles,,,1,0,0,1
sisaldama,ümber,,,1,0,0,1
sisendama,sisse,,,1,0,1,0
sisestama,ette,,,1,0,0,1
sisestama,läbi,,,1,0,1,0
sisestama,tagasi,,,1,0,0,1
sisisema,peale,,,1,1,0,0
sisisema,vastu,,,1,1,0,0
sisisema,ära,,,1,0,1,0
sisistama,välja,,,1,1,0,0
sissejuhatama,,,,1,0,1,0
sissesekkama,,,,1,0,0,1
sissuma,,,,1,1,0,0
sissytupsutama,,,,1,1,0,0
sisuma,,,,1,0,0,1
sisustama,edasi,,,1,0,0,1
sisustama,kokku,,,1,0,1,0
sisustama,lahti,,,1,0,0,1
sisustama,laiali,,,1,0,0,1
sisustuma,,,,1,1,0,0
sitgima,,,,1,1,0,0
sittama,vaja,,,1,0,0,1
sittama,ära,,,1,1,0,0
sittuma,kinni,,,1,0,1,0
sittuma,maha,,,1,1,0,0
situma,,,,1,0,0,1
siuglema,juurde,,,1,0,0,1
siuglema,mööda,,,1,0,0,1
siuhkama,,,,1,0,0,1
siuksuma,,,,1,0,1,0
sixima,,,,1,1,0,0
skaleerima,peale,,,1,0,1,0
skandaalitsema,edasi,,,1,0,1,0
skandeerima,ees,,,1,0,0,1
skandeerima,maha,,,1,1,0,0
skandeerima,tagasi,,,1,0,0,1
skandeerima,üle,,,1,0,1,0
skaneerima,kokku,,,1,0,0,1
skanneerima,ära,,,1,0,1,0
skannima,maha,,,1,0,1,0
skannima,sisse,,,1,0,1,0
skannima,üle,,,1,1,0,0
skautima,,,,1,0,0,1
skeemitama,välja,,,1,0,0,1
sketsima,,,,1,0,0,1
skimmima,,,,1,0,0,1
skratshima,,,,1,0,0,1
skriinima,,,,1,0,0,1
skriinittima,,,,1,1,0,0
skrollima,tagasi,,,1,1,0,0
skrätšima,,,,1,0,0,1
skämmima,,,,1,0,1,0
skännima,mööda,,,1,0,0,1
skännima,üle,,,1,1,0,0
skättima,,,,1,0,0,1
slavestama,,,,1,0,0,1
slegitama,,,,1,0,0,1
sleppima,,,,1,0,1,0
sliipima,,,,1,1,0,0
släpima,,,,1,0,0,1
smokima,,,,1,0,1,0
smotrima,,,,1,1,0,0
smugeldama,edasi,,,1,1,0,0
smugeldama,kõrvale,,,1,0,0,1
smuugeldama,välja,,,1,0,0,1
sneikuma,,,,1,0,0,1
snipima,,,,1,0,0,1
snowgirlkoristama,,,,1,0,1,0
snowtuma,,,,1,0,1,0
soaduma,,,,1,1,0,0
soatima,,,,1,0,1,0
soberdama,kokku,,,1,0,0,1
sobima,sisse,,,1,0,0,1
sobima,vaja,,,1,0,0,1
sobima,välja,,,1,0,0,1
sobitama,alla,,,1,0,1,0
sobitama,juurde,,,1,0,1,0
sobitama,kõrvale,,,1,0,1,0
sobitama,otsa,,,1,0,0,1
sobitama,peale,,,1,0,1,0
sobitama,ülle,,,1,0,0,1
sobitama,ümber,,,1,0,1,0
sobituma,kokku,,,1,1,0,0
sobrama,kaasa,,,1,1,0,0
sodima,edasi,,,1,0,0,1
sodima,kokku,,,1,0,0,1
sodima,maha,,,1,1,0,0
sodima,vastu,,,1,0,0,1
soendama,peale,,,1,0,0,1
soetama,alles,,,1,1,0,0
soetama,kaasa,,,1,1,0,0
soetama,koos,,,1,0,0,1
soetama,läbi,,,1,0,0,1
soetama,ära,,,1,0,1,0
soetama,üle,,,1,0,1,0
sogastama,,,,1,0,0,1
soiguma,kokku,,,1,0,0,1
sojuma,,,,1,1,0,0
sokikkima,,,,1,0,0,1
sokkima,ära,,,1,0,1,0
sokolaatima,,,,1,1,0,0
sokutama,kohale,,,1,0,1,0
sokutama,kõrvale,,,1,1,0,0
sokutama,ligi,,,1,0,1,0
sokutama,maha,,,1,0,0,1
sokutama,otsa,,,1,1,0,0
sokutama,ringi,,,1,1,0,0
sokutama,sekka,,,1,0,0,1
sokutama,täis,,,1,0,0,1
sokutama,välja,,,1,0,1,0
sokutama,üles,,,1,1,0,0
sokutama,"üles, välja",,,1,0,0,1
solberdama,,,,1,0,1,0
solfuma,,,,1,1,0,0
solgerdama,,,,1,0,0,1
solgerdama,läbi,,,1,0,0,1
solgutama,ära,,,1,1,0,0
solisema,,,,1,0,0,1
solksutama,,,,1,0,1,0
solmima,,,,1,0,1,0
solvab-haavab-rooskab-rabama,,,,1,0,0,1
solvama,peale,,,1,0,0,1
solvuma,pärast,,,1,0,0,1
somettima,,,,1,1,0,0
sondeerima,alles,,,1,0,0,1
sondeerima,läbi,,,1,0,0,1
sondeerima,välja,,,1,0,0,1
songima,ära,,,1,0,0,1
songutama,,,,1,1,0,0
sonima,välja,,,1,0,1,0
sonkima,läbi,,,1,0,0,1
sonkima,ära,,,1,0,1,0
sood-saama,,,,1,0,0,1
soodustama,edasi,,,1,0,0,1
soodustama,koos,,,1,0,0,1
soodustama,maha,,,1,0,1,0
soodustama,tagant,,,1,0,0,1
soojendama,edasi,,,1,0,0,1
soojendama,lahti,,,1,1,0,0
soojendama,läbi,,,1,0,0,1
soojendama,vastu,,,1,0,0,1
soojendama,üle,,,1,0,0,1
soojenema,sees,,,1,0,0,1
soojenema,üles,,,1,0,0,1
soojuma,,,,1,0,0,1
soolama,üle,,,1,0,1,0
soonima,sisse,,,1,0,1,0
soonima,ära,,,1,1,0,0
soonuma,,,,1,0,0,1
soopima,,,,1,0,1,0
sooritama,hulgas,,,1,0,0,1
sooritama,kaasas,,,1,0,0,1
sooritama,lähedal,,,1,0,0,1
sooritama,poolt,,,1,0,0,1
sooritama,ringi,,,1,0,0,1
sooritama,vaatamata,,,1,0,1,0
sooritama,välja,,,1,0,1,0
sooritama,üles,,,1,0,0,1
soosdustama,,,,1,0,0,1
soosima,edasi,,,1,0,0,1
soosima,eemale,,,1,0,0,1
soosima,eest,,,1,0,0,1
soosima,tagant,,,1,0,0,1
soosima,ära,,,1,0,0,1
soostama,,,,1,0,1,0
soosuma,,,,1,0,0,1
soovid-tahtma,,,,1,0,0,1
soovima,asemele,,,1,0,0,1
soovima,eemale,,,1,0,0,1
soovima,kohal,,,1,1,0,0
soovima,kättpidi,,,1,0,0,1
soovima,lahku,,,1,0,0,1
soovima,lahti,,,1,0,1,0
soovima,nõus,,,1,0,0,1
soovima,pealt,,,1,0,0,1
soovima,vaja,,,1,0,0,1
soovima,üles,,,1,0,0,1
soovitama,eemale,,,1,0,0,1
soovitama,ette,,,1,0,0,1
soovitama,järele,,,1,0,0,1
soovitama,koha,,,1,1,0,0
soovitama,peale,,,1,0,0,1
soovitama,pealt,,,1,0,0,1
soovitama,tarvis,,,1,1,0,0
soovitama,vaja,,,1,0,0,1
soovitama,ühte,,,1,0,0,1
soovitama,üle,,,1,1,0,0
soovm6tlema,,,,1,0,1,0
soperdama,peal,,,1,1,0,0
soperdama,valmis,,,1,0,0,1
sopistama,välja,,,1,0,0,1
sopsama,sisse,,,1,0,0,1
sopsima,,,,1,1,0,0
sopsutama,sisse,,,1,0,1,0
soputama,ära,,,1,1,0,0
sorgutama,,,,1,0,0,1
sorima,välja,,,1,0,1,0
sorisema,maha,,,1,0,1,0
sorkima,lahti,,,1,1,0,0
sorkima,vastu,,,1,0,0,1
sorkima,välja,,,1,1,0,0
sorkima,ära,,,1,0,1,0
sorteerima,"peale, välja",,,1,1,0,0
sortima,kõrvale,,,1,1,0,0
sortima,läbi,,,1,1,0,0
sortima,ära,,,1,1,0,0
sortsutama,maha,,,1,0,1,0
sorystama,,,,1,0,1,0
sosistama,kaasa,,,1,0,0,1
sosistama,läbi,,,1,1,0,0
sosistama,maha,,,1,0,1,0
sosistama,vastu,,,1,0,0,1
sosistama,ära,,,1,1,0,0
sotnuma,,,,1,0,0,1
soul-stiilima,,,,1,0,0,1
sountima,,,,1,0,0,1
sovetiseerima,,,,1,0,0,1
sovima,,,,1,0,0,1
sovitama,,,,1,0,0,1
spammima,ära,,,1,0,0,1
spawnima,,,,1,0,0,1
spearssima,,,,1,1,0,0
speccima,,,,1,0,0,1
speksima,,,,1,0,0,1
spekuleeridesjõudima,,,,1,0,0,1
spekuleerima,edasi,,,1,0,1,0
spetsialiseeruma,peale,,,1,0,0,1
spionaazima,,,,1,0,0,1
spioneerima,järele,,,1,0,1,0
splitima,,,,1,1,0,0
splvasima,,,,1,0,0,1
spodeerima,,,,1,0,0,1
spoilerdama,,,,1,0,0,1
spokerdama,,,,1,0,0,1
spondeerima,peale,,,1,0,0,1
spondeerima,tarvis,,,1,0,0,1
spondeerima,vastu,,,1,0,1,0
sponsoneerima,,,,1,0,0,1
sponsordama,,,,1,0,0,1
spoonima,,,,1,0,0,1
sportima,läbi,,,1,0,0,1
sportima,üle,,,1,0,1,0
sprintima,välja,,,1,0,1,0
spurtima,lahti,,,1,0,0,1
spurtima,vastu,,,1,1,0,0
spurtima,ära,,,1,1,0,0
spämmima,ära,,,1,1,0,0
spänkima,,,,1,0,0,1
sqagima,,,,1,0,0,1
srottima,,,,1,0,0,1
ssiduma,kinni,,,1,1,0,0
ssovitama,,,,1,1,0,0
stabima,,,,1,0,0,1
stagneerima,,,,1,0,0,1
stalkima,,,,1,0,0,1
stambima,,,,1,0,0,1
standardiseerima,ära,,,1,0,0,1
stantsima,välja,,,1,1,0,0
startima,ees,,,1,0,0,1
startima,juurde,,,1,0,0,1
startima,pärast,,,1,0,0,1
startima,tagasi,,,1,0,0,1
startima,üle,,,1,0,0,1
statima,ees,,,1,0,1,0
statuma,alt,,,1,1,0,0
stazheerima,,,,1,0,0,1
stažeerima,tagasi,,,1,1,0,0
stealima,ära,,,1,1,0,0
steamikauduma,,,,1,0,0,1
steikima,,,,1,1,0,0
stenografeerima,,,,1,0,0,1
stetuma,,,,1,0,0,1
stigmatiseerima,,,,1,0,0,1
stillema,,,,1,1,0,0
stokima,,,,1,0,0,1
stoutima,,,,1,0,0,1
stratifitseerima,,,,1,1,0,0
streerima,,,,1,0,0,1
streikima,kokku,,,1,0,1,0
streikima,täis,,,1,0,0,1
streikima,vastu,,,1,0,0,1
streikima,välja,,,1,0,1,0
streikima,üle,,,1,0,1,0
stressima,,,,1,1,0,0
strippama,,,,1,0,0,1
struktureerima,välja,,,1,0,0,1
stsiteerima,,,,1,0,0,1
studeerima,läbi,,,1,1,0,0
studeerima,välja,,,1,0,1,0
stuffima,,,,1,0,0,1
stufima,,,,1,1,0,0
stumblema,,,,1,1,0,0
stupima,,,,1,1,0,0
stzheerima,,,,1,0,1,0
stöörima,,,,1,0,0,1
subinema,,,,1,0,1,0
substansieerima,,,,1,0,0,1
subsumeerima,,,,1,0,0,1
subventsioneerima,,,,1,0,0,1
sucima,,,,1,1,0,0
sucuma,,,,1,0,1,0
sudima,mööda,,,1,0,0,1
sudima,peale,,,1,0,0,1
sudima,takka,,,1,0,0,1
sudima,vaja,,,1,0,0,1
sugreerima,,,,1,0,0,1
suhdlema,,,,1,0,0,1
suhisema,ära,,,1,1,0,0
suhistama,"mööda, ringi",,,1,1,0,0
suhistama,üle,,,1,0,0,1
suhkatama,,,,1,0,0,1
suhkurdama,,,,1,0,0,1
suhtlema,ette,,,1,0,0,1
suhtuma,valmis,,,1,0,1,0
suicetama,peale,,,1,0,0,1
suikuma,ilma,,,1,0,1,0
suistuma,,,,1,0,0,1
suitima,,,,1,1,0,0
suitsema,all,,,1,1,0,0
suitsetama,alla,,,1,0,1,0
suitsetama,järel,,,1,0,1,0
suitsetama,kallale,,,1,1,0,0
suitsuma,peale,,,1,0,0,1
suitsutama,välja,,,1,1,0,0
suitsutama,ära,,,1,0,0,1
sujuma,peale,,,1,0,0,1
sukelduma,edasi,,,1,0,0,1
sukelduma,järele,,,1,0,1,0
sukelduma,kokku,,,1,0,0,1
sulama,välja,,,1,0,0,1
sulandama,ühte,,,1,0,0,1
sulanduma,kokku,,,1,0,1,0
sulatama,alt,,,1,0,0,1
sulatama,edasi,,,1,0,0,1
sulatama,läbi,,,1,0,0,1
sulatama,maha,,,1,0,1,0
sulatama,peale,,,1,0,1,0
sulatama,tagasi,,,1,0,1,0
sulatatama,ära,,,1,1,0,0
sulcuma,,,,1,1,0,0
sulgema,alla,,,1,0,1,0
sulgema,kõrval,,,1,1,0,0
sulgema,lahti,,,1,0,1,0
sulgema,läbi,,,1,1,0,0
sulgema,peale,,,1,0,1,0
sulgema,tasa,,,1,0,1,0
sulgema,ära,,,1,1,0,0
sulgima,vahel,,,1,1,0,0
sulguma,järel,,,1,1,0,0
sulguma,tagasi,,,1,0,0,1
sulima,sisse,,,1,0,0,1
sulitsema,,,,1,0,0,1
sullgima,,,,1,0,1,0
sullima,,,,1,0,0,1
sulpsama,tagasi,,,1,0,0,1
sulpsama,välja,,,1,0,1,0
sulpsatama,sisse,,,1,0,0,1
sulundama,,,,1,0,0,1
sumama,läbi,,,1,1,0,0
sumama,maha,,,1,0,1,0
sumama,sisse,,,1,1,0,0
sumbuma,sisse,,,1,0,1,0
sumbuma,ära,,,1,1,0,0
sumendama,,,,1,0,0,1
sumistama,,,,1,0,0,1
summutama,alles,,,1,1,0,0
summutama,kinni,,,1,1,0,0
summutuma,,,,1,0,1,0
sumpama,ringi,,,1,1,0,0
sumpama,tagasi,,,1,0,0,1
sumpsima,,,,1,1,0,0
sundemigreeruma,,,,1,0,0,1
sundima,ette,,,1,1,0,0
sundima,juurde,,,1,0,0,1
sundima,kinni,,,1,0,0,1
sundima,kohal,,,1,0,0,1
sundima,kõhuli,,,1,1,0,0
sundima,lahti,,,1,1,0,0
sundima,laiali,,,1,0,0,1
sundima,"peale, üle",,,1,0,1,0
sundima,põlvili,,,1,1,0,0
sundima,püsti,,,1,0,0,1
sundima,rahule,,,1,0,0,1
sundima,üles,,,1,1,0,0
sundlikvideerima,,,,1,0,1,0
sundlikvideeritama,,,,1,0,0,1
sundmaksustama,,,,1,0,0,1
sundsteriliseerima,,,,1,0,0,1
sundtoimetama,,,,1,0,0,1
sundvärbama,kokku,,,1,0,0,1
sundvõõrandama,ära,,,1,1,0,0
sunnitama,,,,1,0,0,1
suotsetama,,,,1,0,0,1
suplema,sees,,,1,0,0,1
supresseerima,,,,1,0,0,1
supsama,läbi,,,1,1,0,0
supsatama,,,,1,0,1,0
surema,kinni,,,1,0,0,1
surema,lahti,,,1,1,0,0
surema,lähedal,,,1,0,1,0
surema,peale,,,1,0,0,1
surema,pealt,,,1,0,1,0
surema,sisse,,,1,0,0,1
surema,"sisse, ära",,,1,0,1,0
surema,taga,,,1,0,0,1
surema,tagasi,,,1,1,0,0
surema,vaja,,,1,0,0,1
surema,"välja, läbi",,,1,0,1,0
suretama,Välja,,,1,1,0,0
suretama,maha,,,1,0,0,1
surfima,ringi,,,1,1,0,0
surfima,välja,,,1,0,0,1
suristama,välja,,,1,0,0,1
surkima,ette,,,1,0,0,1
surkima,läbi,,,1,0,0,1
surkima,välja,,,1,0,1,0
surrima,,,,1,1,0,0
surtsatama,,,,1,0,0,1
surtsatama,välja,,,1,0,0,1
surtsutama,,,,1,0,0,1
suruma,"alla, kokku",,,1,0,0,1
suruma,"alla, tagasi",,,1,0,0,1
suruma,"alt, üles",,,1,0,0,1
suruma,ees,,,1,1,0,0
suruma,katki,,,1,0,1,0
suruma,"kinni, tagasi",,,1,1,0,0
suruma,käpuli,,,1,0,1,0
suruma,"läbi, välja",,,1,0,0,1
suruma,"peale, välja",,,1,0,0,1
suruma,"pealt, ära",,,1,0,0,1
suruma,rindu,,,1,0,1,0
suruma,"tagasi, läbi",,,1,0,1,0
suruma,"tagasi, sisse",,,1,0,1,0
suruma,"tagasi, välja",,,1,0,1,0
suruma,"tagasi, üles",,,1,0,1,0
suruma,"taha, alla",,,1,1,0,0
suruma,tahtma,,,1,1,0,0
suruma,"vahele, tarvis",,,1,0,0,1
suruma,valmis,,,1,1,0,0
suruma,"vastu, külge",,,1,0,0,1
suruma,"üles, vaatamata",,,1,0,0,1
suruma,ümber,,,1,1,0,0
susima,sisse,,,1,0,1,0
susistama,välja,,,1,0,1,0
suskama,alla,,,1,1,0,0
suskama,ette,,,1,0,1,0
suskama,läbi,,,1,0,1,0
suskama,mööda,,,1,0,1,0
suskama,otsa,,,1,0,1,0
suskama,rindu,,,1,0,0,1
suskama,tagasi,,,1,0,1,0
suskama,välja,,,1,0,1,0
suskima,tagant,,,1,0,0,1
suskima,tagasi,,,1,0,1,0
suskima,välja,,,1,1,0,0
susserdama,kokku,,,1,0,0,1
susserdama,sisse,,,1,1,0,0
susserdama,ära,,,1,0,0,1
susuma,,,,1,0,0,1
suubuma,alla,,,1,0,1,0
suubuma,juurde,,,1,0,0,1
suudlema,ees,,,1,0,0,1
suudlema,kaasa,,,1,0,0,1
suudlema,tagasi,,,1,0,0,1
suudlema,taha,,,1,0,1,0
suudlema,üle,,,1,1,0,0
suuenema,,,,1,0,1,0
suulima,,,,1,0,0,1
suunama,ilma,,,1,0,0,1
suunama,keskel,,,1,0,1,0
suunama,keskele,,,1,0,0,1
suunama,kohal,,,1,0,1,0
suunama,laiali,,,1,1,0,0
suunama,ringi,,,1,0,0,1
suunama,sisse,,,1,0,1,0
suunama,tagant,,,1,0,1,0
suunama,"täis, alla",,,1,0,0,1
suunama,vaja,,,1,1,0,0
suunama,vastu,,,1,1,0,0
suunama,"ümber, kokku",,,1,0,0,1
suunavad-juhtima,,,,1,0,0,1
suundsima,,,,1,0,0,1
suunduma,edasi,,,1,0,1,0
suunduma,järele,,,1,0,0,1
suunduma,püsti,,,1,0,0,1
suunnima,,,,1,0,0,1
suuntuma,,,,1,1,0,0
suunuma,,,,1,0,0,1
suurendab-vähendama,,,,1,0,0,1
suurendage-laiendama,,,,1,0,0,1
suurendama,eest,,,1,0,1,0
suurendama,tagant,,,1,0,0,1
suurendavad-vähendama,,,,1,0,0,1
suurustama,,,,1,0,0,1
suusatama,kaasa,,,1,1,0,0
suusatama,kant,,,1,0,1,0
suusatama,kinni,,,1,0,0,1
suusatama,kokku,,,1,0,0,1
suusatama,maha,,,1,0,0,1
suusatama,ringi,,,1,0,1,0
suusatama,tagasi,,,1,0,1,0
suusatama,üles,,,1,0,1,0
suusima,,,,1,0,0,1
suutma,eal,,,1,0,0,1
suutma,eales,,,1,0,0,1
suutma,eemale,,,1,0,1,0
suutma,esile,,,1,0,0,1
suutma,"kokku, otsa",,,1,0,0,1
suutma,maha,,,1,0,0,1
suutma,peal,,,1,0,0,1
suutma,püsti,,,1,0,1,0
suutma,tagasi,,,1,0,1,0
suutma,täis,,,1,0,0,1
suutma,vastu,,,1,0,0,1
suutnud-tahtnud-taipama,,,,1,0,0,1
suutsid-suutma,,,,1,0,0,1
svalima,,,,1,0,0,1
svgalima,,,,1,1,0,0
svingima,,,,1,0,0,1
swapima,,,,1,0,0,1
sygima,,,,1,0,0,1
syimama,,,,1,0,0,1
syitsetama,,,,1,0,0,1
sylitama,,,,1,0,0,1
syncima,,,,1,0,0,1
synnipäevitama,,,,1,1,0,0
syydistuma,,,,1,0,0,1
syytuma,,,,1,0,1,0
syytuma,pärast,,,1,1,0,0
säetuma,ümber,,,1,1,0,0
sähmima,,,,1,0,0,1
sähvama,vastu,,,1,0,0,1
sähvatama,ette,,,1,0,0,1
sähvatama,läbi,,,1,0,0,1
sähvatama,mööda,,,1,0,1,0
säilitama,ees,,,1,0,0,1
säilitama,järele,,,1,0,1,0
säilitama,kohale,,,1,0,1,0
säilitama,kokku,,,1,0,0,1
säilitama,lahti,,,1,0,1,0
säilitama,nõus,,,1,0,0,1
säilitama,ringi,,,1,0,1,0
sälima,,,,1,1,0,0
sämplima,kokku,,,1,0,0,1
särahtama,,,,1,0,0,1
särama,välja,,,1,0,0,1
särtsama,,,,1,0,1,0
särtsuma,,,,1,0,0,1
sätestama,ette,,,1,1,0,0
sätestama,ilma,,,1,0,1,0
sätestama,juurde,,,1,0,1,0
sätestama,peale,,,1,0,1,0
sätestama,välja,,,1,1,0,0
sätestama,üle,,,1,0,1,0
sätestatama,,,,1,0,1,0
sätestuma,,,,1,1,0,0
sätib-kohendama,,,,1,0,0,1
sätiestama,,,,1,0,1,0
sättima,ilma,,,1,1,0,0
sättima,juurde,,,1,1,0,0
sättima,kaasa,,,1,0,0,1
sättima,"kokku, tarvis",,,1,0,0,1
sättima,lahti,,,1,1,0,0
sättima,läbi,,,1,0,0,1
sättima,otsa,,,1,0,1,0
sättima,tagant,,,1,1,0,0
sättima,vahele,,,1,0,1,0
sättima,viltu,,,1,0,1,0
sääastama,,,,1,0,0,1
säädnuma,kokku,,,1,0,0,1
säädnuma,valmis,,,1,0,1,0
säägima,,,,1,0,0,1
sääguma,,,,1,0,0,1
sääl-siin-leiduma,,,,1,0,0,1
säästma,tarvis,,,1,0,1,0
säästma,valmis,,,1,0,0,1
säätuma,,,,1,0,0,1
säätuma,valmis,,,1,0,0,1
sõber2üritama,,,,1,0,0,1
sõbima,kokku,,,1,0,1,0
sõbralik-olema,,,,1,1,0,0
sõbrutsema,,,,1,0,1,0
sõdima,kokku,,,1,0,0,1
sõdima,maha,,,1,1,0,0
sõdima,peale,,,1,0,1,0
sõdima,tagasi,,,1,0,0,1
sõeluma,edasi-tagasi,,,1,1,0,0
sõeluma,juurde,,,1,0,0,1
sõeluma,kokku,,,1,0,0,1
sõeluma,sisse,,,1,0,0,1
sõeluma,ära,,,1,1,0,0
sõeluma,üle,,,1,1,0,0
sõi-jooma,,,,1,0,0,1
sõi-matma,,,,1,0,0,1
sõidan-parandama,,,,1,1,0,0
sõidutama,eemale,,,1,0,0,1
sõidutama,koha,,,1,0,0,1
sõidutama,"läbi, ringi",,,1,1,0,0
sõidutama,mööda,,,1,0,1,0
sõidutama,puruks,,,1,0,0,1
sõidutama,täis,,,1,0,0,1
sõidutama,"üles, alla",,,1,0,0,1
sõidutama,"üles, alla, välja",,,1,0,0,1
sõimama,ette,,,1,0,0,1
sõimama,kinni,,,1,1,0,0
sõimama,koos,,,1,1,0,0
sõimama,maha,,,1,0,0,1
sõimama,peale,,,1,0,1,0
sõimama,tagasi,,,1,0,0,1
sõimama,välja,,,1,0,0,1
sõimama,»,,,1,0,0,1
sõime-jooma,,,,1,0,1,0
sõitlema,"ees, taga",,,1,0,0,1
sõitma,"alla, puruks",,,1,1,0,0
sõitma,alt,,,1,1,0,0
sõitma,"alt, ära",,,1,1,0,0
sõitma,eemale,,,1,0,0,1
sõitma,ilma,,,1,1,0,0
sõitma,katki,,,1,0,1,0
sõitma,koos,,,1,0,1,0
sõitma,"läbi, kokku",,,1,1,0,0
sõitma,lömmi,,,1,1,0,0
sõitma,"otsa, kinni",,,1,0,0,1
sõitma,peale,,,1,0,1,0
sõitma,pealt,,,1,1,0,0
sõitma,pooleks,,,1,0,0,1
sõitma,"ringi, maha",,,1,1,0,0
sõitma,"tagant, otsa",,,1,0,1,0
sõitma,"tagant, ära",,,1,1,0,0
sõitma,uppi,,,1,0,0,1
sõitma,vaja,,,1,0,0,1
sõitma,"välja, rahul",,,1,0,1,0
sõitma,võidu,,,1,0,1,0
sõitma,võlgu,,,1,1,0,0
sõitma,üles,,,1,0,0,1
sõitma,ümber,,,1,1,0,0
sõitsdima,,,,1,0,0,1
sõittama,,,,1,0,0,1
sõittnuma,,,,1,0,0,1
sõituma,sisse,,,1,0,0,1
sõjaväe-stiilima,,,,1,0,0,1
sõjaväeatama,,,,1,1,0,0
sõlmima,edasi,,,1,0,0,1
sõlmima,eel,,,1,0,1,0
sõlmima,juurde,,,1,1,0,0
sõlmima,läbi,,,1,1,0,0
sõlmima,mööda,,,1,0,1,0
sõlmima,võlgu,,,1,0,1,0
sõluma,,,,1,0,0,1
sõmima,,,,1,0,1,0
sõnama,alla,,,1,1,0,0
sõnama,kaasa,,,1,0,0,1
sõnama,lahti,,,1,0,1,0
sõnama,läbi,,,1,1,0,0
sõnama,maha,,,1,1,0,0
sõnama,sisse,,,1,1,0,0
sõnama,välja,,,1,0,0,1
sõnastama,ette,,,1,1,0,0
sõnastama,juurde,,,1,0,0,1
sõnastama,kokku,,,1,0,0,1
sõnastama,üle,,,1,1,0,0
sõnatama,,,,1,0,0,1
sõnelema,pärast,,,1,0,0,1
sõnu-tõstma,,,,1,0,0,1
sõrendama,,,,1,0,1,0
sõrmitsema,välja,,,1,0,0,1
sõrmittima,koos,,,1,1,0,0
sõtima,,,,1,0,1,0
sõtima,"välja, vastu",,,1,0,1,0
sõtkuma,edasi,,,1,0,0,1
sõtkuma,läbi,,,1,1,0,0
sõtkuma,mööda,,,1,1,0,0
sõtkuma,täis,,,1,0,0,1
sõtkuma,välja,,,1,0,0,1
sõtluma,,,,1,0,1,0
sõudma,kohale,,,1,1,0,0
sõudma,koos,,,1,1,0,0
sõudma,mööda,,,1,0,1,0
sõudma,sisse,,,1,0,1,0
sõudma,tagasi,,,1,0,1,0
söandama,lahti,,,1,1,0,0
söandama,välja,,,1,1,0,0
södima,,,,1,0,1,0
söestama,ära,,,1,0,1,0
söitima,eemale,,,1,0,1,0
söitima,ette,,,1,1,0,0
söitima,maha,,,1,0,0,1
söitima,välja,,,1,0,1,0
söitnuma,välja,,,1,0,1,0
söitnuma,ära,,,1,1,0,0
sölmitama,,,,1,1,0,0
söltuma,,,,1,0,0,1
sörkima,kohale,,,1,0,1,0
sörkima,peale,,,1,0,0,1
