verb,verb_compound,ei_saa_olla_sihitist,kahtlane,total,freq_nom,freq_gen,freq_par
ruulima,eest,,,1,0,0,1
ruulima,ringi,,,1,1,0,0
ruulima,välja,,,1,0,1,0
ruulima,ära,,,1,0,1,0
ruunama,,,,1,0,0,1
ruupsima,,,,1,1,0,0
ruuulima,,,,1,0,0,1
ryhkima,,,,1,0,0,1
rylatama,,,,1,1,0,0
rähklema,edasi,,,1,0,0,1
rähklema,läbi,,,1,0,1,0
rähmama,,,,1,1,0,0
rändama,juurde,,,1,0,0,1
rändama,otsas,,,1,0,0,1
rännutama,läbi,,,1,0,0,1
räntsatama,maha,,,1,1,0,0
räppima,lahti,,,1,1,0,0
räppima,sisse,,,1,0,1,0
rässutama,,,,1,0,0,1
räuskama,läbi,,,1,1,0,0
räuskama,üle,,,1,0,1,0
rääakima,,,,1,0,1,0
rääbima,,,,1,0,0,1
rääghima,,,,1,0,0,1
räägi-kuulama,,,,1,1,0,0
räägi-rääkima,,,,1,0,1,0
räägima,välja,,,1,0,0,1
rääkima,alles,,,1,1,0,0
rääkima,"edasi, ära",,,1,0,1,0
rääkima,enne,,,1,0,0,1
rääkima,"ette, välja",,,1,0,0,1
rääkima,"ette, ära",,,1,0,0,1
rääkima,ilma,,,1,0,0,1
rääkima,järel,,,1,0,0,1
rääkima,ligi,,,1,0,0,1
rääkima,mood,,,1,0,0,1
rääkima,peal,,,1,0,1,0
rääkima,"peale, ära",,,1,1,0,0
rääkima,"pealt, ära",,,1,0,0,1
rääkima,raames,,,1,0,1,0
rääkima,rahul,,,1,1,0,0
rääkima,ringi,,,1,0,0,1
rääkima,sees,,,1,0,0,1
rääkima,vahel,,,1,0,0,1
rääkima,"välja, ära",,,1,0,0,1
rääkima,"ära, edasi",,,1,0,0,1
rääksima,taga,,,1,0,0,1
rääksima,ära,,,1,0,1,0
rääksuma,,,,1,0,0,1
rääsuma,,,,1,0,0,1
räätima,,,,1,0,0,1
räävima,,,,1,0,1,0
räääggima,,,,1,0,0,1
räääägima,,,,1,0,0,1
réunima,,,,1,0,1,0
rõemustama,,,,1,0,0,1
rõhuma,edasi,,,1,1,0,0
rõhuma,kinni,,,1,0,0,1
rõhuma,maha,,,1,0,1,0
rõhuma,tagasi,,,1,0,0,1
rõhutama,heaks,,,1,0,0,1
rõhutama,järel,,,1,0,0,1
rõhutama,kaasa,,,1,0,0,1
rõhutama,külge,,,1,0,0,1
rõhutama,peale,,,1,0,0,1
rõhutama,vaja,,,1,0,0,1
rõhutama,valmis,,,1,0,0,1
rõhutama,välja,,,1,0,0,1
rõhutama,»,,,1,0,0,1
rõivastuma,lahti,,,1,0,0,1
rõivima,,,,1,0,0,1
rõkatama,vastu,,,1,0,0,1
rõkkama,täis,,,1,0,0,1
rõkkama,vastu,,,1,0,0,1
rõkkama,välja,,,1,0,0,1
rõkkama,üle,,,1,0,1,0
rõngastuma,,,,1,0,0,1
rõnguma,,,,1,0,0,1
rõõmuaitama,,,,1,0,0,1
rõõmustama,all,,,1,0,0,1
rõõmustama,kinni,,,1,1,0,0
rõõmustama,koos,,,1,1,0,0
rõõmustama,tagasi,,,1,1,0,0
rõõskama,,,,1,0,0,1
rõõõõõõõõõõõõmuma,,,,1,1,0,0
röhmustama,,,,1,1,0,0
röhutama,,,,1,0,0,1
röitsutama,,,,1,1,0,0
röäääkima,,,,1,0,0,1
röäökima,,,,1,0,0,1
röögatama,järele,,,1,0,1,0
röögatama,vahele,,,1,0,0,1
röögatama,vastu,,,1,0,0,1
röökima,peale,,,1,0,1,0
röökima,tagasi,,,1,1,0,0
röökima,ära,,,1,0,1,0
röökima,ümber,,,1,0,1,0
röölima,,,,1,0,1,0
röötsatama,,,,1,0,0,1
röövima,lähedal,,,1,0,0,1
röövima,taga,,,1,1,0,0
rübistama,puruks,,,1,1,0,0
rügama,mööda,,,1,0,1,0
rügama,sees,,,1,0,0,1
rühkima,järele,,,1,1,0,0
rühkima,läbi,,,1,0,0,1
rühkima,ringi,,,1,0,1,0
rühkima,sisse,,,1,0,0,1
rühmama,ringi,,,1,1,0,0
rühmitama,kokku,,,1,1,0,0
rühmituma,valmis,,,1,0,0,1
rükkama,,,,1,1,0,0
ründama,alt,,,1,0,0,1
ründama,edasi,,,1,1,0,0
ründama,ees,,,1,0,0,1
ründama,ette,,,1,0,0,1
ründama,koos,,,1,0,0,1
ründama,laiali,,,1,0,0,1
ründama,ligi,,,1,1,0,0
ründama,peksma,,,1,0,0,1
ründama,tagant,,,1,0,0,1
ründama,ära,,,1,0,0,1
ründama,ühte,,,1,0,0,1
rüselema,katki,,,1,0,1,0
rüselema,välja,,,1,0,1,0
rüvetada-arvama,,,,1,0,0,1
rüvetama,kokku,,,1,0,0,1
rüübatama,,,,1,0,0,1
rüüpama,alla,,,1,0,0,1
rüüpama,edasi,,,1,0,0,1
rüüpama,sisse,,,1,0,1,0
rüüpama,tagasi,,,1,0,0,1
rüüpsima,,,,1,0,0,1
rüüstama,vastu,,,1,0,0,1
rüüstama,välja,,,1,0,0,1
s-paluma,,,,1,0,0,1
s2imama,,,,1,0,0,1
s2tituma,,,,1,1,0,0
s6imlema,,,,1,1,0,0
s6itima,,,,1,0,1,0
s6itkuma,,,,1,1,0,0
s6masima,,,,1,0,0,1
saaaaakima,,,,1,0,0,1
saaaakima,,,,1,0,0,1
saab-viitsima,,,,1,0,0,1
saabgima,,,,1,0,1,0
saabnuma,,,,1,0,0,1
saabuma,ette,,,1,0,0,1
saabuma,kohale,,,1,1,0,0
saabuma,läbi,,,1,0,1,0
saadima,,,,1,0,1,0
saadsima,ära,,,1,0,1,0
saagima,"alt, ära",,,1,1,0,0
saagima,edasi,,,1,0,0,1
saagima,pooleks,,,1,0,1,0
saagima,"tagant, maha",,,1,1,0,0
saagima,"välja, kaasa",,,1,0,1,0
saagis-viilis-puurima,,,,1,0,0,1
saagisid-lõhkuma,ära,,,1,1,0,0
saagitsema,,,,1,0,0,1
saahgima,,,,1,1,0,0
saakima,,,,1,0,0,1
saaksgima,,,,1,0,0,1
saali-täima,rahul,,,1,0,0,1
saalima,"edasi, tagasi",,,1,0,1,0
saalima,läbi,,,1,0,1,0
saalvõimaldama,,,,1,0,0,1
saama,Kaasa,,,1,0,1,0
saama,alal,,,1,0,1,0
saama,algama,,,1,0,0,1
saama,"all, kokku",,,1,1,0,0
saama,"alla, kokku",,,1,0,0,1
saama,"alla, tagasi",,,1,1,0,0
saama,"alla, tagasi, alla",,,1,0,0,1
saama,"alla, üle",,,1,1,0,0
saama,allapoole,,,1,0,0,1
saama,"alles, peale",,,1,0,0,1
saama,"alt, ära",,,1,1,0,0
saama,"alt, üles",,,1,1,0,0
saama,"edasi, tagasi",,,1,0,0,1
saama,"ees, kokku",,,1,1,0,0
saama,"eest, ära",,,1,1,0,0
saama,enne,,,1,0,0,1
saama,ep,,,1,0,0,1
saama,"ette, tagasi",,,1,0,1,0
saama,hulgi,,,1,0,0,1
saama,"ilma, maha",,,1,0,0,1
saama,"ilma, sisse",,,1,0,0,1
saama,ilmaski,,,1,0,0,1
saama,joonde,,,1,1,0,0
saama,"juurde, alla",,,1,0,1,0
saama,"juurde, kokku",,,1,0,0,1
saama,"juurde, võlgu",,,1,0,0,1
saama,"juurde, üle",,,1,0,1,0
saama,järgi,,,1,0,0,1
saama,"kaasa, alla",,,1,0,1,0
saama,kaasas,,,1,0,1,0
saama,kael,,,1,0,1,0
saama,kahasse,,,1,0,1,0
saama,kannul,,,1,0,1,0
saama,kaudu,,,1,0,0,1
saama,keskele,,,1,0,1,0
saama,kikki,,,1,1,0,0
saama,koha,,,1,1,0,0
saama,"kohal, maha",,,1,1,0,0
saama,koht,,,1,0,0,1
saama,kohta,,,1,0,1,0
saama,"kokku, läbi",,,1,0,0,1
saama,"kokku, toona",,,1,0,0,1
saama,"kokku, valmis",,,1,0,1,0
saama,"kokku, vastu",,,1,0,0,1
saama,"kokku, ära",,,1,0,0,1
saama,"kokku, üles",,,1,0,0,1
saama,kuigivõrd,,,1,0,0,1
saama,kukile,,,1,0,1,0
saama,"kätte, lahku",,,1,0,1,0
saama,kõrini,,,1,1,0,0
saama,kõrval,,,1,0,1,0
saama,külili,,,1,0,1,0
saama,"lahku, üle",,,1,0,1,0
saama,"lahti, külge",,,1,0,1,0
saama,"lahti, läbi",,,1,0,1,0
saama,"lahti, taga",,,1,0,1,0
saama,"lahti, välja",,,1,0,0,1
saama,ligemale,,,1,0,0,1
saama,"ligi, ilma",,,1,0,1,0
saama,lukku,,,1,1,0,0
saama,"läbi, edasi",,,1,1,0,0
saama,"läbi, kaasa",,,1,1,0,0
saama,"läbi, lahti",,,1,0,0,1
saama,"läbi, läbi",,,1,0,1,0
saama,"läbi, pihta",,,1,0,1,0
saama,"läbi, sisse",,,1,0,1,0
saama,"maha, ees",,,1,1,0,0
saama,"maha, mööda",,,1,0,1,0
saama,"maha, välja",,,1,0,1,0
saama,mahti,,,1,0,0,1
saama,maitsi,,,1,0,0,1
saama,man,,,1,0,1,0
saama,mood,,,1,0,0,1
saama,moodi,,,1,0,1,0
saama,"mööda, tagasi",,,1,0,0,1
saama,"mööda, vahele",,,1,0,0,1
saama,olema,,,1,0,1,0
saama,"otsa, kaasas",,,1,0,0,1
saama,"otsa, laiali",,,1,0,1,0
saama,"otsa, peale",,,1,0,1,0
saama,paiguti,,,1,0,0,1
saama,"peal, sisse",,,1,0,0,1
saama,"peale, ilma",,,1,1,0,0
saama,"peale, tagasi",,,1,1,0,0
saama,"pealt, külge",,,1,1,0,0
saama,"pealt, lahti",,,1,1,0,0
saama,peksa,,,1,0,0,1
saama,"peksma, taga",,,1,0,0,1
saama,"peksma, täis",,,1,0,0,1
saama,"pihta, vahele",,,1,1,0,0
saama,"pihta, ära",,,1,0,0,1
saama,pool,,,1,0,0,1
saama,pooleli,,,1,0,1,0
saama,"pärast, peale",,,1,0,1,0
saama,"püsti, sisse",,,1,1,0,0
saama,"rahul, juurde",,,1,0,0,1
saama,rahule,,,1,0,0,1
saama,"ringi, sisse",,,1,1,0,0
saama,"ringi, ümber",,,1,0,1,0
saama,seas,,,1,0,0,1
saama,seast,,,1,0,0,1
saama,"sisse, all",,,1,1,0,0
saama,"sisse, alles",,,1,0,1,0
saama,"sisse, ees",,,1,1,0,0
saama,"sisse, kinni",,,1,0,1,0
saama,"sisse, läbi",,,1,1,0,0
saama,"sisse, tagasi",,,1,0,0,1
saama,"sisse, välja",,,1,0,1,0
saama,sunnil,,,1,1,0,0
saama,"tagant, ette",,,1,0,0,1
saama,"tagasi, alla",,,1,0,1,0
saama,"tagasi, alles",,,1,1,0,0
saama,"tagasi, ette",,,1,0,1,0
saama,"tagasi, pealt",,,1,0,1,0
saama,"tagasi, tagant, ära",,,1,0,0,1
saama,"tagasi, valmis",,,1,0,1,0
saama,"tagasi, vastu",,,1,0,1,0
saama,"tagasi, välja",,,1,0,1,0
saama,takka,,,1,0,1,0
saama,tuttu,,,1,0,1,0
saama,tuupi,,,1,0,1,0
saama,"täis, üle",,,1,0,0,1
saama,vaatamata,,,1,1,0,0
saama,"vahelt, välja",,,1,0,0,1
saama,"vaja, üles",,,1,0,0,1
saama,"valmis, alles",,,1,0,1,0
saama,"valmis, lahku",,,1,0,1,0
saama,"valmis, tagasi",,,1,1,0,0
saama,"valmis, valmis",,,1,0,0,1
saama,"vastu, peal",,,1,0,1,0
saama,"vastu, täis",,,1,0,0,1
saama,viltu,,,1,0,1,0
saama,"välja, kokku",,,1,0,1,0
saama,"välja, maha",,,1,1,0,0
saama,"välja, otsa",,,1,0,1,0
saama,"välja, vaja",,,1,0,0,1
saama,"välja, vast",,,1,0,0,1
saama,väärt,,,1,0,1,0
saama,«,,,1,0,0,1
saama,»,,,1,0,0,1
saama,"ära, edasi",,,1,0,0,1
saama,"ära, sisse",,,1,0,1,0
saama,"ära, välja",,,1,0,1,0
saama,ööseks,,,1,0,1,0
saama,"üle, läbi",,,1,1,0,0
saama,"üle, maha",,,1,1,0,0
saama,"üle, võidu",,,1,0,1,0
saama,"üles, kallale",,,1,0,0,1
saama,"üles, mööda",,,1,1,0,0
saamaimutsema,,,,1,0,0,1
saandkima,tagasi,,,1,0,1,0
saantima,,,,1,0,0,1
saanuma,,,,1,0,0,1
saarestama,üle,,,1,0,0,1
saaskima,,,,1,0,1,0
saaskskima,,,,1,0,1,0
saastama,kokku,,,1,0,0,1
saatima,edasi,,,1,0,1,0
saatma,"alla, kaudu",,,1,0,1,0
saatma,"alt, mööda",,,1,0,1,0
saatma,"alt, üles",,,1,0,0,1
saatma,eest,,,1,0,1,0
saatma,"eest, ära",,,1,0,1,0
saatma,"juurde, alles",,,1,1,0,0
saatma,järel,,,1,0,0,1
saatma,"kaasa, peale",,,1,0,1,0
saatma,koha,,,1,1,0,0
saatma,koht,,,1,1,0,0
saatma,kohta,,,1,1,0,0
saatma,kätte,,,1,0,1,0
saatma,kõrvale,,,1,0,1,0
saatma,"läbi, ilma",,,1,0,1,0
saatma,"mööda, ilma, laiali",,,1,1,0,0
saatma,peal,,,1,1,0,0
saatma,pealt,,,1,0,0,1
saatma,rindu,,,1,0,1,0
saatma,salaja,,,1,0,0,1
saatma,tagant,,,1,1,0,0
saatma,"tagasi, kohale",,,1,0,1,0
saatma,vaatamata,,,1,0,0,1
saatma,vaja,,,1,1,0,0
saatma,"välja, edasi",,,1,0,1,0
saatma,"välja, kokku",,,1,0,0,1
saatma,"välja, mööda",,,1,0,0,1
saatma,"välja, tagasi",,,1,0,0,1
saatma,võlgu,,,1,1,0,0
saatma,»,,,1,0,0,1
saatma,"ära, kohale",,,1,0,1,0
saatma,ühte,,,1,0,1,0
saatma,"üle, ilma, laiali",,,1,0,0,1
saatnduma,,,,1,0,1,0
saatnduma,vastu,,,1,1,0,0
saatsima,,,,1,0,1,0
saatsima,ära,,,1,0,0,1
saavutama,alles,,,1,0,1,0
saavutama,ilma,,,1,0,1,0
saavutama,juures,,,1,0,1,0
saavutama,koos,,,1,1,0,0
saavutama,lahti,,,1,0,1,0
saavutama,peale,,,1,0,0,1
saavutama,peksma,,,1,0,0,1
saavutama,rahul,,,1,0,1,0
saavutama,ringi,,,1,0,0,1
saavutama,tänu,,,1,0,1,0
saavutatama,,,,1,0,1,0
saaxima,lahti,,,1,0,0,1
sabatama,järel,,,1,1,0,0
sabisema,,,,1,0,0,1
sabisema,alla,,,1,0,0,1
sabistama,,,,1,0,1,0
sabistama,ette,,,1,0,0,1
sabuma,,,,1,1,0,0
sacima,,,,1,1,0,0
sadama,alla,,,1,0,0,1
sadama,välja,,,1,0,0,1
sadenema,,,,1,0,0,1
sadima,,,,1,0,0,1
saduma,,,,1,0,0,1
saeb-lõhkuma,,,,1,0,1,0
safari-stiilima,,,,1,0,0,1
safrima,,,,1,0,0,1
sagendama,,,,1,0,0,1
sagenema,ära,,,1,0,0,1
sagima,ring,,,1,0,0,1
sahadsahisema,,,,1,0,0,1
sahistama,kokku,,,1,0,0,1
sahistama,ringi,,,1,0,0,1
sahistama,"ringi, alla",,,1,0,0,1
sahistama,ära,,,1,0,1,0
sahkerdama,kokku,,,1,1,0,0
sahkerdama,välja,,,1,0,1,0
sahmerdama,maha,,,1,0,1,0
sahmima,ära,,,1,0,0,1
sai-võima,,,,1,0,0,1
sailima,,,,1,0,0,1
sailuma,,,,1,1,0,0
sajakordistama,,,,1,0,1,0
sajatama,maha,,,1,0,0,1
sajatama,peale,,,1,0,0,1
sakima,,,,1,1,0,0
sakkima,ära,,,1,0,1,0
saksastama,,,,1,1,0,0
saksima,,,,1,0,1,0
sakuma,,,,1,0,0,1
sakutama,ära,,,1,0,0,1
salaja-peitma,,,,1,0,0,1
salakuulama,,,,1,0,0,1
salapärastama,,,,1,0,0,1
salapäratsema,,,,1,1,0,0
salasalvestama,,,,1,0,0,1
salastama,ära,,,1,1,0,0
salenema,,,,1,0,0,1
salgama,kokku,,,1,0,0,1
salgama,üle,,,1,0,0,1
sallima,laiali,,,1,1,0,0
sallima,välja,,,1,0,0,1
saltotama,,,,1,0,1,0
salvastama,,,,1,1,0,0
salvestama,alla,,,1,0,1,0
salvestama,edasi,,,1,0,0,1
salvestama,ette,,,1,0,0,1
salvestama,juurde,,,1,0,1,0
salvestama,kaasa,,,1,0,0,1
salvestama,ringi,,,1,0,1,0
salvestama,sisse,,,1,1,0,0
salvestama,"tagasi, üle",,,1,0,0,1
salvestama,üle,,,1,0,1,0
salvestatama,,,,1,0,0,1
samastama,välja,,,1,0,0,1
sammalduma,,,,1,0,0,1
sammuma,edasi,,,1,0,0,1
sammuma,sisse,,,1,0,1,0
sammuma,vastu,,,1,0,0,1
sammuma,välja,,,1,0,0,1
sammuma,üles,,,1,0,1,0
sampsima,,,,1,0,1,0
sanktioneerima,,,,1,0,1,0
sanktsioneerima,kokku,,,1,0,0,1
santaseerima,,,,1,0,0,1
santazheerima,,,,1,0,0,1
santima,"mööda, ilma",,,1,1,0,0
saobima,,,,1,0,0,1
saomama,,,,1,0,0,1
sapistama,valmis,,,1,0,1,0
saputama,ümber,,,1,0,0,1
sarjatama,,,,1,0,0,1
sarnanema,alla,,,1,0,0,1
sarnanema,tagant,,,1,1,0,0
sarnastuma,,,,1,1,0,0
sasima,ära,,,1,0,1,0
saslõkkima,,,,1,0,0,1
sassaasima,,,,1,0,1,0
satknima,,,,1,0,1,0
satrdima,,,,1,1,0,0
satsima,,,,1,0,0,1
sattama,maha,,,1,0,0,1
sattima,,,,1,0,1,0
sattuma,kaasa,,,1,0,0,1
sattuma,maha,,,1,0,1,0
sattuma,otsa,,,1,1,0,0
sattuma,peale,,,1,0,1,0
sattuma,vaja,,,1,0,0,1
sattuma,ära,,,1,0,0,1
satutama,,,,1,0,0,1
saukitama,,,,1,0,0,1
saundima,,,,1,0,0,1
saunlema,koos,,,1,1,0,0
savuma,,,,1,0,1,0
sazima,,,,1,0,0,1
scanima,,,,1,0,1,0
scannima,sisse,,,1,0,0,1
scootima,vaja,,,1,1,0,0
screenisid-filtreerima,,,,1,0,0,1
scriptima,,,,1,1,0,0
scriptima,sees,,,1,0,0,1
scrptituma,ära,,,1,1,0,0
scrätšima,,,,1,0,0,1
scämmitama,,,,1,0,0,1
scännima,läbi,,,1,0,1,0
sdoovima,,,,1,0,0,1
seadistama,vastu,,,1,0,1,0
seadistama,ära,,,1,1,0,0
seadistuma,,,,1,0,1,0
seadma,"ette, sisse",,,1,0,0,1
seadma,järele,,,1,1,0,0
seadma,kaasas,,,1,1,0,0
seadma,kikki,,,1,0,1,0
seadma,"kinni, kokku",,,1,0,1,0
seadma,"kokku, ringi",,,1,0,1,0
seadma,"kokku, üles",,,1,0,0,1
seadma,koos,,,1,0,0,1
seadma,laiali,,,1,1,0,0
seadma,moodi,,,1,0,0,1
seadma,pealt,,,1,0,0,1
seadma,sekka,,,1,0,1,0
seadma,"sisse, ilma",,,1,0,0,1
seadma,valmima,,,1,0,0,1
seadma,"vastu, üles",,,1,0,0,1
seadma,"üles, kokku",,,1,0,0,1
seadmestama,,,,1,1,0,0
seadnuma,,,,1,0,0,1
seadsima,,,,1,0,0,1
seaduma,sisse,,,1,0,1,0
seaduslikustama,,,,1,0,1,0
seaduspärastama,,,,1,0,0,1
seadustama,ära,,,1,0,1,0
sealtähendama,,,,1,1,0,0
seapeedima,,,,1,0,0,1
sebima,"edasi, tagasi",,,1,0,0,1
sebima,kaasa,,,1,1,0,0
sebima,kokku,,,1,0,0,1
sebima,pärast,,,1,0,0,1
sednuma,,,,1,1,0,0
seebiooperalustama,,,,1,0,0,1
seebitama,edasi,,,1,1,0,0
seedima,alla,,,1,0,1,0
seedima,ligi,,,1,0,0,1
seemendama,ära,,,1,1,0,0
seenitama,,,,1,0,0,1
seet6ttuma,,,,1,1,0,0
seetähendama,,,,1,0,0,1
seetöttuma,,,,1,0,1,0
segama,alles,,,1,1,0,0
segama,ilmatu,,,1,0,0,1
segama,kinni,,,1,1,0,0
segama,lahti,,,1,1,0,0
segama,nõus,,,1,1,0,0
segama,pooleli,,,1,0,0,1
segama,segi,,,1,0,0,1
segama,"sisse, välja",,,1,0,0,1
segama,tagant,,,1,0,0,1
segama,vastu,,,1,1,0,0
segama,"ära, ära",,,1,0,0,1
segama,üle,,,1,0,1,0
segama,ümber,,,1,0,1,0
segastama,,,,1,1,0,0
segistama,,,,1,1,0,0
segmentima,,,,1,1,0,0
segzuma,,,,1,0,0,1
segzutama,,,,1,0,0,1
segzutama,läbi,,,1,1,0,0
sehkendama,edasi,,,1,1,0,0
sehkendama,juurde,,,1,1,0,0
sehkendama,kokku,,,1,0,0,1
sehkendama,ära,,,1,0,1,0
seiklema,edasi,,,1,0,0,1
seiklema,ilma,,,1,0,0,1
seiklema,lähedal,,,1,0,0,1
seilama,"maha, kokku",,,1,0,0,1
seilama,võidu,,,1,0,1,0
seilama,üle,,,1,1,0,0
seinema,,,,1,1,0,0
seirama,"alt, üles",,,1,0,0,1
seirama,kõrvalt,,,1,0,0,1
seirama,pealt,,,1,0,0,1
seisaks-saama,,,,1,0,0,1
seisaldama,,,,1,0,0,1
seisatama,ees,,,1,0,1,0
seiskuma,ees,,,1,0,0,1
seiskuma,välja,,,1,0,0,1
seisma,all,,,1,1,0,0
seisma,ette,,,1,1,0,0
seisma,koos,,,1,1,0,0
seisma,laiali,,,1,1,0,0
seisma,täis,,,1,0,0,1
seisma,välja,,,1,0,0,1
seisma,ümber,,,1,1,0,0
seisnema,välja,,,1,0,0,1
seistmekümnendama,,,,1,0,1,0
seitsetollima,,,,1,1,0,0
seitsmekordistama,,,,1,0,0,1
seituma,,,,1,1,0,0
seksitama,,,,1,0,0,1
sekskima,välja,,,1,1,0,0
seksponeerima,,,,1,0,0,1
seksualiseerima,,,,1,0,0,1
seksutama,,,,1,1,0,0
sekundeerima,välja,,,1,1,0,0
sekundeerin-nägema,,,,1,0,1,0
sekvestreerima,,,,1,1,0,0
selebreerima,,,,1,0,0,1
selekteerima,läbi,,,1,0,0,1
selestama,,,,1,0,0,1
seletama,alt,,,1,0,0,1
seletama,ees,,,1,0,0,1
seletama,juurde,,,1,0,1,0
seletama,kokku,,,1,0,0,1
seletama,"kokku, ära",,,1,0,0,1
seletama,nõus,,,1,0,0,1
seletama,taga,,,1,0,0,1
seletama,välja,,,1,0,0,1
seletama,"välja, lahti",,,1,0,0,1
seletama,võidu,,,1,0,1,0
seletama,"üle, lahti",,,1,0,0,1
seletatama,,,,1,1,0,0
selgitakkima,,,,1,0,0,1
selgitama,alla,,,1,0,0,1
selgitama,alles,,,1,1,0,0
selgitama,järel,,,1,0,0,1
selgitama,läbi,,,1,0,1,0
selgitama,tagasi,,,1,1,0,0
selgitama,üle,,,1,0,1,0
selguma,läbi,,,1,1,0,0
selitama,välja,,,1,0,1,0
seljatama,edasi,,,1,0,1,0
seljatama,tagasi,,,1,0,0,1
selketama,,,,1,1,0,0
sellinnema,,,,1,0,0,1
seluma,,,,1,0,0,1
sensibiliseerima,,,,1,1,0,0
sensitiseerima,,,,1,0,0,1
senuma,,,,1,0,1,0
seostama,ette,,,1,0,0,1
seostama,järele,,,1,0,0,1
seostama,kokku,,,1,0,0,1
seostama,ringi,,,1,0,1,0
seostama,tagasi,,,1,1,0,0
seostama,välja,,,1,0,0,1
seostama,üle,,,1,0,1,0
sepistama,edasi,,,1,0,0,1
sepistama,juurde,,,1,0,0,1
sepistama,välja,,,1,0,0,1
sepitsema,kokku,,,1,0,0,1
sepitsema,valmis,,,1,0,1,0
sepitsema,vastu,,,1,0,0,1
sepitsema,välja,,,1,0,0,1
sepuma,edasi,,,1,0,0,1
servama,ära,,,1,0,0,1
serveerima,läbi,,,1,0,0,1
serveerima,valmis,,,1,0,0,1
serveerima,vastu,,,1,0,1,0
servima,maas,,,1,1,0,0
setitama,välja,,,1,1,0,0
settima,välja,,,1,0,0,1
sevitama,,,,1,0,0,1
sexima,täis,,,1,1,0,0
sexima,ära,,,1,0,1,0
sexsima,,,,1,0,1,0
sexzima,,,,1,0,1,0
seädima,,,,1,0,0,1
seõitima,vastu,,,1,1,0,0
shantaseerima,,,,1,0,0,1
shantima,,,,1,0,0,1
sheerima,ära,,,1,1,0,0
shellima,lahti,,,1,0,0,1
shipima,,,,1,0,0,1
shippima,,,,1,0,0,1
shituma,,,,1,0,0,1
shlikerdama,,,,1,0,0,1
shokeerima,vastu,,,1,0,0,1
shokkima,,,,1,0,0,1
shoppama,ära,,,1,0,1,0
shuntima,,,,1,0,0,1
shveitsima,,,,1,0,0,1
shvipsima,,,,1,0,0,1
siadnuma,,,,1,0,0,1
siasaldama,,,,1,0,0,1
sibama,järel,,,1,0,1,0
sibama,kokku,,,1,0,0,1
sibama,läbi,,,1,0,0,1
sibima,,,,1,0,0,1
siblima,kaasa,,,1,0,0,1
siblima,laiali,,,1,0,1,0
siblima,ära,,,1,1,0,0
siblima,ümber,,,1,0,0,1
sicuma,,,,1,1,0,0
sidistama,,,,1,1,0,0
siduma,all,,,1,0,1,0
siduma,alla,,,1,1,0,0
siduma,eest,,,1,0,1,0
siduma,ilma,,,1,0,1,0
siduma,juurde,,,1,0,0,1
siduma,järele,,,1,0,1,0
siduma,kaasa,,,1,0,1,0
siduma,"kokku, tagasi",,,1,1,0,0
siduma,kuskile,,,1,0,1,0
siduma,"tagant, kinni",,,1,1,0,0
siduma,tagasi,,,1,1,0,0
siduma,"tagasi, kinni",,,1,0,1,0
siduma,taha,,,1,0,0,1
siduma,vaja,,,1,1,0,0
siduma,"ära, kinni",,,1,0,0,1
siduma,üle,,,1,0,0,1
siekima,,,,1,1,0,0
siganema,,,,1,0,0,1
siginema,kohale,,,1,0,1,0
siginema,välja,,,1,0,0,1
signaalima,,,,1,0,0,1
signima,välja,,,1,0,0,1
sigu-sööma,,,,1,0,0,1
sihkendama,,,,1,0,0,1
sihkenema,,,,1,0,1,0
sihtastuma,,,,1,1,0,0
sihtima,"alt, üles",,,1,1,0,0
sihtima,läbi,,,1,0,0,1
sihtima,lähedal,,,1,0,0,1
sihtima,mööda,,,1,1,0,0
sihtima,sisse,,,1,0,1,0
sihtima,üle,,,1,0,1,0
sihvama,onju,,,1,0,0,1
sihvama,valmis,,,1,1,0,0
siia-tekitama,,,,1,0,1,0
siiberdama,"edasi, tagasi",,,1,1,0,0
siiberdama,ringi,,,1,0,0,1
siiderdama,,,,1,1,0,0
siimnema,,,,1,0,0,1
siimuma,,,,1,1,0,0
siirdama,alla,,,1,0,0,1
siirdama,juures,,,1,1,0,0
siirduma,lahti,,,1,0,0,1
siirduma,tagasi,,,1,0,1,0
siirutama,,,,1,0,1,0
siisgima,,,,1,1,0,0
siissaabuma,,,,1,1,0,0
siitima,,,,1,0,0,1
sikerdama,,,,1,0,0,1
sikerdama,täis,,,1,0,1,0
sikutama,"alla, tagasi",,,1,1,0,0
sikutama,esile,,,1,0,0,1
sikutama,kaasa,,,1,0,1,0
sikutama,läbi,,,1,0,0,1
sikutama,"maha, välja",,,1,0,0,1
sikutama,otsa,,,1,0,1,0
sikutama,tagant,,,1,0,0,1
sikutama,üle,,,1,1,0,0
sildama,kokku,,,1,1,0,0
silitama,edasi,,,1,0,0,1
silitama,läbi,,,1,1,0,0
silitama,pihta,,,1,0,0,1
silitama,üle,,,1,0,1,0
silkama,kohale,,,1,0,1,0
silkama,ümber,,,1,0,1,0
sillutama,ette,,,1,0,1,0
sillutama,maha,,,1,1,0,0
silmakirjatsema,,,,1,0,0,1
silmama,koos,,,1,0,0,1
silmama,läbi,,,1,1,0,0
silmama,välja,,,1,0,0,1
silmitsema,all,,,1,0,0,1
silmitsema,ette,,,1,0,0,1
siluma,edasi,,,1,0,0,1
siluma,kaasa,,,1,0,0,1
siluma,kinni,,,1,0,1,0
