verb,compound1,compound2,obl,obl_form
rahulolev,,,Brasiilia,sg in
jätma,,,seksipood,pl in
maksma,,,apteek,sg in
esitama,,,väljaviimine,sg in
esitama,,,pankrot,sg in
keskenduma,,,tegevus,sg in
lõpetama,,,kartus,sg in
lõpetama,,,Tallinn,sg in
koht,,,pingerida,sg in
avama,,,linnavaraamet,sg in
haldama,,,koostöö,sg in
karistama,,,Tallinn,sg in
algama,,,auditoorium,sg in
avanema,,,Muuseum,sg in
hakkama,,,rahvusraamatukogu,sg in
osalema,,,meeskond,sg in
osalema,,,kokkuvõte,sg in
alistama,,,avakohtumine,sg in
tahtma,,,tulevik,sg in
jõudma,,,ööklubi,sg in
võitma,,,B-alagrupp,sg in
teema,,,Eesti,sg in
pakkuma,,,Eesti,sg in
seisma,,,artikkel,sg in
jääma,,,tulevik,sg in
avama,,,linnus,sg in
lisama,,,koosseis,sg in
esindama,,,linn,sg in
mööduma,,,hotellituba,sg in
hoidma,,,vorm,sg in
elama,,,Rapla,sg in
tunnistama,,,järjekord,sg in
talletuma,,,aju,sg in
koha,,,Tallinn,sg in
nimetama,,,keel,sg in
võlgnema,,,Hispaania,sg in
elama,,,maja,sg in
võtma,sisse,,keel,sg in
avastama,,,lihakari,sg in
ütlema,,,Hannover,sg in
asetama,,,laine,sg in
näitama,,,regioon,sg in
saama,,,Eesti,sg in
tooma,,,mis,sg in
panema,,,suguvõsa,sg in
öeldud,välja,,strateegia,sg in
mõtlema,,,süsteem,sg in
aeg,,,Pariis,sg in
luuleraamat,,,maailm,sg in
haarama,kinni,,äripäev,sg in
leidma,,,Moskva,sg in
leidma,,,Kirde-Hispaania,sg in
internetipank,,,lõpp,sg in
saama,,,raadio,sg in
suutma,,,filmikeel,sg in
suhtuma,,,algus,sg in
suhtuma,,,kava,sg in
suhtuma,,,täis,sg in
toetama,,,liiga,sg in
peetama,,,voor,sg in
kaotama,,,matsh,sg in
kartma,,,kool,sg in
pidama,,,raport,sg in
pidama,,,riik,sg in
tooma,kokku,,küla,pl in
musitama,,,esik,sg in
vajutama,,,hiilgus,sg in
ehitusinsener,,,majandusteadus,pl in
jätma,,,piirkond,sg in
tegema,,,Suurbritannia,sg in
kinnitama,,,sõjakuritegu,pl in
kinnitama,,,usutlus,sg in
kinnitama,,,miski,sg in
märkama,,,Eesti,sg in
suhtuma,,,algus,sg in
algatama,,,asi,pl in
teatama,,,abielu,sg in
teatama,,,kaaskiri,sg in
tulema,,,vesi,sg in
kasvama,,,kanal,sg in
sõlmima,,,meeskond,sg in
sõlmima,,,korvpalliliiga,sg in
ainus,,,toimetus,sg in
kummaline,,,luule,sg in
kummaline,,,epigramm,pl in
puuduma,,,Eesti,sg in
valitsema,,,politsei,sg in
aitama,,,maakond,pl in
väikene,,,tipp,sg in
märkima,,,ülevaade,sg in
moodustama,,,lõpp,sg in
ütlema,,,Eesti,sg in
saama,,,MK-sari,sg in
tõusnud,,,edetabel,sg in
jätkuma,,,ring,sg in
viibima,,,juuni,sg in
juhtima,,,juhtkiri,sg in
siduma,,,veri,sg in
vähenema,,,kvartal,sg in
vähenema,,,lõpp,sg in
alustama,,,Holland,sg in
väiksem,,,lõpp,sg in
ilmuma,,,ajakirjandus,sg in
sõitma,läbi,,kolleegides-konkurent,pl in
sõitma,läbi,,silm,sg in
asetsema,,,park,sg in
alune,,,salakaubavedu,sg in
minema,,,Tallinn,sg in
märkima,,,fraktsioon,sg in
panema,,,Bem,sg in
tagama,,,kaitsekoostöö,sg in
toimuma,,,maja,sg in
väljenduma,,,kokkulepe,sg in
sees,,,metallvõrk,sg in
Milleri,,,tasku,sg in
tõotama,,,kohtumaja,sg in
kavatsema,,,tänav,sg in
tutvuma,,,internet,sg in
kõhuli,,,kõrvalmaja,sg in
sunnitud,,,Eesti,sg in
sunnitud,,,saatkond,sg in
kava,,,ülesanne,pl in
kavatsema,,,aprill,sg in
kavatsema,,,otsustuskord,sg in
surema,,,Kosovo,sg in
valmis,,,kulutus,pl in
august,,,saade,sg in
elama,,,telk,pl in
nõudma,,,Vietnam,sg in
nõudma,,,kruiisipaat,sg in
tahtma,,,hukkumine,sg in
mõõtma,,,kuu,pl in
mõõtma,,,nädal,pl in
peegeldama,,,vestlus,sg in
lasknud,,,Sitsiilia,sg in
tegema,,,sadam,sg in
väiksem,,,ettepanek,sg in
plaanima,,,tulevik,sg in
tooma,,,sfäär,sg in
näitama,,,rand,sg in
ütlema,,,uuring,pl in
välistama,,,Eesti,sg in
saavutama,,,Itaalia,sg in
saavutama,,,Hispaania,sg in
vahe,,,park,sg in
yuppiel,,,lääs,sg in
kasutama,,,kirurgia,sg in
kavandama,,,Simferoopol,sg in
arvama,,,märts,sg in
firma,,,valdkond,pl in
firma,,,aasta,sg in
leiduma,,,ajalugu,sg in
kass,,,suu,sg in
andma,,,Moody,sg in
kauplema,,,Tallinn,sg in
püsima,varjul,,mis,sg in
püsima,varjul,,Dublin,sg in
väikeettevõtja,,,ulatus,sg in
usaldama,,,ideaal,sg in
õpetama,,,kool,sg in
käima,,,Rootsi,sg in
käima,,,Austraalia,sg in
rohkem,,,maakond,pl in
laiendama,,,Jõhvi,sg in
laiendama,,,Kiviõli,sg in
alustama,,,büroo,sg in
alustama,,,vahetus,sg in
alustama,,,vahetus,sg in
eesmärk,,,seletuskiri,sg in
lisama,,,Eesti,sg in
võtnud,,,mis,sg in
määratlema,,,situatsioon,sg in
kavatsema,,,veebruar,sg in
saabuma,,,vabrik,sg in
helisema,,,korter,sg in
ülesanne,,,Euroopa,sg in
pääsema,,,lift,sg in
meel,,,kool,sg in
avanema,,,vald,sg in
hakkama,,,linnapilt,sg in
kaitsma,kokku,,väärtus,sg in
kasvama,,,kasutamine,sg in
allikas,,,aasta,sg in
vastama,,,september,sg in
seal,,,lennuk,sg in
lubama,,,köök,sg in
hakkama,,,lõpp,sg in
ootama,,,mõte,sg in
näitama,üles,,Tallinn,sg in
ostma,,,juuli,sg in
selge,,,aeg,sg in
müüma,,,baar,sg in
müüma,,,baar,sg in
liikuma,,,Tartu,sg in
harjutama,,,Põhja-Norra,sg in
tooma,,,Helsingi,sg in
vältima,,,start,sg in
istuma,,,saal,sg in
andma,,,kriminaalkuritegu,sg in
otsustama,,,fraktsioon,sg in
kirjeldama,,,Bemi,sg in
kirjeldama,,,see,pl in
tabama,,,ansambel,sg in
tabama,,,detsember,sg in
paluma,,,Ungari,sg in
esitama,,,see,sg in
koteerima,,,ühiskond,sg in
kurioosum,,,Euroopa,sg in
ärandama,,,alkoholijoove,sg in
lõpetama,,,mets,sg in
hoiatama,,,ümbrus,sg in
tulema,,,prognoos,sg in
olema,,,tagaõu,sg in
tegema,,,vorm,sg in
lahkuma,,,Ameerika,sg in
nägema,ette,,valitsus,sg in
rohetama,,,päike,sg in
teatama,,,lõpp,sg in
pussitama,,,Tartu,sg in
leidma,,,Tartu,sg in
leidma,,,annelinn,sg in
kontroll,,,matmispaik,sg in
valima,,,järjekord,sg in
võitma,,,Montenegro,sg in
võitma,,,linn,sg in
hukkuma,,,suitsiidirünnak,sg in
pöörduma,,,ümarlaud,sg in
kohtuma,,,Riia,sg in
kiitma,,,Brüssel,sg in
soovima,,,konkurss,sg in
kostma,,,eeter,sg in
tegema,,,kanal,sg in
oma,,,välk,pl in
andma,,,november,sg in
esinema,,,kultuurikeskus,sg in
saama,,,finaal,sg in
rahuldama,,,võitlus,sg in
käima,,,kaitsepolitsei,sg in
pressima,välja,,september,sg in
ütlema,,,riik,sg in
vale,,,leping,pl in
keelama,,,piirkond,pl in
kutsuma,,,keelelaager,pl in
ütlema,,,saal,sg in
valima,,,koosseis,sg in
leidma,,,transpordikontroll,sg in
saanud,,,Eesti,sg in
käima,,,maa,sg in
piirama,,,värav,sg in
tulema,,,mets,sg in
tegema,,,kaubakeskus,sg in
põhjustama,,,ajakirjandus,sg in
põhjustama,,,Interneti-väljaanne,pl in
tulema,,,Tallinn,sg in
lugema,,,saal,sg in
olema,,,faas,sg in
kaaluma,,,liit,sg in
täpsustama,,,mis,sg in
korraldama,,,müügisalong,sg in
korraldama,,,Tallinn,sg in
paranema,,,Eesti,sg in
kasvama,,,keel,sg in
mõistma,,,seksuaalkuritegu,sg in
mõistma,,,oktoober,sg in
eristama,,,ideaal,sg in
tähendama,,,tippjuhtkond,sg in
lööma,maha,,päästeamet,sg in
ütlema,,,mis,sg in
peatama,,,parlament,sg in
nägema,ette,,versioon,sg in
teatama,,,Jugoslaavia,sg in
tunnistama,,,väärtus,sg in
kukkuma,,,Hispaania,sg in
paistma,,,provints,sg in
paistma,,,jääkamakas,sg in
jätkuma,,,kesklinn,sg in
mai,,,kontekst,sg in
domineerima,,,maa,pl in
elama,,,küla,pl in
hakkama,,,november,sg in
püsima,,,õhk,sg in
ütlema,,,tulevik,sg in
kirjutama,,,kõne,sg in
teadlik,,,vallavalitsus,sg in
hoiatama,,,Läti,sg in
värvitu,,,värv,pl in
värvitu,,,värv,pl in
ütlema,,,algus,sg in
kuulutama,välja,,lõpp,sg in
tõusma,,,oktoober,sg in
nähtuma,ette,,riigieelarve,sg in
protsent,,,kvartal,sg in
saama,,,haigla,sg in
jagama,ära,,klubiruum,sg in
tõestama,,,rockkultuur,sg in
tõestama,,,reaalaeg,sg in
meenuma,,,Antarktika,sg in
osalema,,,alagrupimäng,pl in
vormistama,,,november,sg in
pälvima,,,meeter,sg in
andma,,,kriminaalasi,sg in
andma,,,mis,sg in
andma,,,omandamine,sg in
võimalik,,,Orissaare,sg in
jääma,,,Tallinn,sg in
jääma,,,ülekäigukoht,sg in
jätkuma,,,õppeasutus,sg in
minema,,,tulevik,sg in
töötama,välja,,Soome,sg in
pääsema,,,elu,sg in
rõõmus,,,fuajee,sg in
nägema,,,Maardu,sg in
nägema,,,areenivahetus,sg in
tähtsam,,,tulevik,sg in
saama,,,veerandfinaal,sg in
hakkama,,,pension,sg in
peksma,läbi,,Tallinn,sg in
peksma,läbi,,ühiselamu,sg in
peksma,läbi,,haigla,sg in
opereerima,,,maailm,sg in
halvem,,,haigla,sg in
korraldama,,,Tšetšeenia,sg in
korraldama,,,Tšetšeenia,sg in
nõudma,,,mis,sg in
tulema,,,rambivalgus,sg in
ebakindel,,,ajaleht,sg in
tekkima,,,detsember,sg in
teatama,,,roll,sg in
leidma,,,ühiskond,sg in
sattuma,,,Tallinn,sg in
puuduma,,,kolmikliit,sg in
muutuma,,,Eesti,sg in
tulema,,,piirkond,sg in
käima,,,Tartu,sg in
see,,,maakond,sg in
viima,läbi,,marmormausoleum,sg in
äratanud,,,pakkuja,pl in
mängima,,,elu,sg in
algama,,,aprill,sg in
õhutama,,,armee,sg in
algatama,,,majandamismudel,pl in
müüt,,,oktoober,sg in
müüt,,,Tallinn,sg in
arutama,,,panganõukogu,sg in
arutama,,,ajaleht,sg in
vastamisi,,,voor,sg in
küsima,,,eesots,sg in
käskima,,,laager,pl in
säilitama,,,oktoober,sg in
sõitma,,,olu,pl in
andma,tagasi,,leer,sg in
saama,,,Eesti,sg in
andma,,,koolipuhvet,sg in
käima,,,suvila,sg in
teatama,,,Pärnu,sg in
likvideerima,,,sadam,sg in
likvideerima,,,meri,sg in
aetud,alla,,Tallinn,sg in
tahtma,,,Kirde-Eest,sg in
tugevdama,,,Tadžikistan,sg in
tugevdama,,,Afganistan,sg in
kujutama,ette,,elu,sg in
kasutama,,,sadam,pl in
täienema,,,september,sg in
jõudma,,,Euroopa,sg in
jõudma,,,Eesti,sg in
vaatlema,,,film,sg in
tulema,,,Somaalia,sg in
andma,,,november,sg in
käima,,,Leedu,sg in
rääkima,,,ettevaatlik,sg in
täituma,,,esik,sg in
lahendama,,,kogus,pl in
põhjustanud,,,osa,sg in
kogema,,,Sydney,sg in
kinnitama,,,koostöö,sg in
osutama,,,kvartal,sg in
suur,,,linn,sg in
üllatanud,,,Narva,sg in
tahtma,,,köök,sg in
leidma,,,gümnaasium,sg in
võtma,,,Kuusalu,sg in
võtma,vastu,,vastuolu,sg in
võtma,vastu,,mis,sg in
avastama,,,Kosovo,sg in
avastama,,,valimisjaoskond,pl in
hukkuma,,,üleujutus,pl in
süüdistama,,,ulatus,sg in
süüdistama,,,riisumine,sg in
teadma,,,Eesti,sg in
ägama,,,nupuvõte,pl in
suutma,,,ajakirjandus,sg in
tulema,,,otsingumootor,sg in
jääma,,,jaanuar,sg in
sina,,,mõte,sg in
olema,,,saladus,sg in
arvama,,,loodus,sg in
andma,,,Pisike,sg in
andma,,,hotellituba,sg in
valitsema,,,sünnitustuba,sg in
pruukima,,,haigla,sg in
tegema,,,polikliinik,sg in
asuma,,,eeslinn,sg in
asi,,,mastaap,sg in
asi,,,Eesti,sg in
leping,,,silm,pl in
teadma,,,valgusfoor,pl in
hakkama,,,ulatus,sg in
soovima,,,komisjon,sg in
toimuma,,,Montepuezi,sg in
toimuma,,,põhi,sg in
jaatav,,,intervjuu,sg in
toimuma,,,sektor,sg in
tegema,,,vangla,sg in
võtma,vastu,,asula,sg in
soendama,,,korter,pl in
käima,välja,,juuli,sg in
kord,,,oktoober,sg in
tulema,,,sõda,pl in
tulema,,,kohus,sg in
võtma,,,mis,sg in
näitama,,,avaparkla,pl in
pääsema,,,tulevik,sg in
kasutama,,,meditsiin,sg in
suutma,,,restoran,sg in
küsitlema,,,uuring,sg in
rõhutama,,,millenniumiraport,sg in
valmistama,,,USA,sg in
nautima,,,Eesti,sg in
ilmuma,,,Eesti,sg in
iseseisvam,,,pult,sg in
ütlema,,,etendus,sg in
esietenduma,,,saal,sg in
hakkama,,,päev,sg in
isuäratav,,,algus,sg in
rubla,,,kuu,sg in
tunnistama,,,tasku,sg in
leidma,,,saavutusühiskond,sg in
saavutama,,,detsember,sg in
kallinema,,,tulevikuühiskond,sg in
mainima,ära,,iseloomustus,sg in
mainima,ära,,see,sg in
osalema,,,september,sg in
osalema,,,Tallinn,sg in
lubama,,,ilm,sg in
ähvardama,,,USA,sg in
ähvardama,,,kaubamaja,sg in
ähvardama,,,väärtus,sg in
kaotama,,,palk,sg in
jätkama,,,hansatee,sg in
ütlema,,,asi,sg in
vahetama,välja,,erastamiskomisjon,sg in
tunnus,,,loomariik,sg in
jõudma,,,London,sg in
täiendama,,,medalikonkurents,sg in
võtma,,,mägi,pl in
üllatama,,,veerandfinaal,sg in
sõitma,,,Davos,sg in
andma,,,finaalujumine,sg in
andma,,,edetabel,sg in
eraldama,,,oktoober,sg in
taotlema,,,algus,sg in
diagnoosima,kokku,,Eesti,sg in
aeg,,,üsk,sg in
pääsema,,,Tartu,sg in
kuluma,,,laast,sg in
hoidma,,,vang,sg in
muutma,,,vanalinn,sg in
vahistama,,,rajoon,sg in
maanduma,,,laager,sg in
kuuluma,,,Moskva,sg in
ülerahvastatud,,,Türgi,sg in
soovima,,,tulevik,sg in
teema,,,mis,sg in
hakanud,,,tegelikkus,sg in
tegema,,,Estorili,sg in
näitama,,,televisioon,sg in
näitama,,,ajaleht,pl in
teadnud,,,kodu,sg in
imestama,,,ülikool,pl in
haigus,,,Ühendriik,pl in
puuduma,,,Eesti,sg in
hakkama,,,Eesti,sg in
olema,,,mets,sg in
riietama,,,silm,sg in
müüma,,,Eesti,sg in
kavatsema,,,riik,pl in
kasvama,,,Eesti,sg in
lülitama,,,Andorra,sg in
elama,koos,,lastekodu,sg in
juhtima,,,Austria,sg in
tahtma,,,mis,sg in
andma,üle,,hotell,sg in
kasutama,,,kontsertetendus,pl in
saanud,,,osariik,sg in
osalema,,,C-kategooria,sg in
ehitatud,üles,,kooskõla,sg in
pälvima,,,aprillinumber,sg in
kohtuma,,,maavõistlusmäng,sg in
pidama,,,poolfinaal,sg in
ootama,,,matemaatika,sg in
võitma,,,ring,sg in
võitma,,,poolfinaal,sg in
minema,,,voor,sg in
viigistama,,,voor,sg in
viigistama,,,voor,sg in
püüdma,,,kodumäng,sg in
looma,,,riik,sg in
tahtnud,,,poolfinaal,sg in
olema,,,jaam,sg in
viimistlema,,,koostöö,sg in
töötama,,,infosüsteem,sg in
toimuma,,,juuli,sg in
toimuma,,,Eesti,sg in
toimuma,,,juuni,sg in
toimuma,,,jaanuar,sg in
toimuma,,,raamatukeskus,sg in
plaanima,,,tulevik,sg in
käima,,,Tallinn,sg in
soovima,,,Tallinn,sg in
kavatsema,,,maja,sg in
prognoosima,,,mai,sg in
prognoosima,,,august,sg in
sõltuma,,,asi,sg in
tulema,,,relvajõud,pl in
väärtus,,,ühiskond,sg in
toimuma,lähedal,,armeebaas,sg in
süüdistama,,,kaasaaitamine,sg in
arutama,,,huvi,pl in
hindama,,,aasta,sg in
lööma,,,kirjutis,sg in
lööma,,,eesots,sg in
vahistama,,,London,sg in
leppima,kokku,,detsember,sg in
küsitlema,,,linn,pl in
arvama,,,Jugoslaavia,sg in
arvama,,,väitlus,sg in
saama,,,villa,sg in
süüdistama,,,mõrv,sg in
kaduma,,,maa,pl in
toimuma,,,pealinn,sg in
kutsuma,,,Pariis,sg in
leidma,,,rajoon,sg in
see,,,Moskva,sg in
võtma,,,Kaukaasia,sg in
jääma,,,keskhaigla,sg in
kohtama,,,heide,sg in
moodustama,,,koostöö,sg in
tähendama,,,brauser,sg in
töötama,,,portaal,sg in
väitma,,,Värskeim,sg in
väitma,,,ajakiri,sg in
soovima,,,F1-võistluskalender,sg in
mõtlema,,,lahesõda,sg in
tugevam,,,ruum,sg in
reageerima,,,number,sg in
haavama,,,majapidamine,sg in
hammustama,,,talu,sg in
saama,,,loodeosa,sg in
saama,,,Widnesi,sg in
esinema,,,roll,sg in
saama,kokku,,linnajagu,sg in
kurtma,,,artikkel,pl in
olema,,,mõte,sg in
pääsema,,,kooma,sg in
tulema,,,harrastusgolf,sg in
kasvama,,,august,sg in
kasvama,,,Ukraina,sg in
eitama,,,kohtuvaidlus,pl in
andma,,,Washington,sg in
põletama,,,vangla,pl in
põletama,,,kokkupõrge,pl in
saama,,,rajoon,sg in
üleminekuaeg,,,vastuolu,sg in
arvamustoimetaja,,,riik,sg in
vähe,,,aasta,sg in
seisma,,,vitriin,sg in
inimene,,,tegevus,sg in
siis,,,saal,sg in
pidama,,,meel,sg in
paigaldama,,,emakas,sg in
seisnema,,,see,sg in
tugevdama,,,detsember,sg in
tugevdama,,,Seattle,sg in
tähistama,,,septembrikuu,sg in
tähendama,,,Eesti,sg in
vähenõudlik,,,interjöör,sg in
tahtma,,,paik,pl in
jääma,alles,,operatsioon,sg in
leidma,,,Tallinn,sg in
leidma,,,pataljon,sg in
hakkama,,,pööbel,sg in
nägema,välja,,unistus,pl in
sündima,,,Draamateater,sg in
kestma,,,raamat,sg in
koostama,,,mis,sg in
esitama,,,teade,sg in
selguma,,,regioon,sg in
tundma,,,raamat,sg in
teadma,,,plaan,sg in
see,,,see,sg in
hääletama,,,majanduskomisjon,sg in
maksma,,,majutuskoht,sg in
avastama,,,koostöö,sg in
avastama,,,Tallinn,sg in
avastama,,,lähedus,sg in
süüdistama,,,huvi,sg in
jõudma,,,Tartu,sg in
eesmärk,,,kolmas,sg in
näitama,,,uurimus,sg in
näitama,,,riik,pl in
jääma,alles,,ettevõte,pl in
Lunari,,,Soome,sg in
leidma,,,kostüümidraama,sg in
nimetama,,,see,sg in
siduma,,,kujundus,sg in
pälvima,,,MK-sari,pl in
pälvima,,,konkurents,sg in
käima,,,Ungari,sg in
käima,,,treeninglaager,sg in
kuulama,,,ametiühing,pl in
alustama,,,komando,sg in
lahkuma,,,märts,sg in
emigreerima,,,ühiskond,sg in
kirjeldama,,,internet,sg in
kirjeldama,,,raamat,sg in
algatama,,,pataljon,sg in
algatama,,,algus,sg in
algatama,,,Päevalehe,sg in
alustama,,,ansambel,sg in
teatama,,,Tallinn,sg in
teatama,,,pealinn,sg in
rääkima,,,keel,sg in
ootama,,,Eesti,sg in
pöörduma,,,mis,sg in
tabama,,,Eesti,sg in
tabama,,,kasvufaas,sg in
avama,,,peanäitusesaal,sg in
esinema,,,Tallinn,sg in
tore,,,elu,sg in
tegema,,,lõpp,sg in
tegema,,,jooks,sg in
kohtama,,,internetikohvik,sg in
kohtama,,,peatuskoht,pl in
tegema,ära,,Eesti,sg in
korraldama,,,Tartu,sg in
arvama,,,pood,sg in
õliküte,,,vald,sg in
maksma,,,ettevõte,sg in
üksmeelne,,,see,sg in
maanduma,,,lennujaam,sg in
maksma,kinni,alla,kaubamaja,sg in
kiri,,,äripäev,sg in
kiri,,,kuulutus,sg in
suutma,,,pankrot,sg in
suutma,,,märts,sg in
tulema,,,klass,sg in
tulema,,,klass,sg in
tunnistama,,,Tahkuranna,sg in
tekkima,,,haldus,sg in
ilmuma,,,Sydney,sg in
teretulnud,,,võitlus,sg in
tulema,,,rahuprotsess,sg in
tegema,,,mis,sg in
kehtestama,,,Tšetšeenia,sg in
tingima,,,Vilnius,sg in
tootma,,,aasta,sg in
ütlema,,,linnkohus,sg in
tulema,,,kodu,sg in
märatsema,,,rahu,sg in
tulema,,,Budapest,sg in
tulema,,,lauatennis,sg in
tulema,,,finaal-mäng,sg in
tegema,,,avavoor,sg in
olukord,,,korterelamu,sg in
surema,,,Queensland,sg in
lõppema,,,Itaalia,sg in
kerkima,üles,,pank,sg in
tegema,,,koosseis,sg in
tungima,,,väärtus,sg in
kaebama,,,amet,sg in
töö,,,mahakirjutamine,sg in
takistama,,,kabinet,sg in
üritama,,,parlament,sg in
ütlema,,,osa,pl in
ütlema,,,Lääne-Austraalia,sg in
saama,,,Ülikool,sg in
ehitusmaailm,,,Eesti,sg in
soovitama,,,huvi,pl in
see,,,linn,sg in
toimuma,,,märts,sg in
toimuma,,,pealinn,sg in
käima,,,jälg,pl in
ütlema,,,kuu,sg in
hukkuma,,,vald,sg in
märkima,,,majandus,sg in
olema,vaja,,algne,pl in
kõndima,,,rõivas,pl in
pidama,,,islamimaailm,sg in
ütlema,,,keskpunkt,sg in
devalveeruma,,,parlament,sg in
soovima,,,koht,pl in
kavatsema,,,Tšetšeenia,sg in
kavatsema,,,lõpp,sg in
toimuma,üle,,keskkond,sg in
käima,,,maja,sg in
mina,,,raport,sg in
süüdistama,,,koostöö,sg in
kahtlustama,,,tellimine,sg in
kahtlustama,,,naabrus,sg in
invaliid,,,psühhiaatriahaigla,sg in
suurendama,,,aasta,sg in
kahetsema,,,vargus,sg in
vastama,,,konverentsiruum,sg in
allkirjastama,,,Moskva,sg in
tõmbama,,,Kanada,sg in
tõmbama,,,Halifaxi,sg in
tema,,,pea,sg in
moonutatud,,,kirjutis,pl in
esitama,,,kirjutis,sg in
tegema,,,kodu,sg in
kroon,,,märts,sg in
kirjutama,,,õhtuleht,sg in
kroon,,,kvartal,sg in
kroon,,,lõige,sg in
kroon,,,Tallinn,sg in
üllatuma,,,leht,sg in
oskama,,,linn,sg in
kindel,,,amet,sg in
märkima,,,hagiavaldus,sg in
juhtuma,,,koha,sg in
tahtma,,,maailm,sg in
solistim,,,Esimes,sg in
solistim,,,klarnetikvintett,sg in
saanud,valmis,,mis,sg in
leidma,,,hinnang,pl in
tekkima,,,tennisemaailm,sg in
algama,,,saal,sg in
märkima,,,riik,sg in
viigistama,,,kodu,sg in
saavutama,,,ajalugu,sg in
saavutama,,,kodu,sg in
Alaver,,,kriisiseis,sg in
Alaver,,,lõpp,sg in
olema,,,soosimine,sg in
segama,,,riietusruum,sg in
taguma,,,mäng,sg in
taguma,,,kohtumine,sg in
pääsema,ette,,geim,sg in
kippuma,,,olek,sg in
kippuma,,,firma,sg in
saama,,,matt,sg in
saama,,,standardtants,pl in
alistama,,,kaheksandikfinaal,sg in
võitma,,,mäng,sg in
huvitama,,,Soome,sg in
kestma,,,tempo,sg in
saama,,,kord,sg in
pidama,,,koosseis,sg in
liigutama,ringi,,aasta,sg in
tegema,,,kodu,sg in
andma,välja,,detsember,sg in
käivitama,,,Ungari,sg in
kasutama,ära,,Euroopa,sg in
avaldama,,,mis,sg in
andma,,,Tallinn,sg in
andma,,,kultuurikeskus,sg in
leidma,üles,,põhjaosa,sg in
saanud,,,veebruar,sg in
saanud,,,vägivald,sg in
tapma,,,jaanuri,sg in
tapma,,,tulevahetus,sg in
tapma,,,pitsabaar,sg in
taastama,,,laager,sg in
tulistama,,,rajoon,sg in
pidama,,,ajavahemik,sg in
tudeerima,,,Ülikool,sg in
süüdistama,,,see,sg in
osalema,,,võidumäng,sg in
lennanud,,,trenn,sg in
tasuma,ära,,London,sg in
looma,,,parlament,sg in
looma,,,voor,sg in
olema,vaja,,Eesti,sg in
istuma,,,põhi,sg in
istuma,,,mahuti,pl in
lükkama,tagasi,,Moskva,sg in
tundma,,,kaastundeavaldus,sg in
andma,üle,,oktoober,sg in
trükkima,,,kataloog,sg in
väljendus,,,Tallinn,sg in
sisaldama,,,organism,sg in
võtma,,,paarismäng,sg in
tegema,,,halduskorraldus,sg in
tegema,,,riik,sg in
rakendama,,,politseiamet,sg in
kuuluma,,,kesklinn,sg in
ajama,välja,,vald,sg in
alustama,,,kadumine,sg in
mõjutanud,,,otsus,pl in
langema,,,maht,sg in
hõbedakamakas,,,maailm,sg in
kirjutama,,,variant,sg in
tekkima,,,pensionikorraldus,sg in
levitama,,,Mägi-Karabahh,sg in
lisama,,,efektiivsus,sg in
aktuaalne,,,diskussioon,sg in
üleval,,,Eesti,sg in
süüdistama,,,õhutamine,sg in
käsitlema,,,valgus,sg in
rahandusministeerium,,,ministeerium,sg in
lisama,,,töö,sg in
minema,,,algus,sg in
teatama,,,asi,pl in
moodustatud,,,Strasboug,sg in
moodustatud,,,alamkoda,sg in
vägistama,,,asupaik,sg in
ütlema,,,menetlus,sg in
viitama,,,kirik,sg in
viitama,,,Kanungu,sg in
purustama,,,põhjaosa,sg in
purustama,,,kesklinn,sg in
purustama,,,ärirajoon,sg in
kehtima,,,Poola,sg in
jätkuma,,,Riia,sg in
jätkuma,,,korraldamine,sg in
panema,,,ettevaatusabinõu,pl in
simuleerima,,,tunnel,sg in
plaan,,,raadius,sg in
sooritama,,,raudvara,sg in
katus,,,Tartu,sg in
toimuma,,,Silverstone,sg in
töötama,kokku,,müügiesindus,pl in
rääkima,,,muda,sg in
nägema,,,õhulaev,sg in
jõudma,,,kelder,sg in
hindama,,,kodu,sg in
toetama,,,algus,sg in
lahkuma,,,Pariis,sg in
andma,,,reanimatsiooniosakond,sg in
arvama,,,koondnumber,pl in
hindama,,,Norma,sg in
süüdi,,,see,sg in
huviäratav,,,ajakiri,sg in
panema,,,Süüria,sg in
näidend,,,olukord,sg in
näidend,,,vanglabarakk,sg in
tööriist,,,see,sg in
andma,,,kasutusmugavus,sg in
saama,,,netipank,sg in
teadma,,,kliima,sg in
küsima,,,Eesti,sg in
tasuma,,,aktsia,pl in
sõitma,,,tõld,sg in
valama,,,lõpp,sg in
valama,,,Peterburi,sg in
puudutama,,,vürstiriik,sg in
lükkama,ümber,,jaanuar,sg in
puudutama,,,osariik,sg in
raputama,,,algus,sg in
hukkuma,,,rünnak,sg in
põhitingimus,,,Eesti,sg in
jätma,,,keel,sg in
jätma,,,jaanuar,sg in
üks,,,kraadiõping,pl in
tundeline,,,ballett,sg in
hoidma,,,edetabel,sg in
jääma,,,valikmäng,pl in
minema,,,ööklubi,sg in
võistelnud,,,tingimus,pl in
süüdistama,,,tekitamine,sg in
kaotama,,,mäng,sg in
vajama,,,päev,sg in
juhtima,,,kord,sg in
pidama,kinni,,koostöö,sg in
pidama,kinni,,sadam,sg in
ütlema,,,kärn,sg in
kuritarvitama,,,kuritegu,pl in
viima,sisse,,kvartal,sg in
toimuma,,,liit,sg in
toimuma,,,legitiimsus,sg in
vaatama,,,arvuti,sg in
keelduma,,,lahter,pl in
tuigerdama,,,meel,sg in
mõtlema,,,staadium,sg in
nentima,,,olukord,sg in
naasma,,,Itaalia,sg in
