verb,compound1,compound2,obl,obl_form
kuulma,,,Eesti,sg in
kuulma,,,maailm,sg in
võrdne,,,Ugala,sg in
uskuma,,,koha,sg in
ähvardama,,,pistisevõtmine,sg in
vabastama,,,parlamendisaal,sg in
lubama,,,avaldus,sg in
lubama,,,riigitelevisioon,sg in
lõpma,,,algus,sg in
liikvel,,,Tokyo,sg in
avastama,,,mis,sg in
tulema,ära,,pealinn,sg in
kinnitama,,,tähtsusjärjekord,sg in
kinnitama,,,eraelu,sg in
mõjutama,,,august,sg in
eeldama,,,Norma,sg in
eeldama,,,kogus,sg in
tegema,,,eelringimäng,sg in
tegema,,,Kiiev,sg in
algama,,,baar,sg in
tundma,,,hotell,sg in
tundma,,,enamik,sg in
tundma,,,vabaõhukohvik,pl in
veetma,,,sanatoorium,sg in
väitma,,,algus,sg in
lahendatud,,,partei,sg in
olema,rahul,,september,sg in
väitnud,,,lahing,pl in
tõusma,üles,,suhe,pl in
kahetsema,,,Dagestan,sg in
lõpetama,,,seedetrakt,sg in
toimuma,,,maailm,sg in
lõhkuma,ära,,süsteem,sg in
leiduma,,,auto,sg in
läbima,ringi,,Monza,sg in
toimuma,,,Estorili,sg in
jõudma,,,koduvabariik,sg in
tõestama,,,televiktoriin,pl in
süüdistanud,,,sulgemine,sg in
tegema,läbi,,Berliin,sg in
tahtma,,,algus,sg in
tahtma,,,hobuveski,sg in
au,,,Eesti,sg in
seisma,,,kohus,sg in
algama,,,London,sg in
laskma,,,käim,sg in
tähendama,,,agressioon,sg in
muutuma,,,novembris-detsember,sg in
erandjuht,,,seadus,sg in
osutuma,,,Malaisia,sg in
rohkem,,,keskus,sg in
saama,üle,,puu,sg in
nägema,,,karistusala,sg in
alistama,,,kohtumine,sg in
alistama,,,kodu,sg in
rääkima,,,NHL,sg in
looma,,,liit,sg in
kirjutanud,,,ajakirjandus,sg in
kirjutanud,,,õhustik,sg in
õppima,,,kool,sg in
eeldama,,,tähendus,sg in
tõmbama,välja,,lähedus,sg in
leidma,,,Pärnu,sg in
lasuma,,,linn,pl in
tugevnema,,,voor,sg in
tsiteerima,,,raport,sg in
pidama,,,aruanne,sg in
saama,,,süsteem,sg in
tegutsema,,,vald,sg in
tegutsema,,,välispoliitika,sg in
ahvatlev,,,järjekord,sg in
ahvatlev,,,nimekiri,pl in
pärinema,,,märts,sg in
pärinema,,,telekanal,sg in
lihtsustama,,,peamenüü,sg in
nägema,,,häda,sg in
nägema,,,tagasipöördumine,sg in
hakkama,,,uurimisasutus,pl in
tootma,,,riik,sg in
asuma,,,järjekord,sg in
000pealine,,,Dirham,sg in
probleem,,,Skandinaaviamaa,pl in
probleem,,,kool,pl in
esinema,,,Riia,sg in
mehine,,,kujutamine,pl in
toimuma,,,Tartu,sg in
kasutama,,,karistusala,sg in
firma,,,Tallinn,sg in
soovitama,,,küla,pl in
andma,,,usk,sg in
lubama,,,võitlus,sg in
osalema,,,operatsioon,sg in
vajalik,,,riigieelarve,sg in
elama,,,maja,pl in
mäletama,,,Eesti,sg in
vähesus,,,krahh,sg in
mõte,,,sektor,sg in
alus,,,mis,sg in
maksma,kinni,,linn,sg in
andma,edasi,,märts,sg in
kuulus,,,teadusilm,sg in
järgima,,,programmimaikuu,sg in
jätma,,,geim,sg in
Filipp,,,Eesti,sg in
osalema,,,Dublin,sg in
osalema,,,reklaamfilm,sg in
elanud,,,Chene-Bougerie,sg in
elanud,,,eeslinn,sg in
säilima,,,tollitsoon,sg in
ütlema,,,pank,sg in
käima,,,lasteaed,sg in
toimuma,,,kontserdisaal,sg in
korduma,,,serv,sg in
pettuma,,,mäng,sg in
saama,,,trepikoda,sg in
toetama,,,linnakoht,sg in
toetama,,,Eesti,sg in
toetama,,,mis,sg in
toetama,,,Eesti,sg in
jääma,,,keskhaigla,sg in
saama,,,valdkond,sg in
tugevam,,,märts,sg in
lugema,maha,,eeter,sg in
tervitatav,,,kaar,sg in
hakkama,,,labor,sg in
hakkama,,,katseklaas,sg in
käima,,,teater,sg in
vihkama,,,kodu,sg in
valdama,,,Moskva,sg in
jääma,alla,,üksikmäng,sg in
ebaõnnestuma,,,servigeim,pl in
hüüatama,,,keel,sg in
edastama,,,mis,sg in
tunduma,,,Tartu,sg in
esinema,,,Rooma,sg in
lisama,,,huvi,pl in
poeg,,,pataljon,sg in
võtma,,,motell,sg in
võtma,,,Ameerika,sg in
sattuma,kõrvale,,ajalugu,sg in
pöörama,,,memorandum,sg in
kehtestama,,,leping,sg in
kehtestama,,,etapp,sg in
voolama,,,vastassuund,sg in
otsima,,,ots,sg in
käima,,,raketibaas,sg in
osutama,,,materjal,sg in
vaatama,,,õhk,sg in
mõistma,,,tavaelu,sg in
toimuma,,,kiirendi,sg in
vestlema,,,keskus,sg in
väärima,,,Lääs,sg in
rakendama,,,Eesti,sg in
järsem,,,algus,sg in
püsima,,,suurune,sg in
kasutama,,,gaasikamber,sg in
sisaldama,,,organism,sg in
põhjustama,,,elav,sg in
näitama,,,Tallinn,sg in
näitama,,,instituut,sg in
näitama,,,hambavaap,sg in
juht,,,Eesti,sg in
nägema,,,Riia,sg in
huvituma,,,Ameerika,sg in
saama,,,Eesti,sg in
kasutama,,,Burgundia,sg in
kasutama,,,aktsioon,pl in
lööma,,,lahing,pl in
lisama,,,suue,sg in
tema,,,ajakirjandus,sg in
asuma,,,piirkond,sg in
tegema,,,teadus,sg in
ehitama,,,lootus,sg in
tekitama,,,vesi,sg in
analoog,,,mis,sg in
kinnitama,,,mägi,pl in
andma,,,mäestik,pl in
taastatud,,,Eesti,sg in
arvama,,,vesi,sg in
pidama,,,maa,pl in
moonutama,,,kiri,pl in
esimene,,,maa,sg in
kommunist,,,riigiduuma,sg in
kössitanud,,,nurk,sg in
tulema,,,Lääne-Euroobas,sg in
saama,,,keel,sg in
saama,,,keel,sg in
väljasaadetu,,,kaust,sg in
tabama,,,maakond,sg in
kasutus,,,järjekord,sg in
tulema,,,enamus,sg in
võtma,,,üks,sg in
tekkima,,,liit,sg in
tõlgendama,,,algus,sg in
kaugel,,,Mesopotaamia,sg in
laskma,,,Leningrad,sg in
uurimisobjekt,,,ülikool,sg in
õigem,,,mõte,sg in
versioon,,,käeulatus,sg in
otsustama,,,laboratoorium,sg in
jõudma,,,detsember,sg in
esitama,,,Atlantis,sg in
demonstreerima,,,õhk,sg in
elama,,,Lääne-Euroobas,sg in
hoidnud,,,elu,sg in
tulema,,,vanusjaotus,sg in
tooma,kaasa,,vaheldumine,sg in
kogema,,,lapsepõlv,sg in
ulatuma,,,Eesti,sg in
leidma,,,Eesti,sg in
vahe,,,Ida-Euroopa,sg in
tulenema,,,ulatus,sg in
leidma,,,keskkond,sg in
korraldama,,,Tallinn,sg in
korraldama,,,kontor,sg in
näitama,,,käsi,sg in
jõudma,,,raamat,sg in
ütlema,,,lõpuluuletus,sg in
alistama,,,ring,sg in
laskma,,,karistusala,sg in
lihtsam,,,eraettevõtlus,sg in
väitma,,,Eesti,sg in
kraad,,,India,sg in
lubama,,,veebruar,sg in
võtma,,,finaal,sg in
jõudma,,,küla,pl in
väitma,,,milline,pl in
lähtuma,,,liiklusõnnetus,pl in
pärssima,,,eelarve,sg in
Scharping,,,sisepoliitika,sg in
sõnama,,,kindlustusseadus,sg in
juhatama,,,valvetuba,sg in
soojem,,,ulatus,sg in
lendama,ringi,,elektrijaam,pl in
närima,,,Eesti,sg in
mängima,,,mängupaik,sg in
andma,,,algus,sg in
üks,,,kergejõustik,sg in
võtma,,,riigikogu,sg in
pruukima,,,praktika,sg in
andma,üles,,Tartu,sg in
viima,läbi,,toimunu,sg in
sõitma,välja,,küla,sg in
korraldama,,,Soome,sg in
korraldama,,,Suomussalm,sg in
pidama,,,väärtus,sg in
kavatsema,,,küsimus,sg in
tõmbama,,,põhiosa,sg in
laskma,,,tulevahetus,sg in
lahkuma,,,lõpp,sg in
muutuma,,,lõpp,sg in
tsitaat,,,kultuuripoliitika,sg in
tooma,,,siseleht,sg in
pidama,,,ülikool,pl in
tegema,,,maja,sg in
tahtma,,,kodu,sg in
käima,,,lõpp,sg in
kutsuma,,,Eesti,sg in
minema,,,naaberriik,sg in
nimetatud,,,ajakirjandus,sg in
nõudnud,,,riik,sg in
kestma,,,üleujutus,pl in
puhkema,,,lääne-osa,sg in
armee,,,naaberriik,sg in
esitama,,,kogus,sg in
süüdistama,,,salakaubavedu,sg in
rentima,,,veebruar,sg in
saama,,,lahing,pl in
tegema,,,keskfraktsioon,sg in
võitma,,,keskfraktsioon,sg in
loonud,,,elu,sg in
võrdlema,,,Eesti,sg in
rääkima,,,žargoon,sg in
tegema,,,maailm,sg in
Teitur,,,meisterlikkus,sg in
alistama,,,korvpalliliiga,sg in
valimisealine,,,Pärnu,sg in
käima,,,vallamaja,sg in
haigla,,,ring,sg in
leidma,,,ise,sg in
madalam,,,konkurentsivõitlus,sg in
kujunema,,,Tartu,sg in
osalema,,,finaal,sg in
rääkima,,,Eesti,sg in
algama,,,Pärnu,sg in
valitsema,,,Hamburg,sg in
jääma,eemale,,pronksimatsh,sg in
tõsi,,,koduhall,sg in
pärit,,,vald,sg in
surema,,,loomaaed,sg in
võtma,,,linnajagu,sg in
võtma,,,piirkond,sg in
istuma,edasi,,pukk,sg in
lubama,,,tund,sg in
kaduma,,,loodus,sg in
viima,läbi,,tubakavabrik,sg in
kohama,,,autopesula,sg in
tõmbuma,,,kirjandus,sg in
astuma,ette,,romaan,pl in
ülem,,,algus,sg in
võitma,,,Tallinn,sg in
tegema,,,Eesti,sg in
tegema,,,kool,sg in
tegema,,,maakond,pl in
avastama,,,Tallinn,sg in
avastama,,,korter,sg in
käima,,,kool,sg in
loopima,,,abielu,sg in
loopima,,,vahekord,sg in
lootma,,,idu,sg in
tunnistama,,,telefoniusutlus,sg in
vajalik,,,kabiin,sg in
vajalik,,,võidusõidusituatsioon,sg in
hoidma,,,töökord,sg in
proovima,,,Päevalehe,sg in
ajendama,,,arvestus,sg in
ajendama,,,edetabel,sg in
ähvardama,,,tempo,sg in
päevitama,,,rand,sg in
teadma,,,organism,sg in
asi,,,vastavus,sg in
kuluma,,,enamus,sg in
Payne,,,maailm,sg in
edukaim,,,konkurents,sg in
edukaim,,,standardtants,pl in
mõjutama,,,edetabel,sg in
alus,,,soul,sg in
laamendama,,,baar,sg in
saama,,,liiklusõnnetus,sg in
nägema,,,kindlustussektor,sg in
seisma,,,korraldamine,sg in
ostma,,,november,sg in
andma,,,lihv,pl in
jooksma,,,maailm,sg in
halb,,,leksikon,sg in
tegema,,,elu,sg in
kaotama,,,ring,sg in
paistma,,,noorus,sg in
süüdistama,,,kuritegu,sg in
pidama,,,silm,sg in
tõstma,,,Lõuna-Eest,sg in
juhtuma,,,maailm,sg in
sööma,,,söökla,sg in
jääma,,,areng,sg in
tundma,,,liiga,sg in
nägema,,,tõkkesprint,sg in
teenima,,,ülisuurslaalom,sg in
toiming,,,islamimaa,pl in
parlament,,,Euroopa,sg in
pank,,,meel,sg in
käima,,,Eesti,sg in
põhjus,,,jaanuar,sg in
elama,,,Eesti,sg in
lubama,,,Estonia,sg in
eitama,,,väljapressimine,sg in
eitama,,,linnakohus,sg in
süüdistama,,,organiseerimine,sg in
tase,,,Lõuna-Eest,sg in
panema,,,oktoober,sg in
saama,,,parlament,sg in
saama,,,maailm,sg in
saama,,,katse,pl in
vaibuma,,,ajakirjandus,sg in
finantsvahendus,,,absoluutväärtus,sg in
finantsvahendus,,,haridusasutus,pl in
tahtma,,,Eesti,sg in
tahtma,,,tänavapilt,sg in
teatama,,,tankla,pl in
palvetama,,,emakeel,sg in
ütlema,,,maailm,sg in
näide,,,nupp,sg in
jääma,alla,,pikkus,sg in
elama,,,pääsküla,sg in
tava,,,mets,sg in
tegema,,,kodu,sg in
kasvatama,,,maailm,sg in
kartma,,,USA,sg in
leiduma,,,protsent,sg in
leiduma,,,leivajahu,sg in
keetma,,,vesi,sg in
lootma,,,kõrgseis,sg in
vaatama,,,toimetus,sg in
ütlema,,,avaldus,sg in
väitma,,,veri,sg in
toetama,,,riik,sg in
laenama,,,november,sg in
andma,,,ulatus,sg in
kindel,,,impeerium,sg in
tegema,kokku,,programm,sg in
suutma,,,Sacramento,sg in
suutma,,,võidumäng,sg in
koht,,,edetabel,sg in
tutvuma,,,Viking,sg in
tutvuma,,,klapp,pl in
kolistama,,,detsember,sg in
kolistama,,,Arsenal,sg in
kaotama,,,USA,sg in
kaotama,,,ülikool,sg in
tunnistama,,,ring,sg in
tunnistama,,,divisjon,sg in
võitma,,,voor,sg in
valmistama,,,Itaalia,sg in
valmistama,,,Sappada,sg in
pakkuma,,,Helsingi,sg in
arutama,,,juuni,sg in
põhjendama,,,riik,sg in
põhjendama,,,seadus,sg in
laskma,maha,,Pärnu,sg in
juhtuma,,,hansapank,sg in
tulema,,,eluaasta,pl in
kõlama,,,linn,sg in
kõlama,,,Groznõi,sg in
osalema,,,lööming,sg in
taguma,,,eesots,sg in
lugema,kokku,,Ühendriik,pl in
peituma,,,hea,pl in
tekitanud,,,riigikogu,sg in
tulema,,,elu,sg in
aitama,,,iha,pl in
panema,,,maja,sg in
lahjendama,,,õlu,sg in
kooma,,,ajuinstituut,sg in
imelikum,,,kaugõpe,sg in
rihtima,,,juuni,sg in
rihtima,,,Ateena,sg in
jätkama,,,august,sg in
jätkama,,,välisteenistus,sg in
projekteerima,,,Tallinn,sg in
maksma,,,Tallinn,sg in
looma,,,lõppkokkuvõte,sg in
looma,,,mis,sg in
teatama,,,olukord,sg in
sulama,,,suu,sg in
esietenduma,,,Estonia,sg in
mängima,,,Draamateater,sg in
arvama,välja,,Eesti,sg in
sööma,,,sünagoog,sg in
meisterdama,,,uurimisinstituut,sg in
kaotama,,,sett,sg in
kaotama,,,kohtumine,sg in
kutsutud,,,Tallinn,sg in
eelistama,,,olek,sg in
kokku,,,pudel,pl in
25aastane,,,kolhoos,sg in
jooksma,,,teletorn,sg in
võtma,kinni,,erariie,sg in
tulema,,,kodu,sg in
tõusma,,,regioon,sg in
korraldama,,,Soojus,sg in
tüdruk,,,klass,sg in
jõudma,,,sport,sg in
saama,,,slaalom,sg in
saama,,,slaalom,sg in
teistsugune,,,kirkuhoone,sg in
laskma,maha,,vald,sg in
laskma,maha,,küla,sg in
pidutsema,,,ööklubi,sg in
pidutsema,,,politseijaoskond,sg in
tulnud,,,arestimaja,sg in
küsima,,,riik,sg in
käima,,,Euroopa,sg in
täpsustama,,,saamine,sg in
tahtma,,,linn,sg in
kinnitama,,,rahaasi,pl in
ostetud,,,Tallinn,sg in
tulema,välja,,sett,sg in
osutuma,,,silm,pl in
suutma,,,kodu,sg in
vedama,,,Holland,sg in
sekkuma,,,osa,sg in
naine,,,kodu,sg in
tooma,,,kuu,sg in
paistma,,,hävitamine,sg in
kirjeldus,,,mõttemall,pl in
nähtus,,,ise,sg in
valitsema,,,Maria-teater,sg in
tulema,,,ööpäev,sg in
nõudma,,,olümpiaküla,sg in
võtma,vastu,,muuseum,sg in
võtma,vastu,,büroo,sg in
lahkuma,,,alaosa,sg in
vahistama,,,tapmine,sg in
nägema,,,see,sg in
väljunud,,,USA,sg in
kulgema,,,lood,sg in
kulgema,,,meel,sg in
kulgema,,,tõdemus,sg in
hakkama,,,mäng,sg in
surema,,,Peterburi,sg in
uurima,,,asi,sg in
andma,,,nälg,sg in
mittekodanik,,,Eesti,sg in
rääkima,,,linn,sg in
pidama,,,vabariik,sg in
aimama,,,veebruar,sg in
tulema,,,võitja,sg in
mis,,,keskpaik,sg in
kiri,,,seletus,pl in
kava,,,Stockholm,sg in
läbima,,,Riigikogu,sg in
venima,,,Tallinn,sg in
üritama,,,lõpp,sg in
üritama,,,konvoi,sg in
andma,,,Suurbritannia,sg in
saama,,,intervjuu,sg in
massiline,,,lõige,sg in
haldur,,,pankrotiprotsess,sg in
algama,,,Jaapan,sg in
tahtma,,,auto,sg in
olema,,,tantsutrupp,sg in
tähendama,,,pood,pl in
leidma,,,september,sg in
vedama,,,aasta,sg in
tähendama,,,suurusjärk,sg in
nõrgem,,,Monza,sg in
lõpetama,,,Berliin,sg in
õppinu,,,konservatoorium,sg in
sõitma,,,Tallinn,sg in
istuma,,,vang,sg in
ehitama,,,täismõõde,pl in
ehitama,,,tulekahju,sg in
lõhkema,,,plahvatus,sg in
tegema,,,Bulgaaria,sg in
viima,,,Tansaania,sg in
pahe,,,mulgikapsakultuur,sg in
rääkima,,,koolitund,pl in
tahtma,,,Talence,sg in
kaotama,,,geim,sg in
kaotama,,,sett,sg in
langetama,,,nimevaidlus,sg in
toetama,,,märss,sg in
pidutsema,,,hoov,sg in
süüdistama,,,surm,sg in
kaalutlenud,,,seif,sg in
keerama,ette,,vald,sg in
toimuma,,,Berliin,sg in
kasutama,,,lõhkevahend,pl in
õppima,,,Ameerika,sg in
õppima,,,kolledzh,sg in
olema,,,töö,sg in
nägema,,,olemus,sg in
alistama,,,veerandfinaal,sg in
pidama,,,silm,sg in
kisendama,,,tasku,sg in
minema,,,Jaapan,sg in
tulema,,,keel,sg in
targem,,,Hispaania,sg in
asi,,,kartus,sg in
tarbima,,,kogus,sg in
laiuma,,,mets,sg in
saama,,,Tallinn,sg in
hoidma,,,kett,sg in
tõendama,,,Läti,sg in
põhjus,,,lapsepõlv,sg in
ütlema,,,õu,sg in
tekkima,,,halduskord,sg in
lahkuma,,,perekond,sg in
kaevama,välja,,Moskva,sg in
suutma,,,koorem,sg in
alandama,,,Tallinn,sg in
sõitma,,,koosseis,sg in
alistama,,,mäng,sg in
õnnestuma,,,lõpp,sg in
laskma,maha,,Tallinn,sg in
pidama,,,silm,sg in
pidama,,,Eesti,sg in
uskuma,,,telefoniküsitlus,sg in
võimalik,,,praktikum,pl in
vastandama,,,valimisartikkel,pl in
kostnud,,,küla,sg in
istuma,,,vari,sg in
vasakpoolne,,,Ühendriik,pl in
andma,,,olukord,pl in
iseloomustama,,,femtosekund,pl in
puhanud,,,kodu,sg in
õppima,,,pedagoogikaülikool,sg in
kinnitama,,,suurus,sg in
pidama,,,haigla,sg in
osutuma,,,organism,sg in
vedama,välja,,Lõuna-Eest,sg in
edastav,,,mis,sg in
tähendama,,,kunst,sg in
pidama,,,Kairo,sg in
liidumaa,,,Bundesrati,sg in
müüma,,,Eesti,sg in
odavnema,,,Suurbritannia,sg in
teema,,,Riigikogu,sg in
uurima,,,ajavahemik,sg in
teavitama,,,korter,sg in
pidama,,,loss,sg in
mõistlik,,,peamaja,sg in
peituma,,,kaitsemäng,sg in
alistama,,,kohtumine,sg in
tegema,,,Ukraina,sg in
lihtsam,,,riigiduuma,sg in
pöörduma,,,veendumus,sg in
pöörduma,,,avaldus,sg in
käima,,,Narva,sg in
sõitma,otsa,,Tallinn,sg in
näitama,,,serv,sg in
takerduma,,,september,sg in
leidma,,,Narva,sg in
istuma,,,WC,sg in
arutatud,,,komisjon,sg in
õppima,,,ehituskool,sg in
alustama,,,märts,sg in
jaotatud,ära,,ümbrus,sg in
sõitma,,,söögikoht,pl in
selge,,,päikesevalge,sg in
tähendama,,,pealkiri,sg in
rääkima,,,hotell,sg in
rääkima,,,keel,sg in
kulutama,,,praamijärjekord,sg in
kasutama,,,Eesti,sg in
nimetama,,,pruuk,sg in
tugev,,,Põhja-Ameerika,sg in
ettevalmistatud,,,McLareni,sg in
pidama,,,kelder,sg in
jätkama,,,galerii,sg in
tulema,,,kesklinn,sg in
õppima,,,kool,sg in
õppima,,,kooliklass,sg in
tõusma,,,juuli,sg in
täituma,,,embus,sg in
toimuma,,,hotell,sg in
käsitlema,,,seadus,sg in
paluma,,,saal,sg in
olema,,,tulevik,sg in
andma,,,pärapõrgu,sg in
elama,,,üürikorter,sg in
elama,,,Pariis,sg in
olema,lahti,,copy-paste-süsteem,sg in
teatama,,,Tallinn,sg in
kuulma,,,Holland,sg in
keelatud,,,Eesti,sg in
nõudma,,,linnakohus,sg in
töötama,,,kitsikus,sg in
Jõulud,,,karikasari,sg in
kaotama,,,algus,sg in
kirjutama,alla,,lõpp,sg in
esindama,,,Hispaania,sg in
andma,,,juuli,sg in
süüdistama,,,salakaubavedu,sg in
kogunenud,,,linn,sg in
konfiskeerima,,,sõjaväeladu,pl in
konfiskeerima,,,kuritegu,sg in
süüdi,,,lennuõnnetus,sg in
teinud,,,sadam,sg in
Venemaa,,,ringkond,pl in
jaotuma,,,riik,pl in
normaalne,,,internet,sg in
looma,,,reservaat,sg in
suunduma,,,riietus,sg in
tulema,kokku,,kvartal,sg in
kohtama,,,Eesti,sg in
kuuluma,,,Keila,sg in
tarkus,,,koorimuusika,sg in
tarkus,,,Eesti,sg in
vigastama,,,kohtumine,sg in
kaotanud,,,algkoosseis,sg in
meeldima,,,Kreeka,sg in
meeldima,,,kohtumine,sg in
juhtuma,,,kool,sg in
jalutama,,,Pärnu,sg in
nautima,,,vesi,sg in
ühendama,,,tekst,sg in
jälgima,,,reaalaeg,sg in
seadus,,,finantssüsteem,pl in
pommitama,,,häda,sg in
kehvem,,,tulevik,sg in
lootma,,,tulevik,sg in
andma,,,stiil,sg in
karistama,,,sadam,sg in
allkirjastama,,,raekoda,sg in
küüditama,,,Eesti,sg in
küüditama,,,juuni,sg in
lükkama,,,Päevaleht,sg in
käima,,,korter,sg in
leidma,,,miski,sg in
tegema,,,aasta,sg in
võtma,,,Kohila,sg in
võtma,,,osalemine,sg in
toimetama,,,aasta,sg in
veetma,,,vesi,sg in
sundima,,,Aftonbladet,sg in
sundima,,,artikliteseeria,sg in
lähtuma,,,Tshetsheenia,sg in
saatma,välja,,spionaazh,sg in
tegema,,,koondamine,sg in
väsima,ära,,algus,sg in
asuma,,,kiirgusvöönd,sg in
kasutama,,,august,sg in
see,,,tuba,sg in
olema,,,kodu,pl in
käima,,,klass,pl in
sõitma,,,linn,sg in
pidama,,,Eesti,sg in
tekkima,,,keskkond,sg in
mina,,,hotell,sg in
minema,,,pubi,sg in
Sikk,,,koor,pl in
meenutama,,,kuub,pl in
suutma,,,ärkamine,sg in
veetma,,,rahu,sg in
kriitiline,,,seis,sg in
pidama,,,pank,sg in
vedelema,,,tiik,sg in
juuli,,,raeküla,sg in
määratud,,,eelnõu,sg in
väike,,,see,sg in
märkima,,,Shveits,sg in
teatama,,,raport,sg in
katkujuhtum,,,Kasahstan,sg in
leppima,kokku,,asi,pl in
rõhutama,,,pealinn,sg in
valgustaja,,,mõte,sg in
kohtuma,,,Rabahall,sg in
külmetuma,,,lennuk,sg in
võtma,kaasa,,pood,sg in
vaatama,,,voor,sg in
paistma,läbi,,vesi,sg in
kujunema,,,vald,pl in
olema,,,kvartal,sg in
raske,,,Amsterdam,sg in
esietenduma,,,Berliin,sg in
ebaõnnestuma,,,kokkuvõte,sg in
sündima,,,alevik,sg in
sündima,,,kaubanduskool,sg in
sõlmima,,,rahvusraamatukogu,sg in
sõlmima,,,kaitsejõud,pl in
jätkuma,,,maa,sg in
astuma,,,veebruar,sg in
astuma,,,vangla,sg in
tugev,,,sadamalinn,sg in
sõna,,,keel,sg in
suutma,,,veebruar,sg in
sõltuma,,,märts,sg in
korraldama,,,kohvik,sg in
teinud,,,teater,sg in
eelistama,,,maht,sg in
kinnitama,,,mõrv,sg in
kinnitama,,,linnakohus,sg in
minema,üles,,bensiiniuim,sg in
tõmbama,sisse,,kohus,sg in
sooritama,,,bensiiniuim,sg in
pakkuma,,,mõte,sg in
pakkuma,,,mõte,sg in
tagastama,,,juuli,sg in
tundma,,,kool,sg in
jääma,eemale,,Tallinn,sg in
jaguma,,,heitlus,sg in
kujunema,,,perspektiiv,sg in
teatama,,,vajalikkus,sg in
hukkuma,,,rool,sg in
võimaldama,,,olu,pl in
müüma,,,juuli,sg in
liiter,,,normaalasend,sg in
nägema,välja,,kokkuvõte,sg in
kord,,,ring,pl in
lajatama,,,korter,sg in
teine,,,kurss,sg in
tabama,,,sadam,sg in
tabama,,,Helsingi,sg in
teadma,,,ulatus,sg in
teadma,,,otsus,pl in
riik,,,võpsik,sg in
kasvama,,,suund,sg in
panipaike,,,salong,sg in
käima,,,boks,sg in
õppima,,,ülikool,sg in
protsent,,,aprill,sg in
tarvitamine,,,mõte,sg in
tasuma,,,huvi,pl in
tegema,,,ajaleht,sg in
päästma,,,shokk,sg in
välistama,,,võrguarvuti,sg in
tundma,,,maailm,sg in
jääma,,,Eesti,sg in
muretu,,,edetabel,sg in
toimuma,,,Helsingi,sg in
analüüsima,,,Tartu,sg in
kindlustama,,,divisjon,sg in
sündima,,,Hamburg,sg in
vedama,,,Korsika,sg in
vastutasu,,,käsi,sg in
vastutasu,,,vangistus,sg in
pärit,,,osa,sg in
põrand,,,loomavagun,sg in
istuma,,,auto,sg in
tegema,,,august,sg in
ütlema,,,kukal,sg in
sees,,,kassikuld,sg in
tulema,,,altkäemaksuskandaal,sg in
tema,,,kujundamine,sg in
ajendama,,,raadiosaade,sg in
hukkuma,,,rongiõnnetus,sg in
süüdistama,,,suhtumine,sg in
sisaldama,,,vanusegrupp,sg in
otsustama,,,Rootsi,sg in
otsustama,,,järjekord,sg in
otsustama,,,Eesti,sg in
omane,,,tähendus,sg in
kinnitama,,,tekstimaterjal,sg in
kiri,,,koondamiskava,sg in
laip,,,korter,sg in
rääkima,,,iga,sg in
jõudma,,,maapiirkond,pl in
jõudma,,,maapiirkond,pl in
jõudma,,,kool,sg in
sündima,,,Danzigi,sg in
sündima,,,perekond,sg in
kohtuma,,,väikelinn,sg in
tulema,,,tingimus,pl in
samm,,,kord,sg in
võtma,,,tiim,sg in
märkama,,,maakoht,pl in
müüma,,,tagahoov,sg in
suruma,,,pintsak,sg in
hakkama,,,teleseriaal,sg in
jääma,alla,,võitlus,sg in
parem,,,võitlus,sg in
nägema,,,olemisseisund,sg in
ilmuma,,,trükk,sg in
võtma,ette,,finaal,sg in
tooma,,,Tallinn,sg in
hakkama,,,Zimbabwe,sg in
jõustuma,,,kooliküpsus,sg in
imestama,,,Eesti,sg in
sooritama,,,A-grupp,sg in
röövima,,,linnaosa,sg in
jätkama,,,riigikogu,sg in
süüdistama,,,allajäämine,sg in
moodustama,ringi,,teater,sg in
soovima,,,nahk,sg in
helistama,,,loode,sg in
tähendama,,,kiri,sg in
samm,,,firma,sg in
surema,,,maailm,sg in
eesmärk,,,intervjuu,sg in
kõlama,,,telesaade,sg in
kõlama,,,Läti,sg in
puhkema,,,Läti,sg in
oletama,,,haldusala,sg in
suurenema,,,kvartal,sg in
süüdi,,,see,sg in
kurtma,,,keel,sg in
viitama,,,popmuusika,sg in
mina,,,edetabel,pl in
pääsema,,,Nagano,sg in
vähe,,,Eesti,sg in
tunnistama,,,tapmine,sg in
tunnistama,,,Tallinn,sg in
pesema,maha,,kodu,sg in
isik,,,Eesti,sg in
pinnapealne,,,firma,sg in
kaotanud,,,nimekiri,sg in
minema,,,nimekiri,sg in
ületanud,,,Eesti,sg in
ähvardama,,,oktoober,sg in
vedelema,,,järsak,pl in
Kristina,,,suu,sg in
pakkuma,,,kuu,sg in
tooma,,,kunstimaailm,sg in
rõõmustama,,,paik,pl in
andma,,,Pärnu,sg in
andma,,,kirik,sg in
andma,,,kultuurihoone,sg in
rääkima,,,algus,sg in
lubama,ette,,kurv,sg in
lubama,ette,,start,sg in
lahkuma,,,Shveits,sg in
maalima,,,kiri,sg in
rõhutama,,,peavalitsus,sg in
käima,,,saatkond,sg in
kauplemisobjekt,,,liit,sg in
nimetama,,,leping,sg in
maakler,,,mõte,sg in
nõudma,,,USA,sg in
jooksnud,,,ülipikamaajooks,sg in
raske,,,valimiskogu,sg in
eksportima,,,aasta,sg in
kasvama,,,Läti,sg in
asuma,,,lähitulevik,sg in
suurem,,,liit,sg in
mina,,,rajoon,sg in
korraldama,,,kontserdisaal,sg in
