verb,compound1,compound2,obl,obl_form
täiendama,,,Valgevene,sg el
täiendama,,,Pavel,sg n
ütlema,,,kogemus,pl el
ütlema,,,koha,sg all
ütlema,,,nädal,sg p
ütlema,,,algus,sg p
tutvuma,,,olümpia,sg ad
tutvuma,,,naine,sg g
ütlema,,,teine,pl all
võtma,,,mägi,pl in
võtma,,,koormus,sg kom
minema,,,ookean,sg g
üllatama,,,veerandfinaal,sg in
üllatama,,,2,?
valima,välja,,juhataja,sg es
plats,,,väljak,pl ad
operatiivsemalt,,,internet,sg g
sõitma,,,Davos,sg in
etapp,,,tavadistants,pl ad
etapp,,,jaanuar,sg ad
etapp,,,Salt,sg n
etapp,,,eelolümpia,sg ad
andma,,,finaalujumine,sg in
andma,,,tema,sg all
andma,,,edetabel,sg in
ujuma,,,ettevalmistus,sg g
nägema,,,see,sg g
alistama,,,korvpallimeistrivõistlus,pl ad
alistama,,,93,?
alistama,,,võitja,pl all
eraldama,,,usaldus,sg kom
eraldama,,,reservfond,sg el
eraldama,,,lõpetamine,sg tr
eraldama,,,oktoober,sg in
eraldama,,,eksperthinnang,sg all
eraldama,,,lõpetamine,sg g
taotlema,,,lõpetamine,sg g
taotlema,,,algus,sg in
diagnoosima,kokku,,seis,sg kom
diagnoosima,kokku,,Eesti,sg in
jätkama,,,eesmärk,sg kom
jätkama,,,alus,sg ter
esindatud,,,nõupidamine,sg ad
vormistama,,,uudis,pl ill
vormistama,,,lõpp,sg tr
toimuma,,,211200,?
toimuma,,,kell,sg g
tahtma,,,mina,pl el
tahtma,,,jõuluaeg,sg ad
tahtma,,,aeg,pl g
väärima,,,eriala,sg ad
väärima,,,tegevus,sg kom
tegelema,,,teadustöö,sg kom
tegelema,,,erakond,pl kom
jääma,,,täis,sg el
pidama,,,baasmaksumus,sg g
võimalik,,,ilmaandmed,pl el
kuulma,,,buss,sg g
kuulma,,,pesumasin,sg el
kandma,,,tee,sg abl
kandma,,,bussijuht,sg g
minema,,,andmed,pl ad
minema,,,pankrot,adt
minema,,,buss,sg ad
minema,,,mure,sg kom
minema,,,keegi,sg g
ründama,,,kiirabiauto,sg ill
võtma,,,kuritegu,pl g
võtma,,,vaht,sg g
saatma,tagasi,,arutamine,sg tr
liiniluba,,,pingutus,pl all
nägema,,,verine,sg es
nägema,,,uks,sg g
kandma,,,ilm,sg all
soikuma,,,pere,pl all
aeg,,,asendusema,sg abl
aeg,,,kuu,sg p
aeg,,,loode,sg all
aeg,,,üsk,sg in
olema,vaja,,ilm,sg all
kinkima,,,linnavalitsus,sg all
kinkima,,,neljapäev,sg ad
kinkima,,,organisatsioon,pl all
kinkima,,,laps,pl kom
pääsema,,,Tartu,sg in
pääsema,,,imik,sg g
pääsema,,,vanker,sg kom
pääsema,,,vanglakaristus,sg el
pääsema,,,noorus,sg g
pääsema,,,kriminaalvastutus,sg all
kuluma,,,ühendamine,sg tr
kuluma,,,laast,sg in
kuluma,,,aasta,sg p
hoidma,,,vang,sg in
hoidma,,,aasta,sg p
võtma,vastu,,juht,sg g
olema,vaja,,läbisurumine,sg tr
toimetama,,,kätehaav,pl kom
toimetama,,,haigla,sg ill
muutma,,,vanalinn,sg in
vahistama,,,rajoon,sg in
vahistama,,,kes,sg abl
hakkama,,,söök,adt
teatama,,,miilits,sg el
teatama,,,ise,sg n
teatama,,,miilitsakorrapidaja,sg g
maanduma,,,päev,sg p
maanduma,,,ilm,sg g
maanduma,,,laager,sg in
maanduma,,,ootamine,sg all
piisama,,,see,sg el
piisama,,,tahe,sg all
piisama,,,leping,sg all
teatama,,,kolmapäev,sg ad
olema,,,ohtlikkus,sg g
kasutama,,,kogumine,sg tr
toimetama,,,hommik,sg ad
toimetama,,,sõjaväelennuväli,sg all
toimetama,,,Venemaa,sg ad
sõitma,,,nädal,sg ad
sõitma,,,Prantsusmaa,sg all
sõitma,,,ametivisiit,sg all
teatama,,,teisipäev,sg ad
teatama,,,keeld,sg el
kuuluma,,,Moskva,sg in
kuuluma,,,uurimisinstituut,sg all
kuuluma,,,turist,pl all
kuuluma,,,Euroopa,sg el
ütlema,,,BNS,sg all
ütlema,,,Kirde-Inglismaa,sg ad
ütlema,,,Leedu,sg el
ülerahvastatud,,,Türgi,sg in
pidama,,,kolleeg,pl kom
pidama,,,nädal,sg ad
soovima,,,soov,sg kom
soovima,,,tulevik,sg in
lendama,,,septembrikuu,sg g
lendama,,,riik,sg el
lendama,,,riik,sg p
lendama,,,vader,pl abl
märkimisväärne,,,ühendus,pl all
loopima,,,pudel,pl g
loopima,,,veekahur,pl g
loopima,,,abi,adt
teema,,,mis,sg in
teema,,,hiidlane,sg g
hakanud,,,tegelikkus,sg in
hakanud,,,töö,sg all
katse,,,kevade,sg ad
vanake,,,aasta,sg tr
vanake,,,vesi,sg kom
väsima,,,rahakauplemine,sg el
jääma,,,aasta,sg ad
jääma,,,miinus,sg ill
olema,,,Eesti,sg ad
jääma,,,lastekodu,sg all
jääma,,,korrastamine,sg tr
asjaolu,,,selgitamine,sg ad
toimuma,,,k,?
toimuma,,,aeg,sg ad
toimuma,,,aed,sg g
toimuma,,,sõidutee,sg ad
toimuma,,,sõiduauto,sg all
toimuma,,,tunnikiirus,sg kom
tegema,,,Estorili,sg in
tegema,,,testisõit,sg ad
teadis,,,lõpp,sg ter
näitama,,,televisioon,sg in
näitama,,,ajaleht,pl in
nimetama,,,budist,sg el
kuuluma,,,zhürii,sg ill
mängima,,,klubi,sg all
mängima,,,see,sg p
üritama,,,kord,sg p
üritama,,,see,sg el
tegutsema,,,kohalolek,sg kom
spordimees,,,Saaremaale-hüpe,sg g
spordimees,,,pahandus,pl p
võtma,,,Tallinn,sg el
võtma,,,kuld,sg all
võtma,,,teivas,sg p
võtma,,,meeter,sg p
hea,,,ootus,pl g
hea,,,meeter,sg p
võtma,,,number,sg ad
võtma,,,tervitus,pl p
hingama,,,see,sg p
hingama,,,kiri,adt
minema,ära,,tuba,adt
minema,ära,,mina,pl ad
teadnud,,,kodu,sg in
uhke,,,Erki,sg n
uhke,,,laps,sg g
võtma,,,see,sg p
võtma,,,üldjuht,sg ad
loid,,,lisanimekiri,adt
tulema,,,aktsia,sg abl
avaaldanud,,,kurss,sg all
näima,,,euroliit,sg g
näima,,,kord,sg g
näima,,,karistusoperatsioon,sg g
juhus,,,mina,sg g
võitma,,,tema,pl all
võitma,,,esindaja,pl all
võitma,,,tegu,pl all
imestama,,,ots,sg el
imestama,,,lõpp,sg ter
imestama,,,ülikool,pl in
kõikuma,,,kilo,sg p
suur,,,nüüdne,sg el
muutuma,,,34aastane,sg es
haigus,,,Ühendriik,pl in
puuduma,,,Eesti,sg in
puuduma,,,laps,pl g
puuduma,,,mina,pl ad
puuduma,,,aasta,sg ad
puuduma,,,põhjus,pl ad
lugu,,,lipuvarras,sg g
kiitma,,,olukord,sg kom
kiitma,,,toime,adt
hakkama,,,Eesti,sg in
hakkama,,,aasta,sg ad
saama,,,selts,sg kom
saama,,,aadress,sg ad
olema,,,mets,sg in
olema,,,tema,sg kom
olema,,,ärakadumine,sg g
riietama,,,rõivas,pl ill
riietama,,,silm,sg in
sundima,,,nurk,sg g
plaat,,,kriitika,sg p
plaat,,,tipp,adt
teostanud,,,eluaasta,sg tr
teostanud,,,tema,sg el
teostanud,,,aastakümme,pl ad
huvitama,,,internet,sg kom
huvitama,,,mobiiltelefonivõrk,sg g
suurendama,,,kroon,sg abl
suurendama,,,kroon,sg all
müüma,,,andmed,pl all
müüma,,,aasta,sg ad
müüma,,,Eesti,sg in
müüma,,,elanik,sg g
huvitama,,,arendamine,sg el
huvitama,,,sõna,pl ad
imeline,,,tipp,adt
imeline,,,ujumistund,pl g
kavatsema,,,kindlustusturg,sg ad
kavatsema,,,riik,pl in
kavatsema,,,teisipäev,sg ad
kasvama,,,aasta,sg ad
kasvama,,,kroon,sg ter
kasvama,,,Eesti,sg in
kasvama,,,kasum,sg all
vedama,kokku,,aasta,sg ad
tahtma,,,tonn,sg p
kuuluma,,,lõpp,sg el
kuuluma,,,ühinemine,sg ad
kuuluma,,,firma,sg all
lülitama,,,algkoosseis,adt
lülitama,,,Andorra,sg in
saama,,,sõna,pl ad
saama,,,paik,adt
saama,,,kuu,sg g
projekt,,,ülekandmine,sg ad
unistus,,,aasta,sg g
unistus,,,staadion,sg ad
unistus,,,võõrustaja,pl g
unistus,,,0,?
pidama,,,kaks,sg g
maksma,,,aktsia,pl all
maksma,,,kroon,sg p
vormistama,,,hetk,sg n
hakkama,,,delta,sg all
hakkama,,,lõpp,sg g
teatama,,,reede,sg ad
teatama,,,ümarlaud,sg ad
teatama,,,kuju,sg ad
teatama,,,tervik,sg es
korraldama,,,aasta,sg ad
korraldama,,,lõpp,sg ad
seisma,ees,,võrkpalliklubi,sg ad
seisma,ees,,meistrivõistlus,pl ad
võitma,,,kord,sg p
elama,koos,,proovimine,sg tr
elama,koos,,kolimine,sg p
elama,koos,,aeg,sg p
elama,koos,,lastekodu,sg in
juhtima,,,Austria,sg in
tulema,,,lisa,sg tr
tulema,,,Mähele,sg g
tulema,,,Pärnu,sg ill
seal,,,laps,pl all
seal,,,lisa,sg tr
otsustama,,,teisipäev,sg ad
otsustama,,,kord,sg p
otsustama,,,trahv,sg kom
otsustama,,,maksuvõimelisus,sg all
jätma,,,trahv,sg el
hoiatama,,,maja,pl all
tahtma,,,loodus,sg abl
tahtma,,,võtmine,sg p
tahtma,,,mis,sg in
korraldama,,,suvi,sg ad
teatama,,,koolisündmus,pl el
teatama,,,meil,sg ad
andma,üle,,riigipea,sg all
andma,üle,,kohtumine,sg ad
andma,üle,,hotell,sg in
kuulutama,,,Platon,sg kom
kasutama,,,kontsertetendus,pl in
kasutama,,,hulk,sg ad
saanud,,,aeg,pl g
saanud,,,osariik,sg in
helilooja,,,sünnipäev,sg all
osalema,,,konkurss,sg ad
osalema,,,Vaike,sg n
osalema,,,C-kategooria,sg in
uurima,,,kinnitus,sg ad
uurima,,,kuulutamine,sg g
uurima,,,patriarhaat,sg g
viima,,,äratundmine,sg all
ehitatud,üles,,kooskõla,sg in
ehitatud,üles,,süsteem,pl kom
pälvima,,,aprillinumber,sg in
pälvima,,,luuletus,sg kom
pälvima,,,sina,sg all
kohtuma,,,juuni,sg ad
kohtuma,,,kell,sg n
kohtuma,,,staadion,sg ad
kohtuma,,,maavõistlusmäng,sg in
kohtuma,,,rahvuskoondis,sg kom
võimaldama,,,nõukogu,sg g
kohtuma,,,aeg,sg g
kohtuma,,,öö,sg ad
kohtuma,,,kolmapäev,sg p
pidama,,,poolfinaal,sg in
pidama,,,öö,sg ad
pidama,,,esmaspäev,sg p
viitama,,,otsus,sg all
võimaldama,,,sõna,pl ad
võimaldama,,,asutus,sg tr
võimaldama,,,senine,sg el
võimaldama,,,see,sg g
võimaldama,,,aasta,sg tr
võimaldama,,,Tallinn,sg g
vältima,,,asutus,sg el
vältima,,,teine,adt
ootama,,,matemaatika,sg in
kohustuslik,,,lisa,sg tr
kohustuslik,,,ametikoht,pl ad
kohustuslik,,,valimine,sg g
võitma,,,ring,sg in
võitma,,,3,?
võitma,,,poolfinaal,sg in
paluma,,,Hendse,sg ad
paluma,,,puudumine,sg g
minema,,,voor,sg in
minema,,,eestlane,pl ad
selguma,,,Sündmuskohal,sg n
selguma,,,korrus,sg g
selguma,,,korrus,sg all
avastama,,,voodi,sg g
osutuma,,,6,?
viigistama,,,voor,sg in
viigistama,,,voor,sg in
viigistama,,,Anatoli,sg n
püüdma,,,Louis,sg n
püüdma,,,kodumäng,sg in
püüdma,,,väravaviskamine,sg g
püüdma,,,vesi,adt
jääma,,,arve,sg all
looma,,,sõna,pl ad
looma,,,riik,sg in
looma,,,kodanikujulgus,sg el
osalema,,,kohtumine,sg ad
astuma,,,mina,pl g
tahtnud,,,poolfinaal,sg in
huvitama,,,mis,sg el
toode,,,hind,sg kom
avama,,,külastaja,pl all
avama,,,kell,sg n
avama,,,hommik,sg ad
pöörduma,,,valitsus,sg g
pöörduma,,,palve,sg kom
pöörduma,,,viadukt,sg g
saama,,,koduväljak,sg ad
saama,,,2,?
raske,,,sööt,sg el
raske,,,minut,sg ad
taastama,,,rööbas,pl abl
taastama,,,kell,sg p
taastama,,,aeg,sg ad
taastama,,,BNS,sg all
taastama,,,kütuseterminal,sg g
laadima,,,Venemaa,sg ad
laadima,,,päev,sg g
olema,,,jaam,sg in
see,,,võime,pl g
see,,,teine,pl el
andma,,,esmaspäev,sg ad
viimistlema,,,koostöö,sg in
viimistlema,,,riigikontroll,sg kom
karmistama,,,töönädal,sg el
karmistama,,,ülekäigurada,pl ad
karmistama,,,kuu,sg g
karmistama,,,sebra,pl ad
karmistama,,,auto,sg g
töötama,,,infosüsteem,sg in
töötama,,,keskserver,sg kom
pöörama,,,kolmapäev,sg el
pöörama,,,konverents,sg ad
pöörama,,,neljapäev,sg ter
pöörama,,,tervis,sg all
puhas,,,sõna,pl ad
puhas,,,aeg,sg g
puhas,,,pilt,sg el
lisama,,,aasta,sg p
ilm,,,mis,sg g
ilm,,,nädal,pl ad
saatma,,,sõna,pl ad
saatma,,,välismaa,sg all
Eesti,,,maailmasõda,sg p
toimuma,,,riik,sg g
toimuma,,,ametkond,pl g
toimuma,,,juuli,sg in
toimuma,,,Eesti,sg in
toimuma,,,aasta,sg n
toimuma,,,juuni,sg in
toimuma,,,jaanuar,sg in
toimuma,,,juhtimine,sg ad
toimuma,,,kohtumine,pl ad
kroon,,,poolaasta,sg ad
kroon,,,Kreeka,sg ill
toimuma,,,koostöö,sg g
toimuma,,,oktoober,sg ad
toimuma,,,a,?
toimuma,,,eestvedamine,sg ad
toimuma,,,raamatukeskus,sg in
materjal,,,riigidepartemang,sg g
materjal,,,Eesti,sg all
kinnitama,,,jõud,sg ad
kõnelema,,,see,sg el
lihtne,,,maja,sg g
pidanud,,,BMW,pl el
pidanud,,,aeg,sg p
saabuma,,,kolmapäev,sg ad
plaanima,,,tulevik,sg in
plaanima,,,jaanalinnukasvatus,sg el
reklaamima,,,äranägemine,sg g
teadma,,,kes,sg g
teadma,,,kes,sg ad
teadma,,,nõudmine,sg all
teadma,,,oma,sg abl
korraldama,,,leidmine,sg tr
saatma,,,poole,
saatma,,,kinnisvarabüroo,sg all
käima,,,reede,sg ad
käima,,,Tallinn,sg in
nõudma,,,hoiatusstreik,sg kom
nõudma,,,tund,sg g
soovima,,,Tallinn,sg in
soovima,,,kroon,sg el
soovima,,,inimene,sg all
märkima,,,Tallinn,sg el
märkima,,,palk,sg kom
kavatsema,,,osaline,sg all
kavatsema,,,valimisliit,sg all
kavatsema,,,maja,sg in
kavatsema,,,firma,sg kom
kavatsema,,,AS,?
prognoosima,,,mai,sg in
prognoosima,,,keskvangla,sg ill
prognoosima,,,august,sg in
prognoosima,,,patarei,sg es
prognoosima,,,lõpp,sg tr
sõltuma,,,kaitsepolitsei,sg all
sõltuma,,,asi,sg in
sõltuma,,,sõna,pl ad
sõltuma,,,otsus,sg el
riigisaladus,,,KGB,sg kom
riigisaladus,,,ise,
riigisaladus,,,kaitsepolitsei,sg all
riigisaladus,,,mis,sg el
olema,,,põhiseadus,sg g
olema,,,amet,sg ill
vaevama,,,Klompus,sg g
vaevama,,,diagnoos,sg p
saatma,,,kordusekspertiis,adt
saatma,,,kes,pl el
saatma,,,Klompus,sg g
saatma,,,paik,adt
saatma,,,kolm,sg ad
tulema,,,seadus,sg g
tulema,,,relvajõud,pl in
tulema,,,miski,sg el
tasandatav,,,ümberõpe,sg kom
väärtus,,,ühiskond,sg in
minema,,,ametikoht,sg abl
minema,,,eru,adt
minema,,,ülem,sg g
minema,,,poliitik,pl g
pidama,,,nimetamine,sg ad
pidama,,,õigusringkond,pl kom
puuduma,,,mina,pl ad
alustanud,,,Saaremaa,sg all
alustanud,,,rannik,sg all
andma,,,isa,sg all
andma,,,aasta,sg tr
andma,,,sünd,sg p
andma,,,töö,sg abl
andma,,,aeg,sg tr
käsutus,,,sõna,pl ad
käsutus,,,mahakandmine,sg all
käsutus,,,tööülesanne,pl kom
toimuma,lähedal,,Saksamaa,sg ad
toimuma,lähedal,,Stuttgart,adt
toimuma,lähedal,,armeebaas,sg in
süüdistama,,,kuritegu,sg all
süüdistama,,,kaasaaitamine,sg in
arutama,,,koalitsioon,sg all
arutama,,,huvi,pl in
saama,,,päev,sg ad
saama,,,maantee,sg ad
saama,,,kaubanduskeskus,sg g
saama,,,ülekäiguraja,sg ad
saama,,,Märt,sg g
puuduma,,,ametiisik,pl ad
ütlema,,,esmaspäev,sg ad
ütlema,,,ajakirjanik,pl kom
hindama,,,nüüdne,sg tr
hindama,,,aasta,sg in
organisatsioon,,,esmaspäev,sg ad
organisatsioon,,,parteijuht,sg g
surema,,,aastane,sg es
lööma,,,kirjutis,sg in
lööma,,,eesots,sg in
lööma,,,valimine,pl ad
kuulutama,,,Venemaa,sg ad
jääma,,,partei,sg all
jääma,,,eriülesanne,pl kom
leidma,,,Daktaras,sg all
ütlema,,,tippkohtumine,sg ad
ütlema,,,Iisrael,sg g
järgnema,,,kõnelus,pl all
järgnema,,,välisminister,sg g
järgnema,,,Washington,sg g
järgnema,,,mis,sg g
vahistama,,,London,sg in
vahistama,,,esmaspäev,sg ad
vahistama,,,meeleavaldus,sg ad
vahistama,,,märatsemine,sg tr
nimetama,,,laamendamine,sg tr
nägema,,,reede,sg p
nägema,,,teleekraan,sg ad
leppima,kokku,,parlament,adt
leppima,kokku,,esmaspäev,sg ad
leppima,kokku,,detsember,sg in
asuma,,,rind,sg p
asuma,,,probleem,pl kom
asuma,,,eraldatus,sg el
asuma,,,tugevdamine,sg tr
pilduma,,,tellis,pl g
korrarikkumine,,,sõna,pl ad
korrarikkumine,,,mis,sg all
küsitlema,,,tegevus,sg kom
küsitlema,,,juurdlus,sg kom
küsitlema,,,linn,pl in
arvama,,,debatt,sg g
arvama,,,Jugoslaavia,sg in
arvama,,,väitlus,sg in
arvama,,,küsimus,pl all
kaotanud,,,sõna,pl ad
kaotanud,,,sanktsioonideaasta,sg g
pakkunud,,,lisa,sg tr
pakkunud,,,sanktsiooniderežiim,sg el
saama,,,Daliboga,sg n
saama,,,villa,sg in
saama,,,pidu,sg g
süüdistama,,,mõrv,sg in
süüdistama,,,tema,sg all
süüdistama,,,tapmine,sg kom
kinnitama,,,iseseisvus,sg g
kinnitama,,,hääletaja,pl all
kaduma,,,maa,pl in
toimuma,,,pealinn,sg in
kutsuma,,,aasta,sg p
kutsuma,,,aasta,sg ad
kutsuma,,,Pariis,sg in
pälvima,,,töö,sg g
pälvima,,,arendamine,sg ad
pälvima,,,teisipäev,sg ad
uskuma,,,aasta,sg ad
uskuma,,,presidendikoht,sg el
leidma,,,rajoon,sg in
leidma,,,surnud,sg es
leidma,,,vang,adt
leidma,,,märts,sg ad
leidma,,,küla,sg g
jätma,,,linnake,sg el
see,,,Moskva,sg in
see,,,häving,sg ill
see,,,huul,pl g
võtma,,,võimumees,sg abl
võtma,,,Kaukaasia,sg in
ehitama,,,linn,sg p
ehitama,,,raha,sg g
rääkima,,,see,sg el
rääkima,,,sada,pl p
inimene,,,päev,sg g
inimene,,,amet,sg el
jääma,,,keskhaigla,sg in
jääma,,,narkoosiviga,sg g
jääma,,,tagajärg,sg ad
jääma,,,ajukooma,sg ill
teatama,,,hääletus,sg p
teatama,,,vastuseis,sg el
teatama,,,kama,sg all
jääma,,,poole,
probleem,,,mina,pl all
sedastanud,,,poliitik,pl g
sedastanud,,,kriitika,sg g
õppima,edasi,,ettepanek,sg ad
õppima,edasi,,põhikool,sg g
lööma,,,valitsus,sg el
lööma,,,aeg,sg tr
kohtama,,,heide,sg in
kohtama,,,veebilehekülg,pl all
kohtama,,,toim,adt
lootma,,,lehekülg,sg abl
lootma,,,kanep,sg el
loobuma,,,ühisprojekt,sg el
lisama,,,pakett,adt
uimasem,,,eelkäija,pl kom
uimasem,,,kiirendus,sg abl
tõstma,üles,,kord,sg p
saama,,,võistlus,sg p
saama,,,lennujaam,sg el
saama,,,kodutee,sg all
saama,,,mulje,pl kom
saama,,,Eesti,sg el
ootama,,,nõustaja,sg abl
peatuv,,,erutus,sg el
peatuv,,,sekund,sg p
peatuv,,,kiirus,sg kom
peatuv,,,kilomeeter,sg p
häbiplekk,,,aeg,sg ad
häbiplekk,,,füüsika,sg g
häbiplekk,,,ülikool,sg el
moodustama,,,sügis,sg ad
moodustama,,,koostöö,sg in
moodustama,,,ülikool,sg el
moodustama,,,rakendamine,sg all
moodustama,,,teadusasutus,pl all
toimetama,,,haigla,sg ill
tähendama,,,brauser,sg in
takistus,,,sõna,pl ad
vähenenud,,,mullune,sg kom
vähenenud,,,remont,sg g
vähenenud,,,kilomeeter,sg g
sõitma,kokku,,tunnikiirus,sg kom
sõitma,kokku,,kilomeeter,sg ad
töötama,,,aeg,sg kom
töötama,,,portaal,sg in
töötama,,,tulek,sg all
töötama,,,nädal,sg ad
töötama,,,telefonihelin,pl es
tasuma,,,mersuostja,sg ad
tasuma,,,mis,sg g
jõudma,,,november,sg ad
jõudma,,,Eesti,sg ill
jõudma,,,taanlane,pl abl
jõudma,,,kinkima,ks
jõudma,,,meeter,sg g
jõudma,,,mis,sg el
teade,,,lähiaeg,sg ad
tegema,,,30.09.2000,?
toimuma,,,10.10.2000,?
toimuma,,,a,?
toimuma,,,kell,sg n
toimuma,,,ülekäiguraja,sg ad
toimuma,,,sõiduauto,sg abl
väitma,,,Värskeim,sg in
väitma,,,ajakiri,sg in
väitma,,,hooaeg,sg g
soovima,,,F1-võistluskalender,sg in
soovima,,,lisa,sg tr
alustanud,,,aasta,sg tr
õppima,,,sõna,pl ad
õppima,,,viga,pl el
õppima,,,hooaeg,sg all
õppima,,,senine,sg el
õppima,,,töökindlus,sg all
alustama,,,maa,sg ad
alustama,,,jaanipäev,sg ter
mõtlema,,,lahesõda,sg in
seletama,,,materjal,sg el
seletama,,,tema,sg ad
olema,,,see,sg all
tugevam,,,ruum,sg in
tugevam,,,kivisein,pl abl
küsima,,,telegraafilint,sg g
surema,,,päev,sg n
surema,,,teatavakstegemine,sg p
reageerima,,,vesi,sg kom
reageerima,,,laupäev,sg ad
reageerima,,,number,sg in
haavama,,,majapidamine,sg in
haavama,,,liha,sg kom
hammustama,,,talu,sg in
valmistama,ette,,inimene,pl ad
valmistama,ette,,tund,sg g
saama,,,loodeosa,sg in
saama,,,Widnesi,sg in
saama,,,mis,sg kom
esinema,,,mängimine,sg kom
esinema,,,aeg,sg ad
esinema,,,roll,sg in
näima,,,teade,sg ad
näima,,,nädal,sg p
näima,,,USA,sg ill
saama,kokku,,linnajagu,sg in
ütlema,,,Enquirerile,sg g
ütlema,,,Oahu,sg ad
ütlema,,,pulm,sg g
ütlema,,,viis,sg ad
ütlema,,,jalutuskäik,sg all
muutma,,,Eisaksi,sg g
tundma,,,väljaandmine,sg ad
tundma,,,naismodell,pl kom
minema,,,akvaarium,sg g
minema,,,kala,pl all
kaotama,,,tema,pl ad
kaotama,,,miski,sg el
kurtma,,,perearst,sg all
kurtma,,,see,sg all
kurtma,,,artikkel,pl in
kurtma,,,koolistress,sg el
kurtma,,,terviseprobleem,sg kom
olema,,,mõte,sg in
toetama,,,mina,sg ill
toetama,,,tähelepanu,sg kom
pääsema,,,ajakirjandus,adt
pääsema,,,kuu,sg g
pääsema,,,tema,sg all
pääsema,,,kooma,sg in
pääsema,,,mootorrattur,sg abl
pääsema,,,ranne,sg kom
võtma,tagasi,,lahutus,sg p
võtma,tagasi,,see,sg all
tulema,,,siseministeerium,sg el
lisama,,,juht,sg ad
lisama,,,avaldus,sg all
tulema,,,muutmine,sg ad
tulema,,,riigilõiv,sg n
muutuma,,,nimi,sg p
kukkuma,,,avaldamine,sg p
kukkuma,,,kuu,sg g
kukkuma,,,tase,sg g
kukkuma,,,punkt,sg ter
kukkuma,,,protsent,sg p
tõstatama,,,aasta,sg ad
tõstatama,,,assamblee,sg ad
õigustama,,,mina,sg g
tulema,,,tööjõuturg,sg ad
tulema,,,riik,sg p
tulema,,,edasiminek,sg all
lähtunud,,,see,sg el
tulema,,,destruktiivne,sg el
suvatsema,,,jumal,sg g
vähe,,,mina,pl ad
tulema,,,harrastusgolf,sg in
tulema,,,algaja,sg g
tulema,,,plats,sg all
tulema,,,ranne,sg kom
teadma,,,aasta,sg p
teadma,,,täitevkomitee,sg g
olema,vaja,,tänapäev,sg ad
selline,,,töötu,pl el
selline,,,aasta,sg g
selline,,,ise,sg all
soovitama,,,tema,sg ad
soovitama,,,kursus,pl all
mõte,,,samm,sg p
valik,,,apteek,sg el
valik,,,retsept,sg ab
soovitama,,,tema,pl all
soovitama,,,põhjus,sg ad
võtma,,,aeg,sg ad
jääma,,,mõte,sg ill
viima,,,külg,sg all
viima,,,diagonaal,sg es
kasutama,,,see,sg tr
lustlik,,,see,sg all
lustlik,,,kõrv,pl g
pettuma,,,päev,sg n
pettuma,,,kell,sg p
pettuma,,,tööandja,pl g
lugenud,,,hommik,sg ad
lugenud,,,voodi,sg ill
lugenud,,,soe,sg el
lugenud,,,kaiss,sg el
mina,,,mina,pl ad
mina,,,naine,pl es
lubama,,,kolmapäev,sg ad
kasvama,,,august,sg in
kasvama,,,Ukraina,sg in
kasvama,,,protsent,sg g
kasvama,,,aeg,sg kom
kasvama,,,protsent,sg g
kasvama,,,juuli,sg kom
eitama,,,kohtuvaidlus,pl in
eitama,,,pank,sg kom
andma,,,konsultatsioon,pl all
andma,,,Washington,sg in
andma,,,vahendus,sg ad
põletama,,,vangla,pl in
põletama,,,kokkupõrge,pl in
põletama,,,julgeolekujõud,pl kom
saama,,,rajoon,sg in
saama,,,maantee,sg abl
üleminekuaeg,,,vastuolu,sg in
arvamustoimetaja,,,Eesti,sg all
arvamustoimetaja,,,riik,sg in
arvamustoimetaja,,,maja,adt
arvamustoimetaja,,,küsitlus,sg el
olema,,,viis,sg ad
vähe,,,aasta,sg in
vähe,,,inimene,pl ad
rahulik,,,hullus,sg el
tulema,,,lisa,sg tr
tulema,,,summ,sg el
kerkima,,,nägemus,sg g
kerkima,,,ala,sg all
moodustama,,,kinnistu,pl el
seisma,,,ese,sg es
seisma,,,vitriin,sg in
seisma,,,konjakisõber,sg g
seisma,,,lisa,sg tr
tasuma,,,saavutamine,sg tr
praadima,,,pann,sg ad
raske,,,pimedus,sg g
tulema,,,energia,sg g
küündima,,,sada,sg ter
kõlama,,,kontsert,sg ad
kõlama,,,mälestus,sg tr
nii,,,üks,sg g
kartulivorst,,,verivorst,sg p
suutma,,,sulgumine,sg p
tõusma,,,edasiminek,sg kom
kerkima,,,Pariis,sg g
kerkima,,,punkt,sg ter
kerkima,,,punkt,sg ter
läbiligunenud,,,kellegi,sg ad
läbiligunenud,,,pea,adt
läbiligunenud,,,tarve,sg tr
lõikama,,,tee,sg g
lõikama,,,see,sg el
25%,,,aasta,sg n
inimene,,,tegevus,sg in
inimene,,,küsitlus,sg g
inimene,,,elanik,pl el
siis,,,topis,sg kom
siis,,,saal,sg in
haarama,,,aken,sg el
pigistama,kinni,,päikeseratas,sg g
pigistama,kinni,,silm,pl g
kobama,kinni,edasi,mina,pl all
kobama,kinni,edasi,läbimine,sg tr
kobama,kinni,edasi,mina,pl all
kobama,kinni,edasi,kael,adt
rääkima,,,irin,sg kom
olema,,,laupäev,sg ad
olema,,,reede,sg ad
naeratama,,,tool,sg ad
hakkama,,,tuttav,sg abl
hakkama,,,soomlane,sg abl
hakkama,,,lõpp,sg ad
hakkama,,,1996,?
hakkama,,,Tartu,sg el
mees,,,kondoom,sg g
pidama,,,meel,sg in
pidama,,,tänapäev,sg ad
pidama,,,soov,sg g
pidama,,,haigus,pl g
pidama,,,tee,sg ad
paigaldama,,,emakas,sg in
