verb,compound1,compound2,obl,obl_form
kaotanud,,,linn,sg g
tänulik,,,venelane,sg all
tänulik,,,piir,sg g
jõudma,,,see,sg g
jõudma,,,elulugu,sg in
paabli,,,Norra,sg in
paabli,,,Bergen,sg g
paabli,,,Trieste,sg g
õpetama,,,tuupimine,sg g
jada,,,Elvi,sg in
populaarne,,,silm,pl in
oluline,,,tulevik,sg in
tegema,,,moslem,pl el
jääma,,,meka,sg ter
jääma,,,plats,sg abl
olema,,,turg,sg abl
olema,,,pealinn,adt
tahtma,,,sõna,pl ad
tahtma,,,Tallinn,sg in
maksma,,,käsi,adt
maksma,,,immigrantide-vastasus,sg es
tõusma,,,aasta,sg ad
tõusma,,,maailmaareen,sg all
tõusma,,,senine,sg el
tõusma,,,leer,sg all
tõusma,,,tema,pl g
tõusma,,,maailm,sg all
vajalik,,,põhjus,sg ad
vajalik,,,vaade,sg es
nägema,,,ettevõtmine,sg in
see,,,väitlus,pl in
see,,,enamik,sg g
tulevikumuusika,,,pere,sg all
tulevikumuusika,,,aasta,sg n
jõudma,,,järeldus,sg all
veenduma,,,aasta,sg in
veenduma,,,vahe,sg p
veenduma,,,inimene,sg p
tulema,,,aasta,sg g
tulema,,,Eesti,sg ad
tulema,,,Liidu,sg kom
tulema,,,lennujaam,sg el
seisma,,,loodus,sg all
seisma,,,hierarhia,sg in
seisma,,,mees,pl el
allikas,,,mis,sg g
allikas,,,ajakirjandus,sg in
tulema,,,Reinikainen,sg g
vastama,,,raamat,sg in
vastama,,,jõehobu,sg all
kavatsus,,,koomiks,sg g
tegema,,,küsimus,sg g
tegema,,,katus,sg g
tegema,,,USA,sg in
tegema,,,konstitutsioon,sg kom
tegema,,,vastuolu,sg in
tegema,,,Saksamaa,sg ad
tegema,,,kool,sg g
saama,,,kiri,adt
saama,,,lõuna,sg g
jääma,,,mis,sg kom
jääma,,,interpreet,sg ad
jääma,,,muusika,sg ill
tehniline,,,flööt,sg all
tehniline,,,pea,sg g
erinema,,,olukord,sg all
erinema,,,maa,sg ad
muretsema,,,Poodi,sg n
muretsema,,,välismaa,sg all
pidama,,,Soome,sg g
teadma,,,laas,pl p
teadma,,,troopika,sg in
teadma,,,pimedus,sg g
veenduma,,,kõik,sg all
veenduma,,,kuu,sg n
veenduma,,,eestlane,sg g
pilk,,,elukogemus,sg g
pilk,,,see,sg el
pilk,,,mina,sg all
võtma,kinni,,noor,pl el
rääkima,,,ülekuulamine,sg ad
rääkima,,,koosolek,sg ad
rääkima,,,korter,sg in
kirjutama,,,koolimaja,sg g
kirjutama,,,sein,sg all
näitama,,,valvur,sg all
koostama,,,juuni,sg g
jõudma,,,päev,sg n
jõudma,,,sama,sg ill
saabuma,,,detsember,sg ad
saabuma,,,julgeolek,sg el
saabuma,,,vanglaülem,sg all
saabuma,,,täis,adt
meenutama,,,varahommik,sg el
meenutama,,,öötund,pl ter
meenutama,,,kesklinn,sg in
meenutama,,,heldimus,sg kom
saama,,,USA,sg in
saama,,,bestseller,sg kom
suurem,,,miljonär,sg ad
suurem,,,78%,?
keskendunud,,,Rockefeller,pl all
olema,,,aastapalk,sg g
olema,,,summa,sg ill
olema,,,omandus,sg in
pruukima,,,ühiskond,sg in
sõltuv,,,mees,sg el
tahtma,,,üks,sg abl
tahtma,,,laps,pl all
tahtma,,,jalule,
tahtma,,,teine,sg abl
tahtma,,,see,sg g
tahtma,,,eriala,sg all
tegema,,,aasta,sg ad
tegema,,,hulk,sg p
tegema,,,nädal,sg p
tegema,,,pressima,s
lahendama,,,pool,sg ad
lahendama,,,see,sg kom
lahendama,,,biotiik,pl ill
lahendama,,,haistmismeel,pl ill
õnnelik,,,suurfarm,pl g
saama,,,asi,sg all
saama,,,vadak,sg kom
juhtima,,,kanalisatsioon,pl ill
juhtima,,,meierei,pl in
teatama,,,tänaseks,
teatama,,,mina,pl ad
teatama,,,seakasvatus,sg kom
sobima,,,sõna,pl ad
sobima,,,perspektiiv,sg in
sobima,,,kondiitritööstus,sg all
võimalik,,,vadak,sg all
võimalik,,,see,sg el
saama,,,nomenklatuur,sg g
saama,,,turumajandus,adt
saama,,,Saksamaa,sg ad
mees,,,esimene,sg es
rikkuma,,,algus,sg el
rikkuma,,,õigus,pl el
lähtuma,,,asjaolu,sg el
maksma,,,meri,sg ad
teadma,,,kett,sg kom
teadma,,,voodi,sg g
esitama,,,kord,sg n
esitama,,,Venemaa,sg ad
esitama,,,Eesti,sg in
esitama,,,mina,pl all
võtma,,,riik,pl g
tähtis,,,tema,pl g
kontroll,,,Jaapan,sg ill
kontroll,,,aasta,sg g
tulema,,,Jaapan,sg kom
tulema,,,ärisuhe,pl ill
tahtma,,,Jaapan,sg ill
sõltuma,,,maksusoodustus,pl el
madalam,,,Euroopa,sg in
mõistetav,,,külg,sg el
lähtuma,,,see,sg el
lähtuma,,,mina,pl all
avastama,,,revisjon,sg g
avastama,,,Kalle,sg g
kohustama,,,lisa,sg tr
kohustama,,,maksuamet,sg all
ootamatu,,,juht,sg g
ootamatu,,,üks,sg abl
tehtud,,,Firmal,sg n
tehtud,,,maksuamet,sg all
kehtima,,,raskus,pl g
kehtima,,,ots,sg el
jääma,maha,,liider,pl el
koha,,,Eesti,sg in
jääma,maha,,lisa,sg tr
jääma,maha,,Läti,sg el
jääma,,,tase,sg g
riskantne,,,aspekt,sg el
riskantne,,,euroküpsus,sg g
palju,,,kes,sg all
lähtuma,,,öeldud,sg es
lähtuma,,,tekst,pl el
lähtuma,,,andmed,pl kom
oskama,,,see,sg g
pikk,,,jaamahoone,sg in
pikk,,,perroon,sg kom
high-tech,,,raputus,sg ab
jätkuma,,,ohvitser,sg ad
saama,,,maa,sg kom
tunnus,,,mis,sg g
sobima,,,kodu,sg in
valitsema,,,aasta,sg p
valitsema,,,seks,sg g
valitsema,,,kõlblus,sg kom
valitsema,,,nimi,sg g
hõljuma,,,teler,sg in
hõljuma,,,elluastuja,pl g
toimuma,,,14-see,sg abl
abielusadam,,,25-see,sg abl
tulema,,,klahv,sg all
kuuluma,,,pool,adt
erinevus,,,vanus,sg el
jääma,,,see,sg kom
jääma,,,aasta,sg p
võtma,,,juht,sg ad
hea,,,tshehh,sg g
puudu,,,Soome,sg in
lõõgastama,,,poliitika,sg g
olema,,,sina,sg all
panema,,,aasta,sg p
panema,,,mina,sg all
panema,,,veebruaris-märts,sg in
selguma,,,kevade,sg ad
selguma,,,häältekogumine,sg p
tüüpiline,,,suvi,sg ad
tüüpiline,,,noor,pl p
tüüpiline,,,siseliin,pl ad
segama,,,eurooplane,sg g
filminäitlejanna,,,brünett,sg es
filminäitlejanna,,,kes,pl el
alustama,,,mannekeen,sg es
alustama,,,film,pl in
alustama,,,aasta,sg el
alustama,,,aasta,pl ad
alustama,,,USA,sg in
olema,,,enesekiitus,sg kom
mängima,,,jalgpallimeeskond,sg in
mängima,,,kord,sg g
mängima,,,korral,
vaade,,,rahuvõitlus,sg in
mõistma,,,sundasumine,sg all
mõistma,,,Gorki,sg ill
mõistma,,,perestroika,sg all
mõistma,,,lõpp,sg in
tapma,,,aasta,sg ad
ostma,kokku,,drahm,sg g
ütlema,,,see,sg el
ütlema,,,türklane,pl kom
vastama,,,hoiatus,pl all
tutvustama,,,Amsterdam,sg in
hakkama,,,videotelefon,pl g
hakkama,,,arvuti,sg kom
hakkama,,,sõber,sg all
hakkama,,,otseühendus,sg in
vend,,,pult,sg kom
mees,,,aasta,pl in
vend,,,kriminaalasi,sg kom
saama,,,lennundus,sg all
saama,,,majanduspolitseinik,sg all
kuuluma,,,AS,sg all
ootama,,,kokkumonteeritu,sg es
tulema,,,ameeriklane,sg ad
tulema,,,Eesti,sg el
tulema,,,pettunu,sg abl
tulema,,,Eesti,sg el
tulema,,,välisministeerium,sg g
tulema,,,komisjon,sg in
soovima,,,kes,sg all
kinnitama,,,EN,sg p
kinnitama,,,suu,sg el
ebanormaalne,,,tarve,sg tr
ebanormaalne,,,kiirkursus,pl ad
valmis,,,see,sg g
jääma,,,lahendus,sg ab
sekkuma,,,olukord,sg in
tähendama,,,aasta,pl ad
andma,,,juht,sg ad
andma,,,tulu,pl el
andma,,,keskkiht,sg in
kõikuma,,,aasta,sg el
kõikuma,,,protsent,sg g
valmis,,,hiilgusjanu,sg in
valmis,,,tähendatu,sg kom
levima,,,parteirakuke,sg in
osa,,,kinnitamine,sg tr
panema,kinni,,Ameerika,sg ill
panema,kinni,,laud,sg g
panema,kinni,,teine,sg all
raske,,,Jazzkaar,sg el
raske,,,luup,sg g
suutma,,,Jazzvikerkaar,sg all
olema,vaja,,see,sg tr
naljakam,,,tema,pl el
naljakam,,,see,sg all
naljakam,,,ise,sg n
kinnitama,,,näitus,sg el
jõudnud,,,avalikkus,sg g
lõikama,välja,,tele,sg g
leidma,,,spordikott,sg el
leidma,,,tasku,sg in
leidma,,,kommikarp,sg in
maksma,,,maailm,sg in
maksma,,,kraam,sg tr
maksma,,,Eesti,sg in
maksma,,,dollar,sg p
tulema,,,heroiinigramm,sg g
valima,,,pruukimine,sg tr
tõsi,,,aasta,sg ad
tõsi,,,ravimiseadus,sg kom
tõsi,,,ühinemine,sg g
tõsi,,,tänapäev,sg ad
otsustama,,,kaitse,sg all
võtnud,,,tema,pl ad
võtnud,,,rahu,sg in
vabanema,,,kokkupuude,sg g
vabanema,,,kord,sg p
vabanema,,,elementaarprotsess,sg in
vabanema,,,termotuumapomm,sg in
tulema,,,Päikene,sg el
tulema,,,intensiivsus,sg kom
tunnike-paar,,,kasvatamine,sg tr
tahtma,,,silm,sg kom
tahtma,,,taim,adt
Kostariikas,,,kõik,pl all
saanud,,,turism,sg el
soodustama,,,võõramaalane,pl g
jätkama,,,linnapea,sg n
jätkama,,,amet,sg in
jätkama,,,süüdistaja,pl g
käima,,,kuu,sg g
käima,,,keskhaigla,sg in
käima,,,massaazh,sg ad
juhtuma,,,tänav,sg ad
produkt,,,osa,sg in
produkt,,,massimeedia,sg g
see,,,päev,sg n
kasvanud,üle,,sõna,pl ad
kasvanud,üle,,välisminister,sg ad
kuuluma,,,info,sg g
kuuluma,,,aeg,sg ad
kuulutatud,,,aasta,sg el
kuulutatud,,,konsultant,sg es
kuulutatud,,,eestlane,sg es
kuulutatud,,,Saksamaa,sg ad
kuulutatud,,,sõjaväekolledzh,sg el
kuulutatud,,,luuramine,sg in
kuulutatud,,,kahtlustatud,sg es
tooma,,,pea,sg g
analüüsiobjekt,,,siirdumine,sg p
tegutsema,,,suvi,sg ad
tegutsema,,,Saksamaa,sg ad
tegutsema,,,linn,sg in
selline,,,paragrahv,sg in
selline,,,kandideerimine,sg p
andma,,,SAS,sg g
jõutud,,,Eesti,sg in
olema,vaja,,see,sg g
eesmärk,,,lõpp,sg in
huvitama,,,börs,sg ad
huvitama,,,väärtpaber,pl kom
tähistama,,,keel,sg in
armastama,,,Oslo,sg in
armastama,,,hotell,sg in
armastama,,,teine,pl g
iseloomustama,,,aasta,pl el
rikkuma,,,valitsus,sg g
rikkuma,,,aasta,sg ad
tegema,,,vaenlane,pl kom
teadma,,,maa,sg g
Kornel,,,ilmasõda,sg g
Kornel,,,ratsaväeakadeemia,sg in
teadma,,,ajalugu,sg el
teadma,,,Amicus,sg g
teadma,,,külalisõhtu,sg ad
teadma,,,selts,sg g
teadma,,,ajalugu,sg el
teadma,,,amet,sg ill
teadma,,,aastapäev,sg ad
juhtima,,,dr,?
vaatama,,,leksikon,sg el
vähenema,,,aasta,pl ad
vähenema,,,maailm,sg in
vähenema,,,aasta,sg ad
vähenema,,,Eesti,sg in
vähenema,,,aasta,sg tr
vähenema,,,üheksa,sg all
aitama,kaasa,,protsess,sg all
aitama,kaasa,,mis,sg kom
vaktsineerima,vastu,,aasta,sg g
andma,,,see,sg all
andma,,,riik,pl in
andma,,,mis,sg g
töötama,,,süsteem,sg in
töötama,,,see,sg g
kalduma,,,esimene,sg g
tellima,,,aeg,sg ad
tellima,,,kogus,sg in
tellima,,,Rootsi,sg in
tegema,,,Eesti,sg in
tegema,,,olümpia,sg all
huvitavam,,,omanik,pl el
huvitavam,,,mõisahäärber,sg g
huvitavam,,,mõis,sg in
huvitavam,,,Valtus,sg n
sõjakomissar,,,väljatõrjumine,sg p
kulgema,,,aasta,sg ad
kulgema,,,Moskva,sg el
kulgema,,,Riia,adt
kulgema,,,Berliin,adt
kulgema,,,tema,sg all
kulgema,,,nimi,sg all
Hiina,,,aasta,pl ad
jätkama,,,peavalitsus,sg in
surema,,,Moskva,sg in
surema,,,nälg,sg p
jääma,,,poomine,sg ter
jääma,,,aasta,sg g
võtma,,,minevik,sg el
teadma,,,Hiina,sg in
teadma,,,Sorge,sg kom
teadma,,,Stalin,sg g
saatma,,,vahelejäämine,sg kom
saatma,,,Tallinn,sg ill
saatma,,,september,sg in
käima,,,Rimmi,sg g
käima,,,Moskva,sg ill
käima,,,keskarhiiv,adt
minema,,,Venemaa,sg all
töötama,,,EPA,sg in
töötama,,,dotsent,sg es
võtma,,,kriitikatuli,sg g
võtma,,,see,sg g
võtma,,,julgeolek,sg g
võtma,,,aasta,sg ad
võtma,,,laialiajamine,sg g
sõidutama,,,palve,sg ad
sõidutama,,,õhtu,sg ad
sõidutama,,,kodu,adt
sõidutama,,,Rapla,sg ill
sõidutama,,,töö,sg all
tegema,ette,,nädal,sg tr
tegema,ette,,august,sg ad
tegema,,,aeg,sg n
juhtima,,,kuu,sg p
rääkima,,,kuu,sg p
rääkima,,,kadriorg,sg el
rääkima,,,pangandussfäär,sg g
rääkima,,,lisa,sg tr
rääkima,,,kantselei,sg in
saama,,,tema,sg g
teadma,,,õnnelik,sg es
ostma,,,EVP,pl g
ostma,,,EVP,pl g
uurima,,,kes,pl ad
uurima,,,äri,sg in
uurima,,,reklaamiprospekt,pl el
ettevalmistus,,,turg,sg all
minetama,,,istumistöö,sg kom
minetama,,,kehahoiak,sg in
minetama,,,palk,sg g
tulema,,,aasta,sg g
tulema,,,press,sg g
tulema,,,aeg,sg el
muutuma,,,aasta,sg kom
muutuma,,,tundmatus,sg ter
võimeline,,,kosmos,sg in
võimeline,,,täht,sg g
m/s,,,nihkumine,sg g
m/s,,,mõõtmine,sg ad
m/s,,,tipptase,sg tr
kuuluma,,,täht,sg g
eksisteerima,,,temperatuur,sg ad
astronoom,,,planeediotsing,pl tr
tundma,,,diskussioon,pl el
tundma,,,internet,sg in
parim,,,kesk,?
jätma,,,andmed,pl ad
jätma,,,aasta,sg ad
jätma,,,Tshehhimaa,sg all
meenuma,,,tänav,sg ad
saama,,,küsimus,sg in
algama,,,algus,sg in
arvama,,,kandidaat,sg ad
arvama,,,kes,sg g
arvama,,,sõel,sg all
kandma,,,kampaaniaüritus,pl ad
kandma,,,väärtus,pl el
seisma,,,valik,sg g
see,,,mina,sg g
tähistama,,,üllitamine,sg kom
arvama,,,sõber,sg ad
arvama,,,mobiiltelefon,sg g
probleem,,,Kalifornia,sg in
leidma,,,Peterburi,sg in
leidma,,,ajalooarhiiv,sg el
ilmuma,,,aeg,sg p
kihama,,,asi,sg g
valmistama,,,märk,pl kom
seltsima,,,viis,sg ad
seltsima,,,omadus,pl kom
tegema,,,teine,sg abl
tegema,,,ise,sg g
tegema,,,mina,pl all
tegema,,,olukord,sg in
keelduma,,,iseloomukindlus,sg kom
sundinud,,,ise,sg ill
tasuma,,,jonnitarve,sg all
tasuma,,,vajadus,pl g
tasuma,,,elu,sg in
olema,,,kiirabi,pl ad
õigustama,,,kulutus,pl g
puuduma,,,Eesti,sg in
looma,,,töö,sg g
looma,,,tahe,sg el
looma,,,maailm,sg in
püüdma,,,vanglasüsteem,sg g
püüdma,,,töö,sg all
näitama,,,tema,pl all
näitama,,,saun,sg in
esitama,,,mina,sg ad
esitama,,,oktoober,sg p
politseiametnik,,,eestlane,pl el
politseiametnik,,,kolleeg,pl kom
politseiametnik,,,august,sg ad
politseiametnik,,,rünnak,sg g
mainima,,,juht,pl ad
hiilima,kõrvale,,vormistamine,sg tr
hiilima,kõrvale,,dokument,pl ill
hiilima,kõrvale,,tema,pl el
avastama,,,aasta,sg el
aitav,,,Eesti,sg in
aitav,,,elu,adt
saama,,,väljasuretamine,adt
laiutama,,,maa-ala,sg ad
laiutama,,,lennuväli,sg g
asuma,,,mees,pl g
asuma,,,täitmine,sg all
jääma,,,aasta,pl ill
jääma,,,1923.,?
lõpetama,,,Eesti,sg g
lõpetama,,,tema,sg all
lõpetama,,,kuklalask,pl kom
rääkima,,,tehas,sg in
rääkima,,,tsehhiülem,sg g
rääkima,,,kuue-kümnes,pl g
rääkima,,,tehnoloogia,sg g
tegema,valmis,,reaktor,pl el
kuulma,,,Jerevan,sg in
suur,,,armeenlane,pl ter
varjama,,,laager,pl in
varjama,,,põgenikelaager,pl in
langema,,,dollar,sg g
langema,,,protsent,sg p
osutuma,,,tund,sg p
osutuma,,,piiramine,sg g
osutuma,,,hoone,sg el
eristama,,,seeriamõrtsukas,pl el
eristama,,,aasta,pl p
hoiatama,,,kurss,sg in
hoiatama,,,lääs,sg el
piiritu,,,varahommik,sg ad
piiritu,,,veepind,sg all
püsima,,,Sadulas,sg n
püsima,,,aasta,sg p
asutanud,,,andmed,pl ad
valitsema,,,sõna,pl ad
valitsema,,,tuur,sg g
valitsema,,,teadusringkond,pl in
kannatama,,,tulemus,sg es
ostma,ära,,maa,sg in
teadma,,,heitlus,sg in
sündima,,,aasta,sg ad
sündima,,,labor,sg in
sündima,,,kordistamine,sg tr
põlema,maha,,märts,sg ad
põlema,maha,,maa,sg ter
ihkamine,,,mis,sg el
see,,,olemasolu,sg all
see,,,looming,sg in
kahvatum,,,eelreklaam,sg in
lubama,,,rock-kontsert,sg ad
lubama,,,pool,sg g
lubama,,,inimimehääl,sg ad
lubama,,,janu,sg el
käima,,,küla,sg in
panema,,,paber,sg all
kehastunud,,,Teatrilaval,sg n
tegema,,,mastaap,sg in
selge,,,palju,pl all
miski,,,palju,sg kom
heitma,ette,,tehtu,sg g
kubisema,,,lause,pl el
tulistama,,,kord,sg p
tulistama,,,piirkond,adt
võimalik,,,mis,sg g
võimalik,,,firma,sg abl
võimalik,,,relvaturg,sg all
võimalik,,,tehing,sg el
võimalik,,,raha,sg g
võimalik,,,ise,sg all
maksma,,,aeg,sg ad
julgema,,,eestlane,pl g
julgema,,,kirjapilt,sg in
soovima,,,inimene,sg el
üürima,,,teade,sg ad
liikuma,läbi,,andmed,pl ad
liikuma,läbi,,partii,pl es
saama,,,käsi,adt
lennanud,,,kord,sg ad
lennanud,,,Eesti,sg ill
lennanud,,,alune,sg ad
olema,vaja,,Eesti,sg in
olema,vaja,,keskmine,sg el
olema,vaja,,sõna,pl ad
olema,,,laevatehas,sg g
lasu,,,sertifitseerimisbüroo,sg ad
saama,,,tegelikkus,sg in
saama,,,meeskond,sg kom
saama,,,kvalifikatsioon,sg el
saama,,,kasuahnus,sg in
tulema,,,mina,pl ad
tulema,,,ise,sg g
tulema,,,september,sg ad
sobima,,,mina,sg all
tunnustama,,,maailm,sg in
kujutama,,,ise,sg el
saama,,,a,?
saama,,,juhtimine,sg ad
lööma,,,aut,adt
lööma,,,sõmer,sg all
lööma,,,rada,sg p
lööma,,,laiendamine,sg g
panema,,,õlg,sg g
tasuma,,,lubadus,pl g
tasuma,,,juht,sg ad
otsustama,,,poliitikaklassika,sg ill
ennustama,,,aeg,sg ter
tagama,,,hinnang,sg ad
tagama,,,tema,sg all
juhtima,,,elu,adt
seisukoht,,,Rodionov,sg g
arvestama,,,valija,pl all
arvestama,,,tegevus,sg in
arvestama,,,armeefunktsionär,pl g
arvestama,,,vastane,pl el
asuma,,,linnapea,sg g
asuma,,,riik,sg in
nägema,välja,,rakk,pl g
muutunud,,,raukrakk,pl in
muutunud,,,kude,sg all
Jänedaariumi-jutt,,,terts,sg kom
hajuma,,,stiil,sg g
praegu,,,kes,pl ad
praegu,,,nägemispuu,pl g
tasuma,,,protsent,sg p
tasuma,,,taotlejamaa,sg all
140,,,koha,sg kom
töötama,,,tehas,sg in
töötama,,,aasta,sg p
töötama,,,aeg,sg el
saama,,,nädal,sg in
saama,,,tund,sg p
kallis,,,koha,sg all
esitama,,,saar,pl ad
esitama,,,seis,sg kom
panema,otsa,,rüüstamine,pl p
panema,otsa,,allesjäänu,sg all
panema,otsa,,kevad,sg ad
kirjutama,alla,,esimene,sg g
kirjutama,alla,,vabariik,sg g
kirjutama,alla,,rendileping,sg all
tekitama,,,juhend,sg g
tekitama,,,parem,sg all
rabelev,,,ise,sg all
armastama,,,komandosild,sg ad
armastama,,,Soome,sg in
esimene,,,ise,sg el
astuma,,,soomlane,pl g
astuma,,,korral,
astuma,,,päev,sg p
astuma,,,idanaaber,pl g
astuma,,,kord,sg g
väike,,,meelitamine,sg ad
viibima,,,see,sg all
viibima,,,aeg,sg ad
viibima,,,maailm,sg in
viibima,,,müts,sg g
viibima,,,riik,pl in
rääkima,,,Tallinn,sg in
rääkima,,,pauk,sg el
rääkima,,,tapp,sg ad
võimalik,,,ülesanne,sg kom
käima,,,Loksa,sg ad
käima,,,töö,sg ad
töötama,,,229.,?
valima,,,suu,sg kom
olema,,,põhiseadus,sg kom
efektiivsem,,,demokraatia,sg el
võtma,vastu,,juuli,sg ad
võtma,vastu,,aasta,sg ad
võtma,vastu,,rahvas,sg abl
võtma,vastu,,moodustamine,adt
saama,,,nüüdne,sg el
saama,,,amet,sg ill
viima,,,tee,sg all
vabariik,,,juht,sg ad
vabariik,,,veebruar,sg ad
vabariik,,,mis,sg g
vabariik,,,kannatus,pl p
hääl,,,tema,pl el
küsima,,,boikott,sg kom
tulema,,,otsus,sg g
tulema,,,see,sg tr
tulema,,,varad,pl ill
tulema,,,kulum,sg g
mina,,,makromajandusnäitaja,pl all
tekitama,,,pool,sg g
kordama,,,kord,sg n
kordama,,,hind,sg g
raske,,,lääneeurooplane,sg ad
tähendus,,,kontroll,sg g
tähendus,,,kodulehekülg,sg ad
tulema,,,ettevõte,pl g
treima,,,La,sg in
treima,,,narkomaan,pl el
valima,,,see,sg p
valima,,,aasta,sg ad
valima,,,Rootsi,sg el
tegutsema,,,kevad,sg ad
tegutsema,,,regent,sg es
tegutsema,,,surm,sg ter
tegema,,,Parlament,sg in
tegema,,,sajand,sg g
tegema,,,ise,sg all
tegema,,,aasta,sg ad
selge,,,sügis,sg ad
selge,,,norralane,pl all
selge,,,ise,sg el
selge,,,see,sg p
selge,,,sügis,sg ad
tõusma,,,Norra,sg g
viima,,,aasta,sg p
viima,,,langus,sg ter
puhkema,,,mis,sg all
lööma,,,aasta,sg p
lööma,,,euroliit,sg all
tunnistama,,,ettekanne,sg in
tunnistama,,,ühinemine,sg p
tunnistama,,,EL,sg kom
tunnistama,,,tüli,adt
tunnistama,,,Norra,sg ad
ühesuurune,,,asjaolu,sg all
ühesuurune,,,oma,sg el
ühesuurune,,,kord,sg p
muutuma,,,tänaseks,
muutuma,,,metoodika,sg el
järg,,,nafta,sg g
liituma,,,euroliit,sg kom
liituma,,,Põhjamaa,pl el
liituma,,,poolteist,sg n
liituma,,,riik,pl el
liituma,,,kord,sg p
viima,,,välisprobleem,pl all
viima,,,süvenemine,sg tr
eralduma,,,atmosfäär,adt
määrama,,,olukord,sg in
määrama,,,kumbki,sg all
määrama,,,aasta,sg p
käituma,,,elu,sg in
käituma,,,põhimõte,sg ad
usaldama,,,ring,sg g
usaldama,,,küsitletu,pl el
andma,,,summa,sg el
andma,,,korraldaja,pl g
kahekordistama,,,aeg,sg ad
tasuma,,,situatsioon,sg el
tasuma,,,usaldamine,sg kom
võõranduma,,,süsteem,sg el
rikkuma,,,see,sg el
rikkuma,,,aasta,sg ad
teadma,,,kolgas,pl in
saanud,,,areng,sg all
kannatama,,,ebatäiuslikkus,sg g
toimuma,,,lõpp,sg tr
muutnud,,,aasta,sg ad
muutnud,,,arvuti,sg g
see,,,üks,sg abl
panema,,,jõud,sg kom
rõhutama,,,Eesti,sg el
rippuma,,,lõõg,sg g
lohutus,,,elukvaliteet,sg all
teine,,,käsi,sg el
kontaktkuritegu,,,kurjategija,sg kom
leidma,üles,,mustamägi,sg abl
leidma,üles,,null-kuu,sg in
patustama,,,naine,pl g
patustama,,,aasta,sg in
vähem,,,aasta,sg in
1994,,,päev,sg n
püsinud,,,tema,pl g
püsinud,,,nimetatu,pl el
tegema,ilma,,meedia,sg in
olema,vaja,,turumajandus,sg ad
Putin,,,teenistuskäik,sg all
Putin,,,visadus,sg kom
Putin,,,kuulsus,sg g
üksmeel,,,kes,sg g
üksmeel,,,anne,sg el
prognoosima,,,investor,pl all
hoidma,,,H-korpus,sg in
õnnestuma,,,tema,sg ad
õnnestuma,,,Inglismaa,sg all
õnnestuma,,,1974.,?
mõjuma,,,naine,pl g
tegema,,,ärganu,pl all
tegema,,,tema,pl g
vähe,,,see,sg el
vähe,,,aasta,sg ad
vähe,,,aasta,sg tr
vähe,,,10%,?
sattuma,,,koolipäev,pl ad
sattuma,,,tema,sg all
sattuma,,,pihk,adt
sattuma,,,arheoloogia,sg all
asuma,,,muinasjutt,sg in
see,,,selg,sg g
see,,,teerull,sg g
üldisemalt,,,õnn,sg all
lahutama,,,naine,sg el
lahutama,,,aasta,sg p
lahutama,,,tema,sg all
oskama,,,enesetapp,sg g
oskama,,,kese,sg ill
oskama,,,maine,sg all
ebameeldiv,,,töötaja,pl all
proov,,,Eesti,sg in
otsima,,,leidmine,sg p
müüma,,,arvamus,sg kom
torkama,,,silm,adt
torkama,,,tänav,pl ad
eestlane,,,kunst,sg g
sellepärast,,,alkohol,sg g
tajuma,,,õlu,sg kom
tajuma,,,kord,sg p
olema,vaja,,prioriteet,sg es
saavutatud,,,ala,pl ad
saavutatud,,,alusuuring,pl in
saavutatud,,,standard,pl all
võtma,ette,,liige,sg ter
olema,vaja,,sakslane,pl ad
keerulisem,,,loodus,sg all
lööma,,,muusikatööstur,pl all
lööma,,,kand,pl all
Napsteri,,,kohus,sg in
Napsteri,,,järjekord,sg p
nimetama,,,sõsarprogramm,pl el
kehtima,,,töölevõtmine,sg ad
esinema,,,mapp,sg kom
spetsialist,,,olu,pl g
spetsialist,,,firma,sg in
saama,,,see,sg g
panema,,,juht,sg g
panema,,,kabinet,adt
panema,,,tool,sg all
panema,,,sina,pl all
panema,,,silm,pl kom
tulema,,,tasumine,sg kom
tulema,,,tema,sg ad
pöörduma,,,sügis,sg ad
pöörduma,,,muusikakool,sg g
pöörduma,,,päring,sg kom
pöörduma,,,tingimus,pl ad
pöörduma,,,mittestatsionaarne,sg es
pöörduma,,,eriala,sg ad
raamat,,,ise,pl all
teadma,,,kord,sg n
teadma,,,elu,sg in
teadma,,,laud,sg g
teadma,,,matuseline,pl g
kartma,,,hoolealune,pl g
ärkama,,,hommik,sg ad
lõpetama,,,mina,sg g
pidama,,,koht,pl g
pöördunud,tagasi,,Läti,adt
pöördunud,tagasi,,Ameerika,sg all
avama,,,mina,sg all
kuuluma,,,riik,sg all
kuuluma,,,raha,pl el
tulema,edasi,,rahvas,sg g
kasvama,,,kunst,sg p
kasvama,,,rahvas,sg g
näitama,,,metseen,pl g
näitama,,,tellimus,pl all
ütlema,,,aasta,sg ad
ütlema,,,lend,adt
lootma,,,tase,sg ad
tavatsema,,,öö,sg g
avama,,,juuni,sg ad
avama,,,Hannover,sg in
ehitama,,,silm,adt
ehitama,,,tehiskuusk,pl kom
ehitama,,,papi,sg el
ehitama,,,lõpp,sg p
nägema,,,idee,sg el
eeskuju,,,sõna,pl ad
eeskuju,,,tema,pl ad
eeskuju,,,aeg,sg ad
tegema,,,koostöö,sg in
tunnistama,,,eksklusiivintervjuu,sg in
tunnistama,,,Eesti,sg g
situatsioon,,,valdkond,pl in
liituma,,,kaheksakümnes,pl ad
liituma,,,aasta,sg p
