pat_id,pattern,verb_word,verb_compound,phrase_nr,phrase_case,deprel,adp,inf_verb
353,segama_1 Arg0 (segaja),segama,,1,,nsubj,,
353,segama_1 Arg0 (segaja),segama,,1,,csubj,,
353,"segama_1 Arg1 (keda, mida)",segama,,2,,obj,,
354,segama_2 Arg0 (segaja),segama,,1,,nsubj,,
354,segama_2 Arg1 (keda (ennast),segama,,2,,obj,,
354,segama_2 Arg2 (millesse),segama,,3,ill,obl,,
355,segama_3 Arg0 (segaja),segama,,1,,nsubj,,
355,segama_3 Arg1 (aine/objekt),segama,,2,,obj,,
355,segama_3 Arg2 (vahend),segama,,3,kom,obl,,
356,segama_4 Arg0 (segaja),segama,,1,,nsubj,,
356,segama_4 Arg1 (aine),segama,,2,,obj,,
356,segama_4 Arg1 (aine),segama,,2,el,obl,,
356,segama_4 Arg3 (tulemus),segama,,3,part,obl,,
356,segama_4 Arg4 (saaja),segama,,4,all,obl,,
357,tutvustama_1 Arg0 (tutvustaja),tutvustama,,1,,nsubj,,
357,"tutvustama_1 Arg1 (mida, keda tutvustatakse)",tutvustama,,2,,obj,,
357,"tutvustama_1 Arg1 (mida, keda tutvustatakse)",tutvustama,,2,kom,obl,,
357,tutvustama_1 Arg2 ( saaja/adressaat),tutvustama,,3,,obj,,
357,tutvustama_1 Arg2 ( saaja/adressaat),tutvustama,,3,all,obl,,
358,varjama_1 Arg0 (varjaja),varjama,,1,,nsubj,,
358,"varjama_1 Arg1 (mida, keda)",varjama,,2,,obj,,
358,varjama_1 Arg3 (vahend),varjama,,3,kom,obl,,
359,tootma_1 Arg0 (tootja),tootma,,1,,nsubj,,
359,"tootma_1 Arg1 (mida, keda)",tootma,,2,,obj,,
360,osutama_1 Arg0 (osutaja),osutama,,1,,nsubj,,
360,osutama_1 Arg2 (vahend),osutama,,2,kom,obl,,
361,osutama_2 Arg0 (osutaja),osutama,,1,,nsubj,,
361,osutama_2 Arg1 (teema),osutama,,2,,obj,,
361,osutama_2 Arg1 (teema),osutama,,2,,ccomp,,
361,osutama_2 Arg2 (kellele),osutama,,3,all,obl,,
362,oletama_1 Arg0 (oletaja),oletama,,1,,nsubj,,
362,oletama_1 Arg1 (teema),oletama,,2,,obj,,
362,oletama_1 Arg1 (teema),oletama,,2,,ccomp,,
363,külastama_1 Arg0 (külastaja),külastama,,1,,nsubj,,
363,külastama_1 Arg1 (koht/adressaat),külastama,,2,,obj,,
364,keelama_1 Arg0 (keelaja),keelama,,1,,nsubj,,
364,keelama_1 Arg1 (keelatud asi/tegevus),keelama,,2,,obj,,
364,keelama_1 Arg1 (keelatud asi/tegevus),keelama,,2,,xcomp,,
364,keelama_1 Arg2 (adressaat),keelama,,3,ad,obl,,
365,ärkama_1 Arg0 (ärkaja),ärkama,,1,,nsubj,,
366,töötlema_1 Arg0 (töötleja),töötlema,,1,,nsubj,,
366,töötlema_1 Arg1 (patsient),töötlema,,2,,obj,,
366,töötlema_1 Arg2 (tulemus),töötlema,,3,,xcomp,,
367,murdma_1 Arg0 (murdja),murdma,,1,,nsubj,,
367,murdma_1 Arg1 (patsient),murdma,,2,,obj,,
367,murdma_1 Arg1 (patsient),murdma,,2,in,obl,,
367,"murdma_1 Arg2 (JAH tulemus - kas on Arg? pooleks, puruks)",murdma,,3,,advmod,,
368,lahendama_1 Arg0 (lahendaja),lahendama,,1,,nsubj,,
368,lahendama_1 Arg1 (teema),lahendama,,2,,obj,,
368,lahendama_1 Arg2 (vahend/viis),lahendama,,3,kom,obl,,
369,sõlmima_1 Arg0 (sõlmija),sõlmima,,1,,nsubj,,
369,sõlmima_1 Arg1 (objekt),sõlmima,,2,,obj,,
370,sõlmima_2 Arg0 (sõlmija),sõlmima,,1,,nsubj,,
370,sõlmima_2 Arg1 (mis sõlmitakse),sõlmima,,2,,obj,,
370,sõlmima_2 Arg2 (kellega),sõlmima,,3,kom,obl,,
371,tantsima_1 Arg0 (tantsija),tantsima,,1,,nsubj,,
371,tantsima_1 Arg1 (tants),tantsima,,2,,obj,,
371,tantsima_1 Arg2 (kellega),tantsima,,3,kom,obl,,
372,takistama_1 Arg0 (takistaja),takistama,,1,,nsubj,,
372,"takistama_1 Arg1 (tegevus või asi, mida takistatakse)",takistama,,2,,obj,,
372,"takistama_1 Arg1 (tegevus või asi, mida takistatakse)",takistama,,2,,xcomp,,
372,takistama_1 Arg2 (keda takistatakse),takistama,,3,,obj,,
372,takistama_1 Arg2 (keda takistatakse),takistama,,3,ad,obl,,
373,puhkama_1 Arg0 (puhkaja),puhkama,,1,,nsubj,,
373,puhkama_1 Arg1 (jalga),puhkama,,2,,obj,,
373,puhkama_1 Arg2 (koht),puhkama,,3,in,obl,,
373,puhkama_1 Arg2 (koht),puhkama,,3,ad,obl,,
374,"nautima_1 Arg0 (nautija, kogeja?)",nautima,,1,,nsubj,,
374,nautima_1 Arg1 (teema),nautima,,2,,obj,,
375,naeratama_1 Arg0 (naerataja),naeratama,,1,,nsubj,,
375,naeratama_1 Arg1 (naeratus (väga harv),naeratama,,2,,obj,,
375,naeratama_1 Arg2 (adressaat),naeratama,,3,all,obl,,
376,taotlema_1 Arg0 (taotleja),taotlema,,1,,nsubj,,
376,taotlema_1 Arg1 (teema),taotlema,,2,,obj,,
376,taotlema_1 Arg1 (teema),taotlema,,2,,ccomp,,
376,taotlema_1 Arg1 (teema),taotlema,,2,,xcomp,,
376,taotlema_1 Arg2 (allikas),taotlema,,3,abl,obl,,
376,taotlema_1 Arg2 (allikas),taotlema,,3,el,obl,,
376,taotlema_1 Arg3 (eesmärk),taotlema,,4,tr,obl,,
376,taotlema_1 Arg4 (saaja),taotlema,,5,all,obl,,
377,koostama_1 Arg0 (koostaja),koostama,,1,,nsubj,,
377,koostama_1 Arg1 (objekt),koostama,,2,,obj,,
378,asendama_1 Arg0 (asendaja),asendama,,1,,nsubj,,
378,asendama_1 Arg1 (objekt),asendama,,2,,obj,,
378,asendama_1 Arg2 (millega),asendama,,3,kom,obl,,
379,asendama_2 Arg0 (asendaja),asendama,,1,,nsubj,,
379,asendama_2 Arg1 (objekt),asendama,,2,,obj,,
380,välistama_1 Arg0 (välistaja),välistama,,1,,nsubj,,
380,välistama_1 Arg1 (teema),välistama,,2,,obj,,
380,välistama_1 Arg1 (teema),välistama,,2,,ccomp,,
381,piirama_1 Arg0 (piiraja),piirama,,1,,nsubj,,
381,piirama_1 Arg1 (teema),piirama,,2,,obj,,
381,piirama_1 Arg2 (millega),piirama,,3,kom,obl,,
382,muigama_1 Arg0 (muigaja),muigama,,1,,nsubj,,
382,muigama_1 Arg1,muigama,,2,,ccomp,,
383,vahendama_1 Arg0 (vahendaja),vahendama,,1,,nsubj,,
383,vahendama_1 Arg1 (teema),vahendama,,2,,obj,,
383,vahendama_1 Arg1 (teema),vahendama,,2,,ccomp,,
384,taipama_1 Arg0 (taipaja),taipama,,1,,nsubj,,
384,taipama_1 Arg1 (teema/mida teha),taipama,,2,,ccomp,,
384,taipama_1 Arg1 (teema/mida teha),taipama,,2,,obj,,
384,taipama_1 Arg1 (teema/mida teha),taipama,,2,,xcomp,,
385,omama_1 Arg0 (omaja),omama,,1,,nsubj,,
385,omama_1 Arg1 (teema),omama,,2,,obj,,
386,nõustuma_1 Arg0 (nõustuja),nõustuma,,1,,nsubj,,
386,nõustuma_1 Arg1 (mida tegema/millega),nõustuma,,2,,xcomp,,
386,nõustuma_1 Arg1 (mida tegema/millega),nõustuma,,2,kom,obl,,
387,kiitma_1 Arg0 (kiitja),kiitma,,1,,nsubj,,
387,kiitma_1 Arg1 (teema),kiitma,,2,,obj,,
388,häirima_1 Arg0 (häirija),häirima,,1,,nsubj,,
388,häirima_1 Arg0 (häirija),häirima,,1,,csubj,,
388,"häirima_1 Arg1 (keda, mida)",häirima,,2,,obj,,
389,süüdistama_1 Arg0 (süüdistaja),süüdistama,,1,,nsubj,,
389,"süüdistama_1 Arg1 (keda, mida)",süüdistama,,2,,obj,,
389,süüdistama_1 Arg2 (milles),süüdistama,,3,in,obl,,
389,süüdistama_1 Arg2 (milles),süüdistama,,3,,advcl,,
390,hoolitsema_1 Arg0 (hoolitseja),hoolitsema,,1,,nsubj,,
391,hingama_1 Arg0 (hingaja),hingama,,1,,nsubj,,
391,hingama_1 Arg1 (teema),hingama,,2,,obj,,
392,tähistama_1 Arg0 (tähistaja),tähistama,,1,,nsubj,,
392,tähistama_1 Arg1 (teema),tähistama,,2,,obj,,
392,tähistama_1 Arg2 (millega),tähistama,,3,kom,obl,,
393,neelama_1 Arg0 (neelaja),neelama,,1,,nsubj,,
393,neelama_1 Arg1 (patsient),neelama,,2,,obj,,
394,munema_1 Arg0 (muneja),munema,,1,,nsubj,,
394,munema_1 Arg1 (muna),munema,,2,,obj,,
395,kindlustama_1 Arg0 (kindlustaja),kindlustama,,1,,nsubj,,
395,kindlustama_1 Arg1 (teema),kindlustama,,2,,obj,,
395,kindlustama_1 Arg2 (saaja),kindlustama,,3,all,obl,,
396,alistama_1 Arg0 (alistaja),alistama,,1,,nsubj,,
396,alistama_1 Arg1 (kelle (kaotaja),alistama,,2,,obj,,
396,"alistama_1 Arg2 (võistlus, st koht)",alistama,,3,in,obl,,
396,"alistama_1 Arg2 (võistlus, st koht)",alistama,,3,ad,obl,,
397,toimetama_1 Arg0 (toimetaja),toimetama,,1,,nsubj,,
397,toimetama_1 Arg1 (teema),toimetama,,2,,obj,,
398,toimetama_2 Arg0 (toimetaja),toimetama,,1,,nsubj,,
398,toimetama_2 Arg1 (teema),toimetama,,2,,obj,,
398,toimetama_2 Arg3 (lähtekoht),toimetama,,3,el,obl,,
399,toimetama_3 Arg0 (toimetaja),toimetama,,1,,nsubj,,
399,toimetama_3 Arg1 (teema),toimetama,,2,,obj,,
400,taastama_1 Arg0 (taastaja),taastama,,1,,nsubj,,
400,taastama_1 Arg1 (patsient),taastama,,2,,obj,,
400,taastama_1 Arg2 (tulemus),taastama,,3,,xcomp,,
401,pühendama_1 Arg0 (pühendaja),pühendama,,1,,nsubj,,
401,pühendama_1 Arg1 (teema),pühendama,,2,,obj,,
401,pühendama_1 Arg2 (kellele/millele),pühendama,,3,all,obl,,
402,kohtama_1 Arg0 (kohtaja),kohtama,,1,,nsubj,,
402,kohtama_1 Arg1 (teema),kohtama,,2,,obj,,
403,hävitama_1 Arg0 (hävitaja),hävitama,,1,,nsubj,,
403,hävitama_1 Arg1 (patsient),hävitama,,2,,obj,,
404,eemaldama_1 Arg0 (eemaldaja),eemaldama,,1,,nsubj,,
404,eemaldama_1 Arg1 (teema),eemaldama,,2,,obj,,
405,varustama_1 Arg0 (varustaja),varustama,,1,,nsubj,,
405,varustama_1 Arg1 (omaja?/adressaat),varustama,,2,,obj,,
405,varustama_1 Arg2 (millega),varustama,,3,kom,obl,,
406,salvestama_1 Arg0 (salvestaja),salvestama,,1,,nsubj,,
406,salvestama_1 Arg1 (teema),salvestama,,2,,obj,,
407,ründama_1 Arg0 (ründaja),ründama,,1,,nsubj,,
407,ründama_1 Arg1 (patsient),ründama,,2,,obj,,
408,peitma_1 Arg0 (peitja),peitma,,1,,nsubj,,
408,peitma_1 Arg1 (teema),peitma,,2,,obj,,
409,nokkima_1 Arg0 (nokkija),nokkima,,1,,nsubj,,
409,"nokkima_1 Arg1 (mida, keda)",nokkima,,2,,obj,,
410,korjama_1 Arg0 (korjaja),korjama,,1,,nsubj,,
410,korjama_1 Arg1 (objekt),korjama,,2,,obj,,
411,arvutama_1 Arg0 (arvutaja),arvutama,,1,,nsubj,,
411,arvutama_1 Arg1 (teema),arvutama,,2,,obj,,
411,arvutama_1 Arg1 (teema),arvutama,,2,,ccomp,,
412,arutama_1 Arg0 (arutaja),arutama,,1,,nsubj,,
413,arutlema_1 Arg0 (arutleja),arutlema,,1,,nsubj,,
414,arvestama_1 Arg0 (arvestaja),arvestama,,1,,nsubj,,
414,arvestama_1 Arg1 (teema),arvestama,,2,,obj,,
414,arvestama_1 Arg1 (teema),arvestama,,2,,ccomp,,
414,arvestama_1 Arg1 (teema),arvestama,,2,kom,obl,,
415,arvestama_2 Arg0 (arvestaja),arvestama,,1,,nsubj,,
415,arvestama_2 Arg1 (teema),arvestama,,2,,obj,,
416,astuma_1 Arg0 (astuja),astuma,,1,,nsubj,,
416,astuma_1 Arg1 (samm),astuma,,2,,obj,,
416,astuma_1 Arg3 (kuhu),astuma,,3,el,obl,,
416,astuma_1 Arg3 (kuhu),astuma,,3,abl,obl,,
417,eeldama_1 Arg0 (eeldaja),eeldama,,1,,nsubj,,
417,eeldama_1 Arg1 (teema),eeldama,,2,,obj,,
417,eeldama_1 Arg1 (teema),eeldama,,2,,ccomp,,
417,eeldama_1 Arg1 (teema),eeldama,,2,,xcomp,,
417,"eeldama_1 Arg2 (kellelt, millelt)",eeldama,,3,abl,obl,,
418,ennustama_1 Arg0 (ennustaja),ennustama,,1,,nsubj,,
418,ennustama_1 Arg1 (teema),ennustama,,2,,obj,,
418,ennustama_1 Arg1 (teema),ennustama,,2,,ccomp,,
418,ennustama_1 Arg2 (adressaat),ennustama,,3,all,obl,,
419,huvitama_1 Arg0 (mis huvitab),huvitama,,1,,nsubj,,
419,huvitama_1 Arg0 (mis huvitab),huvitama,,1,,csubj,,
419,huvitama_1 Arg1 (keda huvitab),huvitama,,2,,obj,,
420,investeerima_1 Arg0 (investeerija),investeerima,,1,,nsubj,,
421,iseloomustama_1 Arg0 (iseloomustaja),iseloomustama,,1,,nsubj,,
421,iseloomustama_1 Arg1 (teema),iseloomustama,,2,,obj,,
421,"iseloomustama_1 Arg2 (kuidas, kellena)",iseloomustama,,3,,advcl,,
422,julgema_1 Arg0 (kes julgeb),julgema,,1,,nsubj,,
422,julgema_1 Arg1 (mida teha),julgema,,2,,xcomp,,
423,"järgnema_1 Arg0 (kes, mis järgneb)",järgnema,,1,,nsubj,,
423,järgnema_1 Arg1 (millele),järgnema,,2,all,obl,,
423,järgnema_1 Arg1 (millele),järgnema,,2,el,obl,,
424,kaaluma_1 Arg0 (kaaluja),kaaluma,,1,,nsubj,,
424,kaaluma_1 Arg1 (teema),kaaluma,,2,,obj,,
425,kaaluma_2 Arg1 (mis kaalub),kaaluma,,1,,nsubj,,
426,kaaluma_3 Arg0 (kaaluja),kaaluma,,1,,nsubj,,
426,kaaluma_3 Arg1 (teema),kaaluma,,2,,obj,,
426,kaaluma_3 Arg1 (teema),kaaluma,,2,,ccomp,,
427,kaasama_1 Arg0 (kaasaja),kaasama,,1,,nsubj,,
427,kaasama_1 Arg1 (teema),kaasama,,2,,obj,,
428,kannatama_1 Arg0 (kannataja),kannatama,,1,,nsubj,,
429,kannatama_2 Arg1 (kes/mis kannatab),kannatama,,1,,nsubj,,
430,keelduma_1 Arg0 (keelduja),keelduma,,1,,nsubj,,
430,keelduma_1 Arg1 (millest),keelduma,,2,el,obl,,
430,keelduma_1 Arg1 (millest),keelduma,,2,,xcomp,,
431,keskenduma_1 Arg1 (kes/mis keskendub),keskenduma,,1,,nsubj,,
431,keskenduma_1 Arg2 (millele),keskenduma,,2,all,obl,,
432,kestma_1 Arg1 (mis kestab),kestma,,1,,nsubj,,
433,kippuma_1 Arg0 (kippuja),kippuma,,1,,nsubj,,
433,kippuma_1 ArgM,kippuma,,2,,xcomp,,
434,koguma_1 Arg0 (koguja),koguma,,1,,nsubj,,
434,koguma_1 Arg1 (teema),koguma,,2,,obj,,
435,kohtuma_1 Arg0 (kohtuja),kohtuma,,1,,nsubj,,
435,kohtuma_1 Arg1 (kellega),kohtuma,,2,kom,obl,,
436,kommenteerima_1 Arg0 (kommenteerija),kommenteerima,,1,,nsubj,,
436,kommenteerima_1 Arg1 (teema),kommenteerima,,2,,obj,,
436,kommenteerima_1 Arg1 (teema),kommenteerima,,2,,ccomp,,
437,"käituma_1 Arg0 (kes, mis käitub)",käituma,,1,,nsubj,,
437,käituma_1 Arg1 (kuidas),käituma,,2,,advmod,,
437,käituma_1 Arg1 (kuidas),käituma,,2,,advcl,,
437,käituma_1 Arg1 (kuidas),käituma,,2,kom,obl,,
437,käituma_1 Arg2 (millega),käituma,,3,kom,obl,,
438,leppima_1 Arg0 (kes lepib),leppima,,1,,nsubj,,
438,leppima_1 Arg1 (millega),leppima,,2,kom,obl,,
438,leppima_1 Arg1 (millega),leppima,,2,,ccomp,,
439,loobuma_1 Arg0 (loobuja),loobuma,,1,,nsubj,,
439,loobuma_1 Arg1 (millest),loobuma,,2,el,obl,,
440,lootma_1 Arg0 (lootja),lootma,,1,,nsubj,,
440,lootma_1 Arg1 (teema),lootma,,2,,obj,,
440,lootma_1 Arg1 (teema),lootma,,2,,ccomp,,
440,lootma_1 Arg1 (teema),lootma,,2,,xcomp,,
441,lähtuma_1 Arg0 (lähtuja),lähtuma,,1,,nsubj,,
441,lähtuma_1 Arg1 (teema),lähtuma,,2,el,obl,,
441,lähtuma_1 Arg1 (teema),lähtuma,,2,abl,obl,,
442,magama_1 Arg0 (magaja),magama,,1,,nsubj,,
442,magama_1 Arg1 (uni),magama,,2,,obj,,
442,magama_1 Arg2 (koht),magama,,3,in,obl,,
442,magama_1 Arg2 (koht),magama,,3,ad,obl,,
443,magama_2 Arg0 (magaja),magama,,1,,nsubj,,
443,magama_2 Arg1 (kellega),magama,,2,kom,obl,,
444,meeldima_1 Arg1 (mis meeldib),meeldima,,1,,nsubj,,
444,meeldima_1 Arg1 (mis meeldib),meeldima,,1,,csubj,,
444,meeldima_1 Arg2 (kogeja),meeldima,,2,all,obl,,
445,mõistma_1 Arg0 (mõistja),mõistma,,1,,nsubj,,
445,mõistma_1 Arg1 (teema),mõistma,,2,,obj,,
445,mõistma_1 Arg1 (teema),mõistma,,2,,ccomp,,
445,mõistma_1 Arg1 (teema),mõistma,,2,,xcomp,,
446,mõistma_2 Arg0 (mõistja),mõistma,,1,,nsubj,,
446,mõistma_2 Arg1 (karistus/otsus),mõistma,,2,,obj,,
446,mõistma_2 Arg1 (karistus/otsus),mõistma,,2,all,obl,,
446,mõistma_2 Arg1 (karistus/otsus),mõistma,,2,,xcomp,,
446,mõistma_2 Arg1 (karistus/otsus),mõistma,,2,,advmod,,
446,mõistma_2 Arg3 (kellena),mõistma,,3,es,obl,,
447,naerma_1 Arg0 (naerja),naerma,,1,,nsubj,,
448,omandama_1 Arg0 (omandaja),omandama,,1,,nsubj,,
448,omandama_1 Arg1 (teema),omandama,,2,,obj,,
449,osalema_1 Arg0 (osaleja),osalema,,1,,nsubj,,
449,osalema_1 Arg1 (kus/tegevus),osalema,,2,ad,obl,,
449,osalema_1 Arg1 (kus/tegevus),osalema,,2,in,obl,,
450,paistma_1 Arg1 (mis paistab),paistma,,1,,nsubj,,
451,paistma_2 Arg1 (mis paistab),paistma,,1,,nsubj,,
451,paistma_2 Arg3 (kellest paistab),paistma,,2,el,obl,,
451,paistma_2 Arg4 (kuidas paistab),paistma,,3,,advmod,,
452,paistma_3 Arg1 (mis paistab),paistma,,1,,nsubj,,
452,"paistma_3 Arg2 (milline, millisena paistab)",paistma,,2,,xcomp,,
452,"paistma_3 Arg2 (milline, millisena paistab)",paistma,,2,,advmod,,
452,"paistma_3 Arg2 (milline, millisena paistab)",paistma,,2,,advcl,,
452,"paistma_3 Arg2 (milline, millisena paistab)",paistma,,2,in,obl,,
452,paistma_3 Arg3 (kellele paistab),paistma,,3,all,obl,,
453,paistma_4 Arg1,paistma,,1,,nsubj,,
454,paistma_5 Arg1,paistma,,1,,nsubj,,
455,pingutama_1 Arg0 (pingutaja),pingutama,,1,,nsubj,,
455,pingutama_1 Arg1 (patsient),pingutama,,2,,obj,,
456,pingutama_2 Arg0 (pingutaja),pingutama,,1,,nsubj,,
456,pingutama_2 Arg1 (end),pingutama,,2,,obj,,
457,pruukima_1 Arg1 (mis ei pruugi),pruukima,,1,,nsubj,,
457,pruukima_1 Arg2 (mida teha),pruukima,,2,,xcomp,,
457,"pruukima_1 Arg3 (kellel, millel)",pruukima,,3,ad,obl,,
458,pruukima_2 Arg0 (pruukija),pruukima,,1,,nsubj,,
458,pruukima_2 Arg1 (mida),pruukima,,2,,obj,,
459,puutuma_1 Arg0 (puutuja),puutuma,,1,,nsubj,,
460,puutuma_2 Arg1 (mis puutub),puutuma,,1,,nsubj,,
461,pääsema_1 Arg0,pääsema,,1,,nsubj,,
461,pääsema_1 Arg5,pääsema,,2,,xcomp,,
462,pääsema_2 Arg0 (pääseja),pääsema,,1,,nsubj,,
463,pöörduma_1 Arg1 (mis pöördub),pöörduma,,1,,nsubj,,
463,pöörduma_1 Arg3 (tulemus),pöörduma,,2,,xcomp,,
464,pöörduma_2 Arg0 (pöörduja),pöörduma,,1,,nsubj,,
465,püsima_1 Arg1 (mis püsib),püsima,,1,,nsubj,,
466,suhtlema_1 Arg0 (suhtleja),suhtlema,,1,,nsubj,,
466,suhtlema_1 Arg1 (adressaat),suhtlema,,2,kom,obl,,
467,suhtuma_1 Arg0 (suhtuja),suhtuma,,1,,nsubj,,
468,suunama_1 Arg0 (suunaja),suunama,,1,,nsubj,,
468,suunama_1 Arg1 (teema),suunama,,2,,obj,,
468,suunama_1 ArgM,suunama,,3,,xcomp,,
468,suunama_1 ArgM,suunama,,3,tr,obl,,
468,suunama_1 ArgM,suunama,,3,all,obl,,
469,süvenema_1 Arg0 (süveneja),süvenema,,1,,nsubj,,
470,süvenema_2 Arg1 (mis süveneb),süvenema,,1,,nsubj,,
471,tagama_1 Arg0 (tagaja),tagama,,1,,nsubj,,
471,tagama_1 Arg1 (teema),tagama,,2,,obj,,
471,tagama_1 Arg1 (teema),tagama,,2,,ccomp,,
471,tagama_1 Arg2 (saaja),tagama,,3,all,obl,,
472,tasuma_1 Arg0 (tasuja),tasuma,,1,,nsubj,,
472,tasuma_1 Arg1 (mida),tasuma,,2,,obj,,
472,tasuma_1 Arg2 (saaja),tasuma,,3,all,obl,,
472,tasuma_1 Arg4 (millega),tasuma,,4,kom,obl,,
473,"tasuma_2 Arg1 (see, mida tasub teha)",tasuma,,1,,csubj,,
473,tasuma_2 Arg2 (adressaat/tegija?),tasuma,,2,ad,obl,,
474,tegutsema_1 Arg0 (tegutseja),tegutsema,,1,,nsubj,,
474,tegutsema_1 Arg2 (kellena),tegutsema,,2,es,obl,,
475,"tingima_1 Arg0 (see, mis tingib)",tingima,,1,,nsubj,,
475,tingima_1 Arg1 (mille),tingima,,2,,obj,,
475,tingima_1 Arg1 (mille),tingima,,2,,ccomp,,
476,toetuma_1 Arg0 (toetuja),toetuma,,1,,nsubj,,
476,toetuma_1 Arg1 (millele),toetuma,,2,all,obl,,
477,"toimima_1 Arg1 (see, mis toimib)",toimima,,1,,nsubj,,
477,"toimima_1 Arg3 (kuidas, millena, nagu mis)",toimima,,2,ad,obl,,
477,"toimima_1 Arg3 (kuidas, millena, nagu mis)",toimima,,2,kom,obl,,
477,"toimima_1 Arg3 (kuidas, millena, nagu mis)",toimima,,2,,xcomp,,
477,"toimima_1 Arg3 (kuidas, millena, nagu mis)",toimima,,2,,advmod,,
477,"toimima_1 Arg3 (kuidas, millena, nagu mis)",toimima,,2,,advcl,,
478,"tuginema_1 Arg1 (see, mis tugineb)",tuginema,,1,,nsubj,,
478,tuginema_1 Arg2 (millele/millel),tuginema,,2,all,obl,,
478,tuginema_1 Arg2 (millele/millel),tuginema,,2,ad,obl,,
479,tuletama_1 Arg0 (tuletaja),tuletama,,1,,nsubj,,
479,tuletama_1 Arg1 (mille),tuletama,,2,,obj,,
479,"tuletama_1 Arg2 (adressaat, st kellele meelde tuletatakse)",tuletama,,3,all,obl,,
479,tuletama_1 Arg3 (meelde),tuletama,,4,ill,obl,,
480,tutvuma_1 Arg0 (tutvuja),tutvuma,,1,,nsubj,,
480,tutvuma_1 Arg1 (teema),tutvuma,,2,kom,obl,,
481,valdama_1 Arg0 (valdaja),valdama,,1,,nsubj,,
481,valdama_1 Arg1 (teema),valdama,,2,,obj,,
482,valdama_2 Arg1 (mis valdab),valdama,,1,,nsubj,,
482,valdama_2 Arg2 (keda),valdama,,2,,obj,,
483,veenduma_1 Arg0 (veenduja),veenduma,,1,,nsubj,,
483,veenduma_1 Arg1 (teema),veenduma,,2,,ccomp,,
483,veenduma_1 Arg1 (teema),veenduma,,2,in,obl,,
484,viitsima_1 Arg0 (viitsija),viitsima,,1,,nsubj,,
484,viitsima_1 Arg1 (mida teha),viitsima,,2,,xcomp,,
485,viskuma_1 Arg0 (viskuja),viskuma,,1,,nsubj,,
485,viskuma_1 Arg1 (asend),viskuma,,2,,advmod,,
486,vältima_1 Arg0 (vältija),vältima,,1,,nsubj,,
486,vältima_1 Arg1 (mida),vältima,,2,,obj,,
487,algatama_1 Arg0 (algataja),algatama,,1,,nsubj,,
487,algatama_1 Arg1 (teema),algatama,,2,,obj,,
488,asutama_1 Arg0 (asutaja),asutama,,1,,nsubj,,
488,asutama_1 Arg1 (mille),asutama,,2,,obj,,
489,domineerima_1 Arg0 (domineerija),domineerima,,1,,nsubj,,
490,eksima_1 Arg0 (eksija),eksima,,1,,nsubj,,
490,eksima_1 Arg1 (koht),eksima,,2,ill,obl,,
491,eksima_2 Arg0 (eksija),eksima,,1,,nsubj,,
491,eksima_2 Arg1 (teema),eksima,,2,in,obl,,
491,eksima_2 Arg1 (teema),eksima,,2,kom,obl,,
492,eraldama_1 Arg0 (eraldaja),eraldama,,1,,nsubj,,
492,eraldama_1 Arg1 (teema),eraldama,,2,,obj,,
492,eraldama_1 Arg2 (millest eraldatud),eraldama,,3,el,obl,,
492,eraldama_1 Arg3 (vahend),eraldama,,4,kom,obl,,
493,eraldama_2 Arg0 (eraldaja),eraldama,,1,,nsubj,,
493,eraldama_2 Arg1 (teema),eraldama,,2,,obj,,
493,eraldama_2 Arg2 (allikas),eraldama,,3,el,obl,,
493,eraldama_2 Arg3 (eesmärk),eraldama,,4,tr,obl,,
493,eraldama_2 Arg4 (saaja),eraldama,,5,all,obl,,
494,eraldama_3 Arg0 (eraldaja),eraldama,,1,,nsubj,,
494,eraldama_3 Arg1 (teema),eraldama,,2,,ccomp,,
495,hankima_1 Arg0 (hankija),hankima,,1,,nsubj,,
495,hankima_1 Arg1 (teema),hankima,,2,,obj,,
495,hankima_1 Arg1 (teema),hankima,,2,,xcomp,,
495,hankima_1 Arg2 (saaja),hankima,,3,all,obl,,
496,harjutama_1 Arg0 (harjutaja),harjutama,,1,,nsubj,,
496,harjutama_1 Arg1 (teema),harjutama,,2,,obj,,
497,hoolima_1 Arg0 (hoolija),hoolima,,1,,nsubj,,
497,hoolima_1 Arg1 (teema),hoolima,,2,el,obl,,
497,hoolima_1 Arg1 (teema),hoolima,,2,,ccomp,,
498,hõivama_1 Arg0 (hõivaja),hõivama,,1,,nsubj,,
498,hõivama_1 Arg1 (mille),hõivama,,2,,obj,,
499,"jääma_1 Arg1 (see, mis jääb)",jääma,,1,,nsubj,,
499,jääma_1 Arg2 (vist ei ole),jääma,,2,el,obl,,
499,jääma_1 Arg4 (saaja),jääma,,3,all,obl,,
499,jääma_1 Arg5,jääma,,4,,xcomp,,
500,"jääma_2 Arg1 (see, mis jääb)",jääma,,1,,nsubj,,
500,jääma_2 Arg2,jääma,,2,el,obl,,
500,jääma_2 Arg4 (saaja),jääma,,3,all,obl,,
500,jääma_2 Arg5,jääma,,4,,xcomp,,
501,"jääma_3 Arg1 (see, mis jääb)",jääma,,1,,nsubj,,
501,jääma_3 Arg2,jääma,,2,el,obl,,
501,jääma_3 Arg5,jääma,,3,,xcomp,,
502,"jääma_4 Arg1 (see, mis jääb)",jääma,,1,,nsubj,,
502,jääma_4 Arg2,jääma,,2,el,obl,,
503,"jääma_5 Arg1 (see, mis jääb)",jääma,,1,,nsubj,,
503,jääma_5 Arg2,jääma,,2,el,obl,,
