"word","semantic_types"
surnutepüha,sündmus
surnute riik,KOHT
surnuteriik,KOHT
surnuvärav,KOHT
Surrey,KOHT
Suru,KOHT
surutus,SEISUND
Surva,KOHT
Surxondaryo,KOHT
sushi-baar,KOHT
Sussex,KOHT
sušibaar,KOHT
Suzdal,KOHT
Suzhou,KOHT
Sutlej,KOHT
Sutlema,KOHT
Sutlep,KOHT
Sutlepa,KOHT
Sutte,KOHT
Sutu,KOHT
suubla,KOHT
suubumisjärv,KOHT
suudmeharu,KOHT
suudmemaa,KOHT
Suuga,KOHT
suu- ja sõrataud,SEISUND
suu- ja sõratõbi,SEISUND
suulaelõhe,SEISUND
suu mulda täis,SEISUND
suunas,KOHT
suunavöönd,KOHT
suuneeluvähk,SEISUND
suunistusvõistlus,sündmus
suu putru täis,SEISUND
suupõletik,SEISUND
Suur-Ararat,KOHT
Suur-Belt,KOHT
Suurbritannia,KOHT
Suure-Ahli,KOHT
Suured Antillid,KOHT
Suure-Jaani,KOHT
Suurejõe,KOHT
Suure-Kambja,KOHT
Suurekivi,KOHT
Suure-Lähtru,KOHT
Suuremetsa,KOHT
Suuremõisa,KOHT
Suurepsi,KOHT
Suure-Rakke,KOHT
Suureranna,KOHT
Suure-Rootsi,KOHT
Suuresadama,KOHT
Suuresta,KOHT
suurettevõte,KOHT
Suure-Veerksu,KOHT
suurfarm,KOHT
suurfirma,KOHT
suur hall,SEISUND
suurhertsogiriik,KOHT
Suur Hiina kanal,KOHT
Suur Hiina tasandik,KOHT
Suur-Ida,KOHT
suur isamaasõda,sündmus
Suurjärv,KOHT
Suur järvistu,KOHT
suurkamber,KOHT
Suur kanjon,KOHT
Suur Karujärv,KOHT
Suur katel,KOHT
Suur-Kaukasus,KOHT
suur kirikulõhe,sündmus
suurklooster,KOHT
suurkogu,sündmus
suurkool,KOHT
Suurküla,KOHT
Suurkülä,KOHT
suur laupäev,AEG
suurlaut,KOHT
Suur Liivakõrb,KOHT
suurlinn,KOHT
suur lomp,KOHT
suur maa,KOHT
suurmajand,KOHT
Suurmetsa,KOHT
suurmissa,sündmus
Suurmogulite riik,KOHT
Suur Munamägi,KOHT
suurmõis,KOHT
suurmüük,sündmus
Suurna,KOHT
suur neljapäev,AEG
Suur nõgu,KOHT
Suur-Nõmmküla,KOHT
suur nädal,AEG
Suur Orjajärv,KOHT
suur paast,AEG
Suur-Pahila,KOHT
Suur-Pakri,KOHT
Suurpalu,KOHT
suurpaneelelamu,KOHT
Suurpea,KOHT
Suur-Poola,KOHT
Suur Prantsuse revolutsioon,sündmus
suurpäev,AEG
Suur-Rahula,KOHT
Suur-Randvere,KOHT
Suur Rannavärav,KOHT
suur ristipäev,AEG
Suursaar,KOHT
suursaar,KOHT
suursaatkond,KOHT
Suur-Saksamaa,KOHT
suursaras,KOHT
suur skisma,sündmus
suur slämm,sündmus
Suursoo,KOHT
Suur Soolajärv,KOHT
suursündmus,sündmus
suurtalu,KOHT
suurtarbija,KOHT
suurtootja,KOHT
suurtuba,KOHT
suurtükipatarei,KOHT
suurtükipolügoon,KOHT
suurtükitorn,KOHT
suurtükiväeüksus,KOHT
suurtükiüksus,KOHT
Suur Tütarsaar,KOHT
Suurupi,KOHT
suurusluul,SEISUND
Suur-Valahhia,KOHT
Suur Vallrahu,KOHT
Suur Veelahkmeahelik,KOHT
Suur-Vene,KOHT
suur visiit,sündmus
suurvoor,KOHT
suurvoorestik,KOHT
suurvõistlus,sündmus
Suur väin,KOHT
suurvürstiriik,KOHT
suurõnnetus,sündmus
suurõppus,sündmus
Suurõ-Ruuga,KOHT
Suurõsuu,KOHT
Suur Õun,KOHT
suurüritus,sündmus
suusad lähevad risti,SEISUND
suusad ristis,SEISUND
suusafirma,KOHT
suusahooaeg,AEG
suusahüppemägi,KOHT
suusahüpperada,KOHT
suusahüppetorn,KOHT
suusahüppetrampliin,KOHT
suusahüppevõistlus,sündmus
suusakeskus,KOHT
suusakuurort,KOHT
suusamaa,KOHT
suusamatk,sündmus
suusameka,KOHT
suusamägi,KOHT
suusanõlv,KOHT
suusapuhkus,sündmus
suusasild,KOHT
suusastaadion,KOHT
suusatalv,AEG
suusatamisvõistlus,sündmus
suusatunnel,KOHT
suusavabrik,KOHT
suusavõistlus,sündmus
suuskurkompanii,KOHT
suutervis,SEISUND
suuvalge,SEISUND
suu vett täis,SEISUND
Suva,KOHT
suvalisus,SEISUND
Suvalkija,KOHT
suveaed,KOHT
suveaeg,AEG
suveakadeemia,sündmus
suvehakk,AEG
suveharjapäev,AEG
suvehooaeg,AEG
suvekirik,KOHT
suvekoda,KOHT
suvekodu,KOHT
suvekohvik,KOHT
suvekoloonia,KOHT
suvekool,KOHT
suvekorter,KOHT
suvekuu,AEG
suveköök,KOHT
suvelaut,KOHT
suveloss,KOHT
suvemaja,KOHT
suvemõis,KOHT
suvemängud,sündmus
suveolümpia,sündmus
suveolümpiamängud,sündmus
suvepuhkus,AEG
suvepäev,AEG
suvepäevad,sündmus
suvepüha,sündmus
suveresidents,KOHT
suveräniteet,SEISUND
suveteater,sündmus
suvetuur,sündmus
suveuinak,SEISUND
suveuni,SEISUND
suvevaheaeg,AEG
suveõhtu,AEG
suveöö,AEG
suveülikool,sündmus
suvi,AEG
suvila,KOHT
suvilakooperatiiv,KOHT
suvilakrunt,KOHT
suvine pööripäev,AEG
suvisted,sündmus
suvistelaupäev,AEG
suvistepüha,sündmus
suvituslinn,KOHT
Suwałki koridor,KOHT
Svaasi,KOHT
Svaasimaa,KOHT
Svalbard,KOHT
Svaneetia,KOHT
Svanethi,KOHT
Svealand,KOHT
Sveamaa,KOHT
Sverdlovsk,KOHT
Sverdlovski oblast,KOHT
Svetlogorsk,KOHT
Svetogorsk,KOHT
svh,KOHT
Sviby,KOHT
Sviibi,KOHT
sviit,KOHT
svips,SEISUND
Svir,KOHT
Swansea,KOHT
Święty Krzyż,KOHT
sõbrahoov,KOHT
sõbrakuu,AEG
sõbrapäev,AEG
sõbrasuhe,SEISUND
sõdurieksam,sündmus
sõdurikodu,KOHT
sõelmädanik,SEISUND
Sõgula,KOHT
sõiduaeg,AEG
sõidueksam,sündmus
sõidukaugus,KOHT
sõiduohutus,SEISUND
sõidurada,KOHT
sõidurida,KOHT
sõidus,SEISUND
sõidusiht,KOHT
sõidutee,KOHT
sõiduvesi,KOHT
sõiduvorm,SEISUND
Sõitme,KOHT
sõja-aasta,AEG
sõjaaeg,AEG
sõjahaav,KOHT
sõjahaud,KOHT
sõjajalal,SEISUND
sõjajalale,SEISUND
sõjakeeris,KOHT
sõjakolle,KOHT
sõjakomissariaat,KOHT
sõjakool,KOHT
sõjaleek,sündmus
sõjaministeerium,KOHT
sõjamuuseum,KOHT
Sõjamäe,KOHT
sõjamöll,KOHT
sõjaneuroos,SEISUND
sõjanädal,AEG
sõjaoht,SEISUND
sõjaolud,SEISUND
sõjaolukord,SEISUND
sõjapilv,SEISUND
sõjapurustus,SEISUND
sõjapäev,AEG
sõjapäevad,AEG
sõjasadam,KOHT
sõjaseisukord,SEISUND
sõjasuvi,AEG
sõjasüüdlane,KOHT
sõjatander,KOHT
sõjatehas,KOHT
sõjaudu,SEISUND
sõjavangi,SEISUND
sõjavangilaager,KOHT
sõjavangis,SEISUND
sõjavangist,SEISUND
sõjaväeakadeemia,KOHT
sõjaväeasutus,KOHT
sõjaväebaas,KOHT
sõjaväehaigla,KOHT
sõjaväehunta,KOHT
sõjaväekalmistu,KOHT
sõjaväelinnak,KOHT
sõjaväeparaad,sündmus
sõjaväepolitsei,KOHT
sõjaväeprokuratuur,KOHT
sõjaväeringkond,KOHT
sõjaväeüksus,KOHT
sõjaväljakohus,KOHT
sõjaõnn,SEISUND
Sõktõvkar,KOHT
sõlmes,SEISUND
sõlmjaam,KOHT
sõltkond,KOHT
sõltlasmaa,KOHT
sõltlasriik,KOHT
Sõltumatute Riikide Ühendus,KOHT
sõltumus,SEISUND
sõltuvusaine,SEISUND
sõltuvusprobleem,SEISUND
Sõmera,KOHT
Sõmerpalu,KOHT
Sõmeru,KOHT
sõnajumalateenistus,sündmus
sõnateater,KOHT
sõnaus,sündmus
sõnavahe,KOHT
sõnavõistlus,sündmus
sõnnikuhoidla,KOHT
sõnnikukäik,KOHT
sõnnikulaut,KOHT
sõprus,SEISUND
sõpruskool,KOHT
sõpruslinn,KOHT
sõprusmatš,sündmus
sõprusside,SEISUND
sõprussuhe,SEISUND
sõrahaigus,SEISUND
Sõrandu,KOHT
sõrataud,SEISUND
Sõrdarja,KOHT
Sõrenets,KOHT
Sõreste,KOHT
sõrestiksein,KOHT
sõrestiktorn,KOHT
sõrmed sügelevad,SEISUND
sõrmjätk,KOHT
sõrmjätkühendus,KOHT
sõrmseong,SEISUND
sõrt,KOHT
Sõru,KOHT
Sõrumäe,KOHT
Sõrve,KOHT
Sõrve-Hindu,KOHT
Sõrve säär,KOHT
sõsarasutus,KOHT
sõsarettevõte,KOHT
sõsarorganisatsioon,KOHT
sõsarpartei,KOHT
sõsarsaar,KOHT
Sõzran,KOHT
Sõtke,KOHT
sõudebaas,KOHT
sõudekanal,KOHT
sõuderegatt,sündmus
sõudestaadion,KOHT
sõudevõistlus,sündmus
sõus,KOHT
Sõvaš,KOHT
sõõrd,KOHT
Sõõrike,KOHT
Sõõru,KOHT
sõõrumaa,KOHT
Säde jõgi,KOHT
sädevahe,KOHT
sädevahemik,KOHT
säilimine,SEISUND
säiliti,KOHT
säilituskoht,KOHT
säilituspaik,KOHT
säilitusruum,KOHT
säilitustähtaeg,AEG
Säkna,KOHT
sälk,KOHT
sälkorg,KOHT
Sälliksaare,KOHT
Sälliku,KOHT
Sältnä,KOHT
säluiga,AEG
Sämi,KOHT
Sämi-Tagaküla,KOHT
sämp,KOHT
sängorg,KOHT
Sänna,KOHT
Sännä,KOHT
Säpina,KOHT
Säre,KOHT
Särevere,KOHT
Särgla,KOHT
säriaeg,AEG
säritusaeg,AEG
säru,sündmus
säsilõhe,SEISUND
säsiõõs,KOHT
Sätsuvere,KOHT
Sääla,KOHT
Sääre,KOHT
säärehaavand,SEISUND
Sääreots,KOHT
Sääretirp,KOHT
Sääritsa,KOHT
säärlõugas,KOHT
Sääse,KOHT
Sääsekõrva,KOHT
Sääsküla,KOHT
Säässaare,KOHT
Säästla,KOHT
säästukauplus,KOHT
säästupood,KOHT
Söderbi,KOHT
Söderby,KOHT
söebassein,KOHT
söekaevandus,KOHT
söepunker,KOHT
söerada,KOHT
söerajasõit,sündmus
söeterminal,KOHT
söll,KOHT
Sölƶa-Ġala,KOHT
Sölƶ-Ġala,KOHT
Sörmland,KOHT
Söul,KOHT
sööbija,SEISUND
söödahoidla,KOHT
söödakoht,KOHT
söödakäik,KOHT
söödaköök,KOHT
söödal,SEISUND
söödamaa,KOHT
söödamaja,KOHT
söödamürgistus,SEISUND
söödamürgitus,SEISUND
söödaplats,KOHT
söödapuudus,SEISUND
söödapõld,KOHT
Söödi,KOHT
söödimaa,KOHT
söödipõld,KOHT
söögikoht,KOHT
sööginurk,KOHT
söögipaus,AEG
söögipeatus,sündmus
söögipood,KOHT
söögisaal,KOHT
söögitoruahend,SEISUND
söögitoruvähk,SEISUND
söögituba,KOHT
söögivahe,AEG
söögivaheaeg,AEG
söögivahetund,AEG
söökla,KOHT
söömakoht,KOHT
söömaorgia,sündmus
söömapidu,sündmus
söömatus,SEISUND
söömavahe,AEG
sööming,sündmus
sööming-jooming,sündmus
söömishäire,SEISUND
sööthiir,SEISUND
söötmiskoht,KOHT
söötraig,SEISUND
südakindlus,KOHT
südalinn,KOHT
süda läheb vesiseks,SEISUND
südameastma,SEISUND
südameatakk,SEISUND
südamehaigus,SEISUND
südamehäire,SEISUND
südameinfarkt,SEISUND
südameklapirike,SEISUND
südamekloppimine,SEISUND
südamekramp,SEISUND
südame laienemine,SEISUND
südamelaienemine,SEISUND
südamelihasepõletik,SEISUND
südameneuroos,SEISUND
südamenõrkus,SEISUND
südamepaunapõletik,SEISUND
südamepekslemine,SEISUND
südamepuudulikkus,SEISUND
südamepööritus,SEISUND
südamerabandus,SEISUND
südamerahu,SEISUND
südamerebend,SEISUND
südamereuma,SEISUND
südamerike,SEISUND
südamerütm,SEISUND
südameseisak,SEISUND
südametalitlus,SEISUND
südametegevus,SEISUND
südametervis,SEISUND
südamevalu,SEISUND
südameviga,SEISUND
südamevoolmed,SEISUND
südamevärin,SEISUND
südamevärinal,SEISUND
süda on paha,SEISUND
süda on täis,SEISUND
südapäev,AEG
südar,SEISUND
südatalv,AEG
südaöö,AEG
südaöötund,AEG
süfiliid,SEISUND
süfiliitlööve,SEISUND
sügatõbi,SEISUND
sügavkülmas,SEISUND
sügavpuurauk,KOHT
sügavuspunkt,KOHT
sügelised,SEISUND
sügis,AEG
sügisekuu,AEG
sügisene pööripäev,AEG
sügiskuu,AEG
sügislaat,sündmus
sügismasendus,SEISUND
sügispäev,AEG
sügissemester,AEG
sügissuvi,AEG
sügistalv,AEG
sügisõhtu,AEG
sügisöö,AEG
sügomükoos,SEISUND
sükoos,SEISUND
SÜKU,KOHT
Süku,KOHT
süldipidu,sündmus
sülemikupp,KOHT
Sülgoja,KOHT
süli,KOHT
Sülluste,KOHT
sümfooniakontsert,sündmus
sümpoosion,sündmus
sümpoosium,sündmus
sünagoog,KOHT
sünaps,KOHT
sündaktüülia,SEISUND
sündikaat,KOHT
sündmuskoht,KOHT
sündmuspaik,KOHT
sündmusteahel,sündmus
sündmuste horisont,KOHT
sündmustik,sündmus
sünekliis,KOHT
sünklinaal,KOHT
sünkroonala,KOHT
sünniaasta,AEG
sünniaastapäev,AEG
sünniaeg,AEG
sünnidaatum,AEG
sünnikahjustus,SEISUND
sünnikirik,KOHT
sünnikodu,KOHT
sünnikoht,KOHT
sünnikuu,AEG
sünnikuupäev,AEG
sünnilinn,KOHT
sünnimaa,KOHT
sünnimaja,KOHT
sünnimuhk,SEISUND
sünnipaik,KOHT
sünnipäevanädal,AEG
sünnipäevapidu,sündmus
sünnitalu,KOHT
sünnitrauma,SEISUND
sünnitushaigla,KOHT
sünnitusiga,AEG
sünnitusmaja,KOHT
sünnituspuhkus,AEG
sünnitusvalu,SEISUND
sünoodiline kuu,AEG
sünoodiline periood,AEG
Sürakuusa,KOHT
Sürgavere,KOHT
süstamatk,sündmus
süstekoht,KOHT
süstimiskoht,KOHT
süstlavahetuspunkt,KOHT
Süvahavva,KOHT
süvakool,KOHT
süvakosmos,KOHT
Süvalepa,KOHT
süvameri,KOHT
süvapuurauk,KOHT
süvasadam,KOHT
süvataevas,KOHT
süvavaesus,SEISUND
süvavundament,KOHT
süvend,KOHT
süvik,KOHT
süüd,KOHT
süüdimatus,SEISUND
süüdivus,SEISUND
süüdlus,SEISUND
süüfilis,SEISUND
süükoorem,SEISUND
süülisus,SEISUND
Süüria,KOHT
süütalastepäev,AEG
Sydney,KOHT
šafott,KOHT
šaht,KOHT
šahtiõu,KOHT
šahtkaev,KOHT
Šahtõ,KOHT
Šanghai,KOHT
Šani,KOHT
šanker,SEISUND
šariaadikohus,KOHT
šašlõkibaar,KOHT
šelf,KOHT
šelfimeri,KOHT
Šiauliai,KOHT
Šikoku,KOHT
Šilutė,KOHT
šlakikoonus,KOHT
Šnelli tiik,KOHT
šokk,SEISUND
Šoltozero,KOHT
Šoti,KOHT
Šotimaa,KOHT
Šoutjärv,KOHT
Štšeglovsk,KOHT
Štšerbinovka,KOHT
Štšerbõnivka,KOHT
Šupaškar,KOHT
šurf,KOHT
Švaabi Juura,KOHT
Švaabimaa,KOHT
Šveits,KOHT
švips,SEISUND
Šõmkent,KOHT
šõu,sündmus
Zagreb,KOHT
Zagrivje,KOHT
Zahhonje,KOHT
Zaire,KOHT
Zambezi,KOHT
Zaporižžja,KOHT
Zaporožje,KOHT
Zaragoza,KOHT
Zaretšje,KOHT
Zeeland,KOHT
Zeja,KOHT
Zelenogorsk,KOHT
Zelenogradsk,KOHT
Zemgale,KOHT
zemštšina,KOHT
Zhangjiakou,KOHT
Zhejiang,KOHT
Zhengzhou,KOHT
Zhu Jiang,KOHT
Zimbabwe,KOHT
Zinovjevsk,KOHT
Zlatni pyasatsi,KOHT
Zlatoust,KOHT
Zmijinõi,KOHT
Zomba,KOHT
zoo,KOHT
zooantroponoos,SEISUND
zookauplus,KOHT
zooloogiakauplus,KOHT
zoonoos,SEISUND
zoopark,KOHT
Zuiderzee,KOHT
Zwickau,KOHT
Zürich,KOHT
žakerii,sündmus
žandarmeeria,KOHT
Ždanov,KOHT
Železnovodsk,KOHT
Žemaitija,KOHT
Žezkazgan,KOHT
Žiguli,KOHT
Žitomir,KOHT
Žõtomõr,KOHT
taabes,SEISUND
Taabor,KOHT
Taabori mägi,KOHT
Taabri,KOHT
Taadikvere,KOHT
Taagepera,KOHT
Taali,KOHT
Taaliku,KOHT
taalrimaa,KOHT
taandrõdu,KOHT
taandumislahing,sündmus
taandumus,SEISUND
taane,KOHT
Taani,KOHT
Taani Kuninga aed,KOHT
Taani Lääne-India,KOHT
Taani väinad,KOHT
Taaralinn,KOHT
taarapunkt,KOHT
Taaravainu,KOHT
Taari,KOHT
taarn,KOHT
taaskasutuskeskus,KOHT
taaskasutusorganisatsioon,KOHT
taaskohtumine,sündmus
taassünnipäev,AEG
taastumisaeg,AEG
tabamispunkt,KOHT
tabamus,sündmus
tabanipäev,AEG
Tabara,KOHT
Tabasalu,KOHT
tabeliseis,SEISUND
Taberlaane,KOHT
Tabina,KOHT
Tabivere,KOHT
Tabori mägi,KOHT
Tabria,KOHT
Tabrīz,KOHT
Tade,KOHT
Tadžiki,KOHT
Tadžikistan,KOHT
Taebla,KOHT
Taegu,KOHT
taevaala,KOHT
taevaminemispüha,AEG
taevanaba,KOHT
taevapoolus,KOHT
taevariik,KOHT
taevaruum,KOHT
Taevase Rahu väljak,KOHT
Taevaskoja,KOHT
taevastel jahimaadel,SEISUND
Taevere,KOHT
tagaaed,KOHT
Taga-Baikali krai,KOHT
Tagadi,KOHT
tagahoov,KOHT
Taga-India,KOHT
Tagajõe,KOHT
Taga-Karpaatia,KOHT
Taga-Kaukaasia,KOHT
tagakiusamisluul,SEISUND
tagakiusamismaania,SEISUND
Tagakolga,KOHT
Tagaküla,KOHT
tagakülg,KOHT
Tagakülä,KOHT
Tagala,KOHT
Tagalaht,KOHT
tagalava,KOHT
Tagametsa,KOHT
Tagamõisa,KOHT
taganemislahing,sündmus
Taganrog,KOHT
Taganurga,KOHT
taganurk,KOHT
tagaots,KOHT
Tagaranna,KOHT
tagarida,KOHT
Taga-Roostoja,KOHT
tagaruum,KOHT
tagasein,KOHT
tagaselg,KOHT
tagasiaste,KOHT
tagasirge,KOHT
tagasisööt,sündmus
Tagassaare,KOHT
tagastamistähtaeg,AEG
tagataskus,SEISUND
tagatisaeg,AEG
tagatoeng,SEISUND
tagatoenglamang,SEISUND
tagatus,SEISUND
Tagavere,KOHT
tagavärav,KOHT
tagaõu,KOHT
Taguküla,KOHT
Tagula,KOHT
Tagumaa,KOHT
tagumiktund,AEG
tagumikulohk,KOHT
tagumikutund,AEG
Taheva,KOHT
tahhükardia,SEISUND
Tahiti,KOHT
Tahkuna,KOHT
Tahkuranna,KOHT
tahmasus,SEISUND
tahtehäire,SEISUND
tahtejõuetus,SEISUND
tahtenõrkus,SEISUND
Tahu,KOHT
Tahula,KOHT
tahveldis,KOHT
Tai,KOHT
Taibei,KOHT
taiga,KOHT
taigavöönd,KOHT
Taikse,KOHT
Tai laht,KOHT
Taimaa,KOHT
taimeaed,KOHT
taimehaigus,SEISUND
taimekahjustus,SEISUND
taimekasvuperiood,AEG
taimetervis,SEISUND
taimetoidurestoran,KOHT
taimla,KOHT
Taimõr,KOHT
Taimõri poolsaar,KOHT
Taipei,KOHT
Tai Shan,KOHT
Taiwan,KOHT
Taiyuan,KOHT
Tajo,KOHT
tajuhäire,SEISUND
tajumishäire,SEISUND
takistusriba,KOHT
Taklimakan,KOHT
taksofirma,KOHT
taksopeatus,KOHT
taktikepi all,SEISUND
takõrr,KOHT
talalagi,KOHT
Talas,KOHT
talasseemia,SEISUND
taldmik,KOHT
Taldõkorgan,KOHT
talgud,sündmus
talgupidu,sündmus
talgupäev,AEG
Tali,KOHT
Taliban,KOHT
talihari,AEG
taliharjapäev,AEG
talihooaeg,AEG
talikuurort,KOHT
Talila,KOHT
talimängud,sündmus
taliolümpia,sündmus
taliolümpiamängud,sündmus
talispordikeskus,KOHT
talistepüha,AEG
talitee,KOHT
talitlushäire,SEISUND
talitsetus,SEISUND
taliuinak,SEISUND
Talka,KOHT
tallesaba,SEISUND
Tallikeste,KOHT
Tallima,KOHT
Tallinn,KOHT
Tallinna laht,KOHT
Tallitorn,KOHT
Talsi,KOHT
talsipüha,AEG
taluelamu,KOHT
taluhoone,KOHT
taluhäärber,KOHT
talukoht,KOHT
talumaja,KOHT
talumajand,KOHT
talumispiir,SEISUND
talumuuseum,KOHT
talund,KOHT
talupood,KOHT
talurahvakohus,KOHT
talurahvakool,KOHT
talurahvarahutus,sündmus
talurahvasõda,sündmus
talutare,KOHT
talv,AEG
talve,AEG
talveaed,KOHT
talveaeg,AEG
talvedepressioon,SEISUND
talvehakk,AEG
talvehari,AEG
talvehooaeg,AEG
talvekirik,KOHT
talvekoda,KOHT
talvekorter,KOHT
talvemasendus,SEISUND
Talvepalee,KOHT
talvepäev,AEG
talvepäevad,sündmus
talvepüha,AEG
talvesadam,KOHT
talvesõda,sündmus
talvesüda,AEG
talvetee,KOHT
talveuinak,SEISUND
talveõhtu,AEG
talveöö,AEG
Talvikese,KOHT
talvine pööripäev,AEG
talvistepüha,AEG
talvitumiskoht,KOHT
talvitumispaik,KOHT
talvitusala,KOHT
talvituskoht,KOHT
talvituspaik,KOHT
talvitustiik,KOHT
Taman,KOHT
Tamba,KOHT
Tambov,KOHT
Tambre,KOHT
tambur,KOHT
tambuur,KOHT
Tamil Nadu,KOHT
Tamme,KOHT
Tammejärve,KOHT
Tammeküla,KOHT
Tammela,KOHT
Tammelinn,KOHT
Tammemäe,KOHT
Tammese,KOHT
Tammessaare,KOHT
Tammetaguse,KOHT
Tammevaldma,KOHT
Tammeveski,KOHT
Tammiku,KOHT
Tammikualuse,KOHT
Tammisaari,KOHT
Tammispea,KOHT
Tammispää,KOHT
Tammiste,KOHT
Tammistu,KOHT
Tammneeme,KOHT
Tammsaare,KOHT
Tammuna,KOHT
Tammuru,KOHT
Tampere,KOHT
Tamsa,KOHT
Tamsalu,KOHT
Tamse,KOHT
Tamsi,KOHT
Tamula,KOHT
Tamula järv,KOHT
Tanganjika,KOHT
Tanganjika järv,KOHT
Tanger,KOHT
tangi,SEISUND
tangis,SEISUND
tangisünnitus,sündmus
tangsünnitus,sündmus
tangtõbi,SEISUND
tankilahing,sündmus
tankitõrjekraav,KOHT
tankivägi,KOHT
tankla,KOHT
tanklakett,KOHT
tanklapood,KOHT
tankodroom,KOHT
Tannenbergi liin,KOHT
Tannu-Tuva,KOHT
Tansaania,KOHT
Tanska,KOHT
Tantalose piinad,SEISUND
tantstõbi,SEISUND
tantsuasend,SEISUND
tantsuetendus,sündmus
tantsuklubi,KOHT
tantsukursus,sündmus
tantsulka,sündmus
tantsulokaal,KOHT
tantsupidu,sündmus
tantsuplats,KOHT
tantsupoos,SEISUND
tantsupõrand,KOHT
tantsurestoran,KOHT
tantsuteater,KOHT
tantsuturniir,sündmus
tantsuvõistlus,sündmus
tantsuväljak,KOHT
tantsuõhtu,sündmus
tanum,KOHT
taotlusvoor,sündmus
Tapa,KOHT
tapabaar,KOHT
tapamaja,KOHT
tapapunkt,KOHT
Tapiau,KOHT
Tapiku,KOHT
tapivangla,KOHT
tappnurk,KOHT
tapuaed,KOHT
Tapupere,KOHT
Tapurla,KOHT
Tarakuse,KOHT
Tarakvere,KOHT
tarand,KOHT
tarandik,KOHT
tarandkalme,KOHT
Taranto,KOHT
Taraz,KOHT
Tarawa,KOHT
tarbeaed,KOHT
tarbekunstimuuseum,KOHT
tarbetus,SEISUND
tarbijakaitseamet,KOHT
tarbijate ühistu,KOHT
tarbijaühistu,KOHT
tarbimiskoht,KOHT
tarbimisküpsus,SEISUND
Tarbja,KOHT
tardumus,SEISUND
tarduni,SEISUND
tare,KOHT
Tareste,KOHT
Târgu Mureş,KOHT
Tarim,KOHT
Taritu,KOHT
tarkusekuu,AEG
tarkusepäev,sündmus
tarkusetempel,KOHT
tarkuspäev,sündmus
tarkvarafirma,KOHT
tarnamätas,KOHT
tarneaeg,AEG
tarneprobleem,SEISUND
tarneraskus,SEISUND
tarretus,SEISUND
Tarzani rada,KOHT
tartaanrada,KOHT
tartaanväljak,KOHT
Tartu,KOHT
Tartumaa,KOHT
Tartu maakond,KOHT
Tartu-Maarja,KOHT
taru,KOHT
Tarumaa,KOHT
Tarvastu,KOHT
tasakaaluasend,SEISUND
tasakaaluhäire,SEISUND
tasakaaluseisund,SEISUND
tasakaalustamatus,SEISUND
tasakaalustatus,SEISUND
tasalülitus,SEISUND
tasamaa,KOHT
tasandik,KOHT
tasandikujõgi,KOHT
tasanduskool,KOHT
taskupark,KOHT
Tasmaania,KOHT
Tasmani meri,KOHT
tasuretk,sündmus
tasuvusaeg,AEG
Tašauz,KOHT
Taškent,KOHT
Taz,KOHT
Tatarimaa,KOHT
Tatari väin,KOHT
Tatarstan,KOHT
tatitõbi,SEISUND
Tatrad,KOHT
Taunton,KOHT
Tauragė,KOHT
Tauria,KOHT
tavaelu,SEISUND
tavakool,KOHT
tavand,sündmus
tavapood,KOHT
tavern,KOHT
tbc,SEISUND
Tbilisi,KOHT
teabeagentuur,KOHT
teabekeskus,KOHT
teabepäev,sündmus
teabetalitus,KOHT
teabeteenistus,KOHT
teabetund,sündmus
tead,SEISUND
teadeteagentuur,KOHT
teadlikkus,SEISUND
teadmatus,SEISUND
teadmine,SEISUND
teadusasutus,KOHT
teadusetempel,KOHT
teaduse tippkeskus,KOHT
teadusinstituut,KOHT
teadus- ja arendusasutus,KOHT
teaduskeskus,KOHT
teaduskond,KOHT
teaduskonverents,sündmus
teaduskool,KOHT
teaduslabor,KOHT
teaduslinnak,KOHT
teaduspark,KOHT
teadusraamatukogu,KOHT
teadusrevolutsioon,sündmus
teadusteater,KOHT
teadustempel,KOHT
teadvel,SEISUND
teadvelolek,SEISUND
teadvusekaotus,SEISUND
Tealama,KOHT
Teaste,KOHT
teateorienteerumine,sündmus
teatesuunistus,sündmus
teatesõit,sündmus
teatevahetus,sündmus
teatevõistlus,sündmus
teatriaasta,AEG
teatriball,sündmus
teatrihoone,KOHT
teatrikassa,KOHT
teatrikool,KOHT
teatrikuu,AEG
teatrilava,KOHT
teatrimaja,KOHT
teatripäev,AEG
teatristuudio,KOHT
Tedre,KOHT
Tedreküla,KOHT
Teeba,KOHT
teedeministeerium,KOHT
teedevõrk,KOHT
Teedla,KOHT
teeharu,KOHT
teejoomine,sündmus
teekallas,KOHT
teekraav,KOHT
teelõik,KOHT
teemaa,KOHT
teemaja,KOHT
teemamuuseum,KOHT
teemantjuubel,sündmus
teemanäitus,sündmus
teemapark,KOHT
teemapidu,sündmus
teemapäev,sündmus
teemaõhtu,sündmus
teenijatuba,KOHT
teenindusbüroo,KOHT
teenindusettevõte,KOHT
teenindushoone,KOHT
teenindusjaam,KOHT
teeninduskeskus,KOHT
teeninduskombinaat,KOHT
teenindusmaja,KOHT
teeninduspunkt,KOHT
teenindusruum,KOHT
teenismõis,KOHT
teenistusaasta,AEG
teenistusaeg,AEG
Teenuse,KOHT
teenuseosutaja,KOHT
teenusepakkuja,KOHT
teenuskeskus,KOHT
teenusmaja,KOHT
teepeenar,KOHT
teeperv,KOHT
teepool,KOHT
teerist,KOHT
teeriste,KOHT
teeserv,KOHT
