"value","semantic_type_code"
kopsuemfüseem,seisund_haigus
kootama,VERB_muutust põhjustama
kootuma,VERB_muutus
kopra,toit_vili
kopsama,VERB_tegevus
koosu,in_sugulane
koovitaja,loom_lind
kop-kop,nähtus
kopeerpaber,ese
kopikas,ese_raha
kopikas,ese_raha
kopitama,VERB_seisund
kopitama,VERB_nähtus
kopsakas,omadus_füüs
kopsakas,omadus_kval
kopsakas,omadus_füüs
kooruma,VERB_nähtus
kooruma,VERB_abstr
kooruma,VERB_nähtus
koostootmine,tegevus
kopratamm,koht
kopstigu,loom
kopsualveool,kehaosa
kopsukatarr,seisund_haigus
kopsuklamüdioos,seisund_haigus
kopsuklamüüdia,seisund_haigus
kopsuklamüüdia,organism
kopsuveen,kehaosa
kopti,omadus
kopsukatk,seisund_haigus
kopsukelme,kehaosa
Korallimeri,koht_geogr_veekogu
korallisaar,koht_loodus
korallkee,ese_kunst
kopsukelmepõletik,seisund_haigus
kopsurohi,taim
korbits,loom_lind
korditus,seisund_haigus
kopsunääre,kehaosa
kops,toit
kops,kehaosa
kopsuarter,kehaosa
kordusvalimised,sündmus
korda saama,VERB_seisund
kopsutipp,kehaosa
kopsuturse,seisund_haigus
kopsuvereringe,tegevus
kopsatama,VERB_toimuma
kopsatama,VERB_muutus
kopsatama,VERB_liikuma
koputi,ese_instru
korbatama,VERB_muutus
kopsuvärat,kehaosa
kopsuödeem,seisund_haigus
koraaliprelüüd,ese_semio
korallpunane,omadus_füüs_värv
korallsaar,koht_loodus
kordaseadmine,tegevus
kordeballett,in_tegija
kordeballett,grupp
kordeballett,ese_kunst
kordiamiin,materjal/aine
korp,loom_lind
kordusfilm,ese_semio
kordnik,in_elukutse
kordnik,esitus_tiitel
kordusmeetod,abstr/konkr
korduskohtumine,tegevus_mäng
koreoloogia,vald
kordussalm,ese_semio
korkima,VERB_muutust põhjustama
koreograafiline,omadus
korgits,ese_instru
korduvalt,ADV_viis
korduskünd,tegevus_tegu
kordusmäng,tegevus_mäng
kordustrükk,ese_semio
korebetoon,materjal/aine
korgaskeha,kehaosa
kordusmotiiv,abstr/konkr
kormus,taim
kormus,organism
kordamisülesanne,esitus_info
korgipuu,taim
koristuskadu,tegevus_muutus
koristusküps,omadus
koristusmasin,ese_instru
koristuspind,esitus_mõõt
korjemaa,koht_ala
korjetaim,taim_liik
korkaine,materjal/aine
koraan,ese_semio
korjusepäev,aeg_tähtpäev
korkkude,materjal/aine
korint,toit_vili
kordoba,ese_raha
kores,objekt_loodus
kori,ese_instru
korin,nähtus
korje,toit
korje,toit_vili
korje,tegevus
kore,omadus
kore,omadus
koronaararter,kehaosa
korrapärastama,VERB_tegevus
korrapärastama,VERB_abstr
korrapärastama,VERB_tegevus
korrapärastama,VERB_abstr
korraline,in_roll
korraline,in_roll
korraline,omadus_kval
korraline,omadus_kval
kornetimängija,in_roll
korjelend,tegevus
korpa,ADV_seisund
korp,toit
korpusmööbel,ese_instru
korraldav,omadus_kval
korner,tegevus_tegu
korrasolek,tegevus
koristusviis,abstr/konkr
koristusviis,abstr/konkr
korrakaitsepunkt,koht_asutus
korravalve,in_elukutse
korravalve,tegevus
korjamisaeg,aeg
korkparkett,materjal/aine
koristusjärgne,omadus_aeg
koroner,in_elukutse
koristus,tegevus
koristus,tegevus_tegu
koristus,tegevus_muutus
korras,ADV_viis
korrastatus,VERB_tegevus
korratus,tegevus_tegu
korratus,seisund_füüs
korratus,seisund
korpsamblik,organism
korporatiivne,omadus_kval
korporatiivne,omadus_kval
korpulentne,omadus_füüs
korraldamatus,seisund
korralduma,VERB_muutus
korralduslik,omadus_kval
korrastikku,ADV_seisund
korrelaat,esitus_keel
korrelaat,abstr
korporant,in_roll
korreleeruma,VERB_abstr
korskama,VERB_nähtus
korrategu,tegevus
korrektuurimärk,esitus_tähis
kortermeister,in_elukutse
kortsmoonik,ese_instru
"0-korrus",koht
korrus,koht_hoone
korrus,esitus
korrus,koht_ala
korrus,koht
korrus,ese
korrusbuss,ese_instru
kortsima,VERB_tegevus
korstnalõõr,koht_hoone
korsatama,VERB_nähtus
korstnajupp,ese
korterikitsikus,seisund
korterinaaber,in_roll
korstnaluud,ese_instru
korterijärjekord,inimene
korterijärjekord,abstr/konkr
korterikuulutus,esitus_info
korteripuudus,nähtus
korteritaotleja,in_roll
korterivargus,tegevus_tegu
kortermuuseum,koht_hoone
kortsleht,taim
korts,ese_instru
korreleerima,VERB_abstr
korrespondeerima,VERB_abstr
korrespondeerima,VERB_suhtlus
korstnapühkija,in_elukutse
korrumpeeruma,VERB_psühh
korruptiivne,omadus_kval
korsiklane,in_rahvas
kortikosteroid,materjal/aine
korruptant,in_omadus
korrarikkumine,tegevus_tegu
kortspill,ese_instru
kortsuräga,esitus_kujutis
korvama,VERB_abstr
korvama,VERB_tegevus
korstnapits,koht_hoone
korvpallitreener,in_elukutse
kortsurägu,esitus_kujutis
kortel,esitus_mõõt
kortel,ese_anum
kortel,esitus_mõõt
kortsuv,omadus_füüs
korv,konkr
korv,esitus_mõõt
korv,tegevus_mäng
korv,tegevus_tegu
korv,ese_instru
korv,ese_instru
korv,ese_anum
korv,ese_anum
korvilaud,ese
korvipunuja,in_roll
korvisööt,tegevus_tegu
korvmööbel,ese_instru
korvpallitrenn,tegevus
korvpallitrenn,sündmus
korvpallimäng,tegevus_mäng
korvpallimäng,sündmus
kosepiiritaja,loom_lind
korvpalliväljak,koht_ala
korvtool,ese_instru
kosjanõu,abstr/konkr
kosjamoor,in_tegija
kosmeetikakaup,ese
kortsuline,omadus_füüs
kosmopoliitiline,omadus_abstr
kosmopoliitiline,omadus
kosmosebioloogia,vald
kosmosekeskus,koht_asutus
kosmosekeskus,koht_ala
kosmoselabor,koht_asutus
kortsutama,VERB_nähtus
korvike,toit
korvike,ese_anum
korüfee,in_roll
korüfee,in_omadus
kosjakontor,koht_asutus
koslep,tegevus_tegu
kosmeetikum,materjal/aine
kosmeetikum,ese_instru
kosmeetiline,omadus_kval
kosmeetiline,omadus
kosmetoloogia,vald
kosmograafia,vald
kosmopoliitne,omadus_koht
kosmopoliitne,omadus_abstr
kosmopoliitne,omadus
kosmopolitism,abstr
korvimeister,in_roll
korvivõru,ese_instru
kotitama,VERB_seisund
Kotkarist,ese_kunst
kosmoseajastu,aeg
kosmoseprogramm,abstr/konkr
kosmosejaam,ese_instru
kosmoselend,tegevus_tegu
kosmoselennuk,ese_instru
kosmoserakett,ese_instru
kossutoss,ese_riie
kosmosesüstik,ese_instru
kosmosesüstik,ese_instru
kosmoseturist,in_roll
kossutrenn,sündmus
kostilaps,in_tegija
kostüümijakk,ese_riie
kostuma,VERB_nähtus
kotjas,omadus
kostüümiladu,koht_asutus
kotike,ese_instru
kotipael,ese_instru
kotiriie,ese_riie
kotiriie,materjal/aine
koššer,omadus_kval
koššer,toit
koššer,omadus_kval
kostiline,loom
kostiline,in_roll
kotkapilk,nähtus_psühh
kosmodroom,koht_ala
kosmoloogia,vald
kosmogoonia,vald
kossutama,VERB_seisund
kotteos,organism
kosutama,VERB_muutust põhjustama
kosutama,VERB_psühh
kosutus,abstr/konkr
kotedž,koht_hoone
kotiljon,tegevus
kotiljon,ese_kunst
koššertoit,toit
kostümeerima,VERB_muutus
kotti,seisund
kotitäis,abstr/konkr
kotitäis,toit
kotitäis,esitus_mõõt
kottkleit,ese_riie
kottis,seisund
kraaks,omadus_füüs
kost,abstr/konkr
kost,toit
kost,toit
kraana,ese_instru
kraadiõppur,in_roll
kosmos,koht
kosmos,taim
kraapjalg,tegevus_tegu
kraasimismasin,ese_instru
kott,ese_riie
kraasmasin,ese_instru
kraaviperv,koht_ala
kraananokk,ese_instru
kribukiri,esitus
kraapimispuu,ese_instru
kraaton,koht_loodus
kraevahe,koht_kehaosa
kraadimärk,esitus_kujutis
kraavitrass,koht_ala
kraaviäär,koht_ala
kraaptransportöör,ese_instru
kotus,koht
koverkot,materjal/aine
košmaar,omadus_psühh
košmaar,abstr
kraal,koht_ala
kraam,toit_jook
kraam,toit
kraam,ese_instru
kraaps,tegevus_tegu
kraaps,tegevus_tegu
kraas,ese_instru
kraas,ese_instru
kraejalad,ese_instru
kraks,nähtus_füüs
kraabe,koht
kraade,in_omadus
kraadiline,omadus_füüs
kraadine,omadus_füüs
kragisema,VERB_nähtus
kraaps,omadus_füüs
kraanivesi,nähtus_loodus
kraatrijärv,koht_geogr_veekogu
krakovjakk,ese_kunst
kraklee,esitus_kujutis
kraklee,ese_kunst
kraklee,esitus_kujutis
kraklee,ese_kunst
kraklee,esitus_kujutis
kraklee,ese_kunst
krakelüür,esitus_kujutis
krakelüür,ese_kunst
krambitama,VERB_liikuma
krampi,ADV_seisund
krampi,seisund
krampi,ADV_seisund
kragin,nähtus_füüs
krahvinna,in_omadus
krahvinna,esitus_tiitel
kramp,ese_instru
krann,omadus_kval
kraps,ADV_viis
kraps,nähtus_füüs
krattipidi,ADV_seisund
kreatiin,materjal/aine
kreekalik,omadus_kval
kreeditorriik,koht_asutus
Kreeka pähklipuu,taim
kott-tool,ese_instru
kratom,taim
kreektürn,toit_vili
kreektürn,taim
kreppriie,materjal/aine
krahvitar,in_omadus
krahvitar,esitus_tiitel
kraksatama,VERB_tegevus
kraksatama,VERB_nähtus
kraniaalne,omadus_füüs
krapsakas,omadus_kval
krapsakas,omadus_füüs
kreditoorne,omadus_kval
kreedit,esitus
kreemine,omadus
kreemine,omadus
kramplikult,ADV_viis
kramplikult,ADV_viis
kramplikult,ADV_viis
kreetalane,in_rahvas
kratsima,VERB_tegevus
kratsima,VERB_tegevus
kreisilinn,koht
kreisikohtunik,in_roll
kreppšifoon,materjal/aine
kriidiajastu,aeg
kriitik,in_roll
kriitik,in_elukutse
kriidijoonistus,ese_kunst
kriisipiirkond,koht_ala
kriminaalkohus,koht_asutus
krepp,materjal/aine
krepp,ese_riie
krepp,materjal/aine
kriiks,omadus_füüs
kriipima,VERB_psühh
kriipima,VERB_tegevus
kriimuke,abstr/konkr
kriimuke,abstr
kriidikalju,koht_loodus
kriimus,ADV_seisund
krestomaatiline,omadus_kval
kribinal,ADV_viis
kribinal-krabinal,ADV_viis
krepp,toit
kriiskav,omadus_kval
kriiskav,omadus_füüs
kriminaaljutt,ese_semio
krilliõli,toit
kreool,in_rahvas
krehvtine,omadus_kval
krehvtine,omadus_kval
kremeerima,VERB_muutust põhjustama
krematoorium,koht_hoone
kreodont,loom
kretong,materjal/aine
kribal,omadus_füüs
kribal,konkr
kribul,omadus_füüs
kribul,konkr
krigin,nähtus_füüs
kriksatrull,esitus_kujutis
kriiskama,VERB_seisund
kriiskama,VERB_nähtus
kriiskama,VERB_nähtus
krimps,nähtus
kriitikameel,omadus_psühh
kriminaalhooldusalune,omadus
kriminaalhooldusalune,in_roll
kriitikavabadus,abstr/konkr
kriipsuvõrra,ADV_aste
kriipsuvõrra,ADV_aste
kristalldetektor,ese_instru
kriisinõupidamine,sündmus
kriisiistung,seisund
krihv,ese_instru
krihv,ese_instru
kriitvalge,omadus_füüs_värv
kriminaalkroonika,ese_semio
kriminaalpoliitika,vald
kriminaalametnik,in_elukutse
kringliks külmuma,VERB_seisund
kriminaalkirjandus,ese_semio
kriminaalseadusandlus,vald
kriminaalfilm,ese_kunst
kriminaalkorras,ADV_viis
kriipsuke,abstr/konkr
kriipsuke,abstr
kriipsuke,esitus_kujutis
kriminaalpolitsei,koht_asutus
kriminaalpolitsei,in_elukutse
kristallipesa,nähtus_loodus
kristallsuhkur,toit
kristallvaas,ese_anum
kriss,ese_instru
kristalliinne,omadus_füüs
kriminalistika,tegevus
kriminalistika,vald
krimka,in_omadus
krimka,ese_semio
kripeldus,seisund
kripeldus,VERB_seisund
kriska,ese_instru
kristaljas,omadus_füüs
kritseldama,VERB_tegevus
krimisari,ese_kunst
kriuksuma,VERB_nähtus
kriuksuma,VERB_nähtus
kristallklaas,ese_anum
kristallklaas,materjal/aine
krobin,nähtus_füüs
kristalliseerima,VERB_muutust põhjustama
kriminaalpsühholoogia,vald
kripo,in_elukutse
kripo,koht_asutus
kripo,in_elukutse
kriminaaltalitus,koht_asutus
kronksus,ADV_seisund
krimpsu,ADV_seisund
krohvkate,materjal/aine
krokodillipisaraid valama,VERB_seisund
kronksuma,VERB_nähtus
kroaat,in_rahvas
krobestama,VERB_tegevus
krobisema,VERB_nähtus
kromanjoonlane,inimene
kromatiid,kehaosa
kromatofoor,osa
kromatofoor,organism
kromatofoor,osa
kromatofoor,organism
kromoplast,organism
kronoloogia,esitus_info
kronoloogia,abstr/konkr
kromaatiline,omadus_füüs_värv
kromaatiline,omadus_kval
kroonukool,koht_asutus
krookkrae,ese_riie
kroobatama,VERB_muutus
krookpael,ese_riie
krookima,VERB_tegevus
krookima,VERB_tegevus
kroonumeelne,omadus_psühh
kromosoomivööt,esitus_kujutis
kromosomaalne,omadus
kroonijuveel,konkr
kroonijuveel,ese_instru
kroonikakirjutaja,in_elukutse
kronist,in_elukutse
kroonklaas,materjal/aine
kroonlühter,ese
kroonmutter,ese_instru
krooks,omadus_füüs
kroonohakas,taim
kroonprintsess,in_roll
kroonprintsess,esitus_tiitel
kroonuametnik,in_elukutse
kroonumõis,koht_ala
kroonupalat,koht_asutus
kroovjahu,toit
kroovleib,toit
krossisõit,vald
krossisõit,tegevus
krossisõit,sündmus
kroolima,VERB_tegevus
kroonimurd,seisund_haigus
kroomima,VERB_tegevus
kross,ese_raha
kross,ese_raha
kross,abstr
kross,ese_raha
krous,ese_riie
krititsism,vald
kromatiin,materjal/aine
kronoloogiline,omadus_aeg
kronometreerima,VERB_tegevus
kroonine,ese_raha
kroonine,omadus_kval
kroonine,ese_raha
kroonine,omadus_kval
krudin,nähtus_füüs
krudisema,VERB_nähtus
krudistama,VERB_nähtus
krišnaiit,in_roll
kroonrooste,seisund_haigus
kroonugümnaasium,koht_asutus
kroonuteenistus,tegevus
kroonuteenistus,seisund
kruubipuder,toit
krupoosne,seisund_haigus
krupoosne,omadus
kruusatera,materjal/aine
krõmpsutama,VERB_toituma
krunn,kehaosa
krunn,ese_kunst
krunn,abstr/konkr
Kroonlinn,koht_geogr
krõnksus,ADV_seisund
krussis,ADV_seisund
kruugutama,VERB_nähtus
kruusliiv,materjal/aine
kruvireegel,abstr/konkr
kruviriisk,ese_instru
kruusakate,materjal/aine
krõmps,omadus_füüs
krõmpsuma,VERB_nähtus
kronomeeter,ese_instru
krossing,koht_hoone
krusa,ese_instru
kruusakas,koht_ala
kruusane,omadus
kruusatama,VERB_tegevus
kruvike,in_omadus
kruvits,ese_instru
kräkker,in_tegija
krohvima,VERB_tegevus
krohvima,VERB_tegevus
kräsupea,toit
kräsupea,in_omadus
kräsupea,kehaosa
krõõp,inimene
ksülograaf,in_tegija
kudeala,koht_ala
ksülograafia,ese_kunst
ksülograafia,abstr/konkr
kruusbetoon,materjal/aine
kräpp,konkr
kruvijooneline,omadus
kruusakarjäär,koht_ala
kräsupealine,omadus_füüs
kruupink,ese_instru
krõmpsluu,kehaosa
kubemepiirkond,koht_kehaosa
kräkk,sündmus
kräkk,ese_semio
kräkk,materjal/aine
krüobioloogia,vald
krööm,kogus
kse-olevik,esitus_keel
ksjonds,in_elukutse
kröönima,VERB_tegevus
ktooniline,omadus
kubemetäi,loom_putukas
kšatrija,in_roll
ksenoonlamp,ese_instru
krüptoonlamp,ese_instru
krägin,nähtus_füüs
krägistama,VERB_nähtus
krääksutama,VERB_tegevus
krääksutama,VERB_nähtus
krõbe,omadus_kval
krõbe,omadus_kval
krõbe,omadus_füüs
krõbe,omadus_füüs
krõbe,omadus_füüs
krüpteerima,VERB_abstr
krüptofüüt,taim_liik
krüsoberüll,materjal/aine
kserofüüt,taim_liik
ksülitool,materjal/aine
kube,koht_kehaosa
kube,koht_kehaosa
kubel,seisund_haigus
kubemesong,seisund_haigus
kugistama,VERB_toituma
ksülofonist,in_roll
ksülofonimängija,in_roll
kuhjaga,esitus_mõõt
kuhjaga,ADV_aste
kubermangulinn,koht
kudemisränne,tegevus
kuderäim,loom_kala
kudistama,VERB_tegevus
kubemevolt,kehaosa
kuhjapesa,ese_instru
kudrustükk,ese_riie
kuhikmürkel,taim_seen
kuhjavarras,ese_instru
kuhupoole,abstr_asend/suund
võrdruumne,omadus_füüs
kuhikpeenar,koht
kuhikpeenar,abstr/konkr
kuhukohta,ADV_koht
kui,abstr/konkr
kräsuline,omadus_füüs
kräsune,omadus_füüs
ksero,ese_semio
kuda,ADV_viis
kudruskael,in_omadus
kuduja,in_tegija
kuduja,in_elukutse
kugin,nähtus_füüs
kuhil,materjal/aine
kuhil,ese
kuhjatis,koht_loodus
kuhu,ADV_koht
kuhugi,ADV_aeg
kuhugi,ADV_aeg
kuhugi,ADV_koht
kuhugi,ADV_koht
kuhugipoole,ADV_koht
kuidagi,ADV_viis
kuidagi,ADV_viis
kuidagi,ADV_viis
kuidagi,ADV_viis
kuival olema,VERB_seisund
kuipalju,ADV_aste
kuipalju,ADV_aste
kuiva trenni tegema,VERB_tegevus
kuivalõhe,seisund_füüs
kuivkülgsus,seisund_haigus
kuivatusrest,ese_instru
kuivavõitu,omadus_kval
kuivlill,taim_liik
kujuke,ese_instru
kuivamaarott,in_omadus
kuivmüür,koht
kuivtöötlemine,tegevus
kuiv,koht
kuiv,nähtus
kuiv,omadus_psühh
kuiv,omadus_psühh
kuiv,omadus_füüs
kuiv,omadus_füüs
kuiv,omadus_füüs
kuiv,omadus_füüs
kuivdokk,koht_ala
kuivatusmasin,ese_instru
kuivpiiritus,materjal/aine
kuivamispragu,koht
kuivsegu,materjal/aine
kuivkrohv,materjal/aine
kujundiline,omadus_kval
kujur,in_elukutse
kuivus,omadus_psühh
kuivus,seisund
kuivus,seisund
kuivus,nähtus
kuivpärm,toit
kuivsoolamine,tegevus
kuklapool,kehaosa
kuivetu,omadus
kujundlik,omadus_kval
kujunduskunst,vald
kujunduslik,omadus_kval
kuivvili,taim
kuivvili,osa
kuivõrd,ADV_aste
kujundliikumine,tegevus
kujutluspilt,nähtus_psühh
kuivmädanik,seisund_haigus
kuivsilo,toit
kujundusraie,tegevus
kujutlusvõime,omadus_psühh
kujutlusvõime,omadus_abstr
kujutlemisi,ADV_viis
kujutluslik,omadus_psühh
kujutluslik,omadus_kval
kujutlusmaailm,nähtus_psühh
kukeaabits,ese_semio
kukeaabits,abstr
kujutuslik,omadus_psühh
kujutuslik,omadus_kval
kukkuma,VERB_nähtus
kukekannus,taim
kukekannus,seisund_haigus
kukeleib,taim
kukerpall,tegevus_tegu
kukkurkurat,loom
kuivülikond,ese_riie
kukkurtihane,loom_lind
kuklasagar,kehaosa
kukulind,loom_lind
kukersool,materjal/aine
kukepuu,taim
kuklane,loom_putukas
kujuteldav,omadus_psühh
kujuteldav,omadus_kval
kujundirohke,omadus_kval
kujundaja,VERB_tegevus
kujundhüpped,vald
kukke viskama,VERB_nähtus
kukkurlehekonn,loom
kuklasse hingama,VERB_seisund
kuklakarvad,kehaosa
kujutu,omadus_kval
kujutu,omadus_füüs
kujutus,esitus_kujutis
kujutus,tegevus
kujutus,seisund
kujutus,nähtus_psühh
kukeleegu,omadus_füüs
kukerbetoon,materjal/aine
kukeroon,materjal/aine
kukile,abstr_asend/suund
kukile,seisund
kukile,abstr_asend/suund
kukits,taim
kukkel,toit
kukerpuu,taim
kukevõitlus,tegevus_mäng
kukevõitlus,tegevus_tegu
kukkurkaru,loom
kukkurmutt,loom
kuklaauk,kehaosa
kuklakangestus,seisund_haigus
kukekomm,toit
kuldaväärt,omadus_kval
kuldbulla,ese_semio
kuldehe,ese_kunst
kulbipill,ese_instru
kukenokatäis,kogus
kukenokatäis,esitus_mõõt
kuldasi,ese
kuldijaam,koht_asutus
kuldhammas,kehaosa
kuldhammas,ese_instru
kuldese,ese
kuldajastu,aeg
kuldlakk,taim
kuldlill,taim
Kuldlõvi,ese_instru
kuldkard,ese_instru
kuldsulg,ese_instru
Kuldnõel,ese_kunst
kuldselt,ADV_viis
kuldselt,ADV_viis
kuldsäinas,loom_kala
kuldtäht,esitus
kuldtäht,ese_instru
kuldtäht,taim
kukesamm,tegevus
kukesamm,esitus_mõõt
kula,ese_instru
kulaklik,omadus
kulbas,koht_ala
kuldkroon,ese
kuldkroon,ese
kuldmedalimees,in_omadus
kuldtulikas,taim
Kuldvaarikas,ese
kuldkiri,esitus_kujutis
kuldkirjaline,omadus_füüs
kuldmünt,ese_raha
kuldpruun,omadus_füüs_värv
kuldrist,ese_kunst
kuli,esitus_mõõt
kuli,ese_anum
kulinaariatoode,toit
kuldrubla,ese_raha
kullerfirma,koht_asutus
kuldsuu,in_omadus
kuldsõrmus,ese_kunst
kuldvasikas,omadus_kval
kuldvasikas,ese_kunst
kuldraam,ese
kuldvillak,ese_riie
kuldvillak,abstr/konkr_omadus
kuldsuine,omadus_kval
kulissraie,tegevus
kullaauk,abstr/konkr_omadus
kullafond,abstr/konkr
kullafond,abstr/konkr
kullakarvaline,omadus_füüs_värv
kullaliiv,materjal/aine
kullaotsija,in_tegija
kullaotsija,in_elukutse
kullamees,in_omadus
kullisilm,kehaosa
kullisilm,materjal/aine
kulgla,organism
kullavihm,abstr/konkr
kullavärviline,omadus_füüs_värv
kullinokad,ese_instru
kulmujoon,esitus_kujutis
kulka,koht_asutus
kulku,ese_anum
kulmukarv,kehaosa
kulebjaaka,toit
kulinaar,in_elukutse
kulinaar,in_roll
kuljus,ese_instru
kulla,esitus_keel_suhtlus
kullakamber,koht_hoone
kullakamber,koht
kullakamber,koht_hoone
kullakas,omadus_füüs_värv
kulles,loom_liik
kulles,loom_omadus
kulles,loom
kullassepaäri,koht_asutus
kullavaru,materjal/aine
kullavaru,abstr/konkr
kullaleid,abstr
kultushoone,koht_hoone
kulmuhari,ese_instru
kullaväli,koht_ala
kullakamakas,materjal/aine
kullalootus,in_omadus
kullalootus,seisund
kulliküüs,kehaosa_loom
kulliküüs,kehaosa
kulliküüs,ese
kullavõit,abstr/konkr
kulmuluu,koht_kehaosa
kulmuluu,kehaosa
kullassepatöö,vald
kullassepatöö,tegevus
kultuuriajalugu,vald
kultuuriareaal,koht_ala
kultuuriareaal,abstr/konkr
kultuurileht,ese_semio
Kullarannik,koht_geogr
kultuurilisa,ese_semio
kullane,omadus_kval
kullane,omadus_füüs_värv
kullane,omadus_kval
kulmupliiats,ese_instru
kulukas,omadus_füüs
kulmineerima,VERB_seisund
kulmuvärv,materjal/aine
kultuuriteooria,vald
kultuuritu,omadus_kval
kultusfilm,ese_kunst
kultusraamat,ese_semio
kultuuriatašee,in_elukutse
kultuslik,omadus_kval
kultuurifond,koht_asutus
kultuurikandja,koht_asutus
kultuurikandja,in_roll
kultuuriruum,abstr
kultuuritegelane,in_roll
kultuurivaenulik,omadus_kval
kulm,kehaosa_loom
kulm,kehaosa
kultuuriinimene,inimene
kultuurilooming,tegevus
kultuurilooming,abstr
kultuurihuvi,tegevus
kultuurihuvi,nähtus_psühh
kultuskoht,koht_ala
kultuskoht,koht_ala
kultuuriprogramm,ese_semio
kultuuriprogramm,abstr/konkr
kultuuriprogramm,sündmus
kultuuriprogramm,ese_kunst
kultuuriprogramm,abstr/konkr
kultuurikontakt,abstr/konkr
kultuuriväärtus,omadus_kval
kultuuriväärtus,konkr
kulu,taim
kuluhüvitis,ese_raha
kultuurimaja,koht_hoone
kultuurimaja,koht_asutus
kultuuriasutus,koht_asutus
kultuurliik,taim_liik
kultuurmets,taim
kultuurmets,koht_loodus
kultuurišokk,seisund
kultuurriik,koht
kultuurtreeger,in_tegija
kultuurtreegerlus,tegevus
kultuurtreegerlus,abstr/konkr
kultuurikaup,ese
kulutus,ese_raha
kulukus,ese_raha
kuluefektiivne,omadus
kulul,ADV_viis
kulul,ADV_viis
kulul,ADV_viis
kulutõhusus,abstr/konkr
kulöör,toit
kumak,materjal/aine
kumak,ese_riie
kultuursort,taim_liik
kulunorm,esitus_mõõt
kuluaar,koht_loodus
kuluaar,koht_hoone
kumama,VERB_nähtus
kumama,VERB_psühh
kumama,VERB_seisund
kumama,VERB_psühh
kumaras,ADV_viis
kumaras,ADV_seisund
kumarasse,ADV_seisund
kumendama,VERB_nähtus
kultuurtaim,taim_liik
kuluhunnik,taim
kultuurniit,koht_loodus
kultuuriveerg,ese_semio
kultuurmaistu,koht_ala
kumm,ese_instru
kumm,ese_instru
kumm,ese_riie
kumm,ese_instru
kumm,materjal/aine
kuluaruanne,ese_semio
kuluhein,taim
kumerapõhjaline,omadus_füüs
kummikinnas,ese_riie
kummeliekstrakt,materjal/aine
kuna,ADV_aeg
kummi venitama,VERB_tegevus
kummis,ADV_viis
kummituslugu,ese_semio
kund,koht_ala
kund,abstr/konkr
kummitusjutt,ese_semio
kulumus,seisund
kulumus,nähtus
kumõkk,in_rahvas
kumin,nähtus_psühh
kumin,nähtus_füüs
kummargil,ADV_viis
kummatigi,ADV_modaalsus
kummatigi,abstr
kummatigi,ADV_modaalsus
kummikomm,toit
kummitempel,abstr
kummitama,VERB_psühh
kummitama,VERB_nähtus
kummitus,in_müt
kunas,ADV_aeg
kunas,ADV_aeg
kunas,ADV_aeg
kunas,ADV_aeg
kunde,in_roll
kunel,loom
kummelimuru,nähtus_loodus
kummikrae,ese_instru
kummikrae,ese_riie
kummihari,ese_instru
kunstema,ese_instru
kummastus,nähtus_psühh
kummipüss,ese_instru
kummimadrats,ese
kummiparv,ese_instru
kummipea,in_omadus
kummimatt,ese
kummikork,ese_instru
kummiriie,materjal/aine
kummisäärik,ese_riie
kuninglikult,ADV_aste
kumu,tegevus_kõnetegu
kumu,ese_semio
kuningakoda,koht_hoone
kuningakoda,in_roll
kuningatiib,koht_ala
kuningboa,loom
kummikeks,tegevus_mäng
kuningliilia,taim
kuningriik,vald
kuningriik,abstr
kuningriik,koht
kuningservik,taim_seen
kunstiala,vald
kunstikoguja,in_tegija
kunstiinimene,inimene
kunstijünger,in_omadus
kunstiajakiri,ese_semio
kuninganna,taim
kuninganna,nähtus
kuninganna,inimene
kuninganna,ese
kuninganna,in_roll
kuninglik,omadus_kval
kuninglik,omadus
kuninglik,esitus_tiitel
kuninglik,omadus_abstr
kunnatu,omadus_kval
kunstilugu,vald
kunstiküps,omadus_kval
kunstilooming,tegevus
kunstilooming,ese_kunst
kunstimaitse,omadus_kval
kunstkärner,in_elukutse
kuningarünnak,tegevus_tegu
kunstipsühholoogia,vald
kunstikollektsioon,ese_kunst
kunstiandeline,omadus_kval
kunsteepos,ese_semio
kunstifilosoofia,vald
kunstisõber,in_omadus
kunstiteadus,vald
kunstratsutaja,in_elukutse
kunstnikuromaan,ese_semio
kunstvaik,materjal/aine
kunstisuund,abstr/konkr
kunstitempel,koht_asutus
kunstivahend,ese_instru
kunstivahend,abstr/konkr
kunstivool,vald
kunstitõde,abstr
kunstpäike,nähtus_füüs
kunstnikupale,omadus
kunstnikunimi,esitus_keel
kunstnikukäekiri,esitus
kunstivorm,abstr
kunstivorm,abstr/konkr
kunstitöö,ese_kunst
kunstiteooria,vald
kunstkarusnahk,materjal/aine
kunstlumi,materjal/aine
kunstlumi,materjal/aine
kunstluule,ese_semio
kunstmuistend,ese_kunst
kunstmuusika,ese_kunst
kunstsiid,materjal/aine
kunstneer,ese_instru
kunstinäitus,sündmus
kunstisündmus,sündmus
kunstisündmus,sündmus
kunstiüritus,sündmus
kunstioksjon,sündmus
kupliline,omadus_kval
kunstkoelmu,koht_ala
kunstinärv,omadus_psühh
kuppelmägi,objekt_loodus
kunstpere,loom_putukas
kunstkärg,ese
kurb,omadus_kval
kurb,omadus_kval
kurb,omadus_psühh
kupla,ADV_seisund
kuplas,ADV_seisund
kunstkäsitöö,tegevus
kunstkäsitöö,ese_kunst
kuperoosa,seisund_haigus
kuppelhaud,koht_hoone
