"value","semantic_type_code"
ilmetuvõitu,omadus_kval
klaperjaht,sündmus
klaperjaht,tegevus
klaperjaht,tegevus
kohtukoda,koht_hoone
kääbustäht,nähtus_loodus
rabekas,omadus_füüs
rabekas,omadus_kval
odavavõitu,omadus_füüs
pimedavõitu,omadus_füüs
rabedavõitu,omadus_füüs
rabedavõitu,omadus_kval
aedaster,taim
juhmivõitu,omadus_psühh
Liiva-Putla,koht_geogr
viletsapoolne,omadus_kval
viletsapoolne,omadus_füüs
viletsavõitu,omadus_kval
viletsavõitu,omadus_füüs
totakavõitu,omadus_kval
kreeps,seisund_haigus
kreeps,seisund_haigus
kreeps,nähtus_psühh
dekonstruktsioon,abstr/konkr
metsakutsu,loom
pajuvillem,loom
koharentnik,in_omadus
metsasaks,loom
metsasaks,in_elukutse
sipelgauurija,in_elukutse
rahvastiku-uurija,in_elukutse
metsakoer,loom
vesinikusõiduk,ese_instru
mW,esitus_mõõt
linnunahk,materjal/aine
linnunahk,materjal/aine
linnunahk,kehaosa_loom
kainik,in_omadus
Sargasso meri,koht_geogr_veekogu
koolitusprogramm,abstr/konkr
tulelont,ese_instru
tulelont,materjal/aine
fenobarbitaal,materjal/aine
inventeerimiskomisjon,inimene
miljonär,in_omadus
kellamees,in_elukutse
luutiisikus,seisund_haigus
kassatsioonikohus,koht_asutus
pooltaimetoitlane,in_omadus
sotsiaalteadlane,in_elukutse
laktovegetaarlus,nähtus
õpiprojekt,ese_semio
murdjalik,omadus
silmakirjateener,in_omadus
Kopli,koht_geogr
Kopli,koht_geogr
Kopli,koht_geogr
Kopli,koht_geogr
jaevõrk,koht_asutus
lõpma,VERB_muutus
Mõisaküla,koht_geogr
Mõisaküla,koht_geogr
Mõisaküla,koht_geogr
Mõisaküla,koht_geogr
Mõisaküla,koht_geogr
Mõisaküla,koht_geogr
Mõisaküla,koht_geogr
Mõisaküla,koht_geogr
Mõisaküla,koht_geogr
Mõisaküla,koht_geogr
Mõisaküla,koht_geogr
Mõisaküla,koht_geogr
Mõisaküla,koht_geogr
Telliskopli,koht_geogr
kometitegija,in_roll
kometitegija,in_elukutse
Pirita klooster,koht_hoone
paanika,nähtus_psühh
Napoli,koht_geogr
õppeedukus,abstr
Haabersti,koht_geogr
Nassau,koht_geogr
ärijuhtimine,vald
programmeerija,in_elukutse
kerjaja,in_tegija
tuumateadlane,in_elukutse
kelluke,taim
kelluke,ese_instru
veiderdaja,in_roll
veiderdaja,in_elukutse
Juhkentali,koht_geogr
Keldrimäe,koht_geogr
Liivamäe,koht_geogr
Liivamäe,koht_geogr
palaganitegija,in_roll
palaganitegija,in_elukutse
vesinikutehnoloogia,vald
rahapuu,abstr/konkr
kloun,in_omadus
kloun,in_elukutse
nimekiri,esitus
nimekiri,ese_semio
Panfilovi,koht_geogr
Pakri,koht_geogr
Harku,koht_geogr
Harku,koht_geogr
Novorossia,koht_geogr
Nürnberg,koht_geogr
triibuline nimekiri,seisund
triibuline nimekiri,ese_semio
välja võtma,VERB_abstr
välja võtma,VERB_abstr
välja võtma,VERB_tegevus
välja võtma,VERB_abstr
välja võtma,VERB_muutus
välja võtma,VERB_muutust põhjustama
välja võtma,VERB_liigutama
lisakilo,esitus_mõõt
lisakilo,esitus_mõõt
Hüti,koht_geogr
Hüti,koht_geogr
maksuküür,abstr
sarisüütaja,inimene
Edirne,koht_geogr
Ahhaia,koht_geogr
Swansea,koht_geogr
Hundinurga,koht_geogr
tuhmipoolne,omadus_füüs_värv
tuhmipoolne,omadus_füüs
täie eest,omadus_kval
Eeden,koht
Eeden,seisund
Eeden,koht
Alabama,koht_geogr
galaõhtu,sündmus
Eedeni aed,koht
Eedeni aed,seisund
Eedeni aed,koht
Amuuri-äärne Komsomolsk,koht_geogr
hõberemmelgas,taim
Horma,koht_geogr
džemper,ese_riie
Altun Shan,koht_geogr
draama,ese_kunst
draama,sündmus
draama,nähtus_psühh
draama,ese_kunst
draama,ese_kunst
asjaolu,abstr/konkr
asjaolu,abstr/konkr
Aletschhorn,koht_geogr
reetlikkus,nähtus_psühh
BNS,koht_asutus
vaiksevõitu,omadus_füüs
vaiksevõitu,omadus_psühh
lepe,tegevus_kõnetegu
lepe,ese_semio
sinimerikarp,toit
seljakont,kehaosa
seljakont,kehaosa
Hutita,koht_geogr
väikesevõitu,omadus_füüs
märkmed,esitus_info
Iilaste,koht_geogr
Hulaku,koht_geogr
Horosuu,koht_geogr
usutegelane,in_roll
usutegelane,in_elukutse
Härmä,koht_geogr
Hõbeda,koht_geogr
Hõbeda,koht_geogr
täie eest väljas olema,VERB_seisund
lõukakivi,ese_instru
eelarvamus,nähtus_psühh
Hänga,koht_geogr
Hürsi,koht_geogr
Ibaste,koht_geogr
Iia,koht_geogr
Iila,koht_geogr
Hõbemäe,koht_geogr
Härma,koht_geogr
Härma,koht_geogr
Häärmäni,koht_geogr
nihvak,tegevus_tegu
Ilbaku,koht_geogr
Ilistvere,koht_geogr
Ilmandu,koht_geogr
Ilmandu,koht_geogr
kopsusammal,taim
kopsusammal,organism
väljas,ADV_seisund
väljas,ADV_seisund
väljas,ADV_seisund
väljas,ADV_koht
väljas,ADV_seisund
väljas,ADV_seisund
väljas,ADV_koht
väljas,ADV_koht
väljas,ADV_koht
kaisukaru,ese
mortiir,ese_instru
EXPO,sündmus
Ilmastalu,koht_geogr
kartulipuder,toit
Igavere,koht_geogr
Igavere,koht_geogr
Igevere,koht_geogr
Ihatsi,koht_geogr
keelma,VERB_suhtlus
meelespea,taim
meelespea,ese_semio
järjestusskaala,ese_semio
järjestusskaala,abstr/konkr
iiskann,ese_instru
alalisvoolugeneraator,ese_instru
gastronoom,koht_asutus
gastronoom,in_elukutse
halastaja,omadus
kiviraiuja,in_elukutse
kasutajatunnus,esitus_tähis
sisearst,in_elukutse
šoppamine,tegevus
šoppamine,sündmus
kohtukirjutaja,in_elukutse
tormi-iil,nähtus_loodus
märkmik,ese_semio
kuuliprits,ese_instru
ruunaja,in_elukutse
maruiil,nähtus_loodus
mäejalg,objekt_loodus
akutööriist,ese_instru
kopsutiisikus,seisund_haigus
viirutama,VERB_tegevus
ümmardaja,in_roll
ümmardaja,in_roll
ümmardaja,in_elukutse
kuulipilduja,ese_instru
piletikontrolör,in_elukutse
raudvitriol,materjal/aine
Ilvese,koht_geogr
zooinsener,in_elukutse
zootehnik,in_elukutse
peolõvi,in_omadus
lapsekoda,kehaosa
kustki,ADV_koht
luulelik,omadus_psühh
luulelik,omadus_kval
mant,toit_jook
määrane,omadus_kval
nebulaarne,omadus_füüs
odamees,ese_instru
odamees,in_elukutse
odamees,in_tegija
odamees,in_elukutse
loomavelsker,in_elukutse
löökfilm,ese_kunst
põldnik,in_elukutse
laurits,aeg_tähtpäev
noorisand,in_omadus
mõistmata,omadus_kval
Irase,koht_geogr
sümpaatlik,omadus_kval
nebulaarhüpotees,abstr/konkr
pruul,toit_jook
pruul,toit
pruul,in_tegija
pruul,in_elukutse
jätkukoht,koht
ekskurseerima,VERB_liikuma
ekskurreerima,VERB_liikuma
eelsoojendus,tegevus
tennisking,ese_riie
saadananägu,esitus_keel_suhtlus
saatananägu,esitus_keel_suhtlus
odöör,nähtus_füüs
odöör,materjal/aine
soojendus,ese_instru
soojendus,tegevus
Kaaria,koht_geogr
Kaevatsi laid,koht_geogr
Kalli järv,koht_geogr_veekogu
Kahhethi,koht_geogr
hübristofiilia,nähtus_psühh
puduloom,loom
Irta,koht_geogr
punastama,VERB_muutus
paleuslik,omadus_kval
lahksuguline,omadus_füüs
Koiva,koht_geogr
Ilmaste,koht_geogr
passima,VERB_tegevus
passima,VERB_abstr
passima,VERB_abstr
passima,VERB_abstr
passima,VERB_seisund
passima,VERB_tegevus
Kose,koht_geogr
Kose,koht_geogr
Kose,koht_geogr
Kose,koht_geogr
Kose,koht_geogr
Kose,koht_geogr
Kose,koht_geogr
natukese,ADV_aste
polüstürool,materjal/aine
pordunaine,in_roll
pull,omadus_kval
pull,omadus_kval
pull,objekt
pull,materjal/aine
Iltsmu,koht_geogr
Käravete,koht_geogr
Lõuna-Sporaadid,koht_geogr
puss,tegevus_tegu
põhikirjafond,ese_raha
Imukvere,koht_geogr
Imukvere,koht_geogr
Ingküla,koht_geogr
Indsikurmu,koht_geogr
Iravere,koht_geogr
raudteevaksal,koht_hoone
raudteevaksal,koht_ala
Iruste,koht_geogr
Niger,koht_geogr
Niger,koht_geogr_veekogu
Isabella,koht_geogr
rehnut,VERB_tegevus
rehnut,abstr
salaline,omadus_kval
ravimiretsept,ese_semio
Jaaska,koht_geogr
Ivaski,koht_geogr
Ivaste,koht_geogr
Jaakna,koht_geogr
raiesmaa,taim
raiesmaa,koht_ala
vudima,VERB_liikuma
Jalalõpe,koht_geogr
sotsieteet,koht_asutus
sotsieteet,inimene
reaktor,ese_instru
reaktor,ese_instru
reaktor,ese_instru
sikatuur,materjal/aine
Jandova,koht_geogr
tõukekas,ese_instru
skunks,loom
kuub,abstr/konkr
kuub,ese_riie
kuub,ese_riie
Jalgsema,koht_geogr
sorsk,loom_lind
Jantra,koht_geogr
lakkekrants,in_omadus
laulukaar,koht_hoone
auväärt,esitus_keel_suhtlus
auväärt,omadus_kval
Jalase,koht_geogr
Jausa,koht_geogr
redaktsioon,ese_semio
kooseluleping,ese_semio
kooseluleping,abstr/konkr
vaenuväli,koht_ala
tendentsioosne,omadus_abstr
Rouen,koht_geogr
Roomassaare,koht_geogr
pooluks,ese_instru
vaenulik,omadus
Roodevälja,koht_geogr
Rooküla,koht_geogr
Rosma,koht_geogr
valjusti,ADV_viis
valjusti,ADV_viis
pottmüts,ese_riie
rõngasnina,loom
Jūrmala,koht_geogr
üles ütlema,VERB_suhtlus
üles ütlema,VERB_muutus
üles ütlema,VERB_suhtlus
Rotterdam,koht_geogr
Roiu,koht_geogr
vahetalitaja,in_roll
läbinisti,ADV_aste
täienisti,ADV_aste
äärepealt,ADV_aste
äärepealt,ADV_aste
Riidaja,koht_geogr
Rio Negro,koht_geogr_veekogu
ummus,seisund
tööstus,vald
tööstus,koht_asutus
tööstus,vald
ülemääraline,omadus_kval
ülemääraline,omadus
reformierakond,koht_asutus
fokaal,omadus_füüs
fokaal,omadus_füüs
lamaskelema,VERB_seisund
tabuule,toit
punktiline,omadus_füüs
punktiline,omadus_füüs
punktiline,omadus_füüs
punktiline,omadus_füüs
rooli istuma,VERB_tegevus
reostus,tegevus
reostus,seisund
Räpina,koht_geogr
Räpina,koht_geogr
päevaroos,taim
kärssnina,loom
vastupanuliikumine,tegevus
huvitama,VERB_psühh
huvitama,VERB_abstr
selgelt,ADV_viis
selgelt,ADV_viis
ergonoomika,vald
ergonoomika,abstr/konkr
hilinema,VERB_seisund
puutekindel,omadus_füüs
puutekindel,omadus_füüs
purilendur,inimene
käsitu,omadus
reps,grupp
reps,ese_kunst
retoorika,abstr/konkr
retoorika,vald
kõnelaad,abstr
ette heitma,VERB_psühh
furgoonauto,ese_instru
õppust võtma,VERB_abstr
õnnitlema,VERB_suhtlus
Nuuk,koht_geogr
Kalju,koht_geogr
Kalju,koht_geogr
püstasend,seisund
püstasend,abstr_asend/suund
Tammiste,koht_geogr
Tammiste,koht_geogr
vibraator,ese_instru
vibraator,ese_instru
ära leppima,VERB_suhtlus
ära leppima,VERB_muutus
kätte tulema,VERB_abstr
kätte tulema,VERB_aeg
kätte tulema,VERB_alustama
austama,VERB_tegevus
austama,VERB_psühh
austama,VERB_psühh
austama,VERB_psühh
austama,VERB_psühh
terendama,VERB_seisund
terendama,VERB_psühh_mõistus
kössitama,VERB_seisund
kössitama,VERB_seisund
Tammistu,koht_geogr
Tammistu,koht_geogr
Tammistu,koht_geogr
Tammistu,koht_geogr
Tammistu,koht_geogr
spiccato,ADV_viis
kätte võitlema,VERB_tegevus
külmavõdin,nähtus_psühh
küljeli,ADV_viis
kühmus,ADV_seisund
Shanghai,koht_geogr
neljakuune,omadus_aeg
neljakuune,omadus_aeg
viiekuune,omadus_aeg
viiekuune,omadus_aeg
lastekasvatajanna,in_elukutse
pooleaastane,omadus_aeg
pooleaastane,omadus_aeg
pooleaastane,omadus
seitsmeaastane,omadus_aeg
seitsmeaastane,omadus_vanus
Ithaka,koht_geogr
Paraceli saared,koht_geogr
Carpentaria laht,koht_geogr_veekogu
Shenzhen,koht_geogr
dengue-palavik,seisund_haigus
Bilgorod-Dnistrovskõi,koht_geogr
puht,ADV_aste
Cognac,koht_geogr
võrokas,in_rahvas
bi,in_omadus
võrokene,in_rahvas
Kaesŏng,koht_geogr
Kamensk-Uralski,koht_geogr
Liaodongi poolsaar,koht_geogr
Jiangxi,koht_geogr
Kivine Tunguska,koht_geogr_veekogu
krooksutama,VERB_nähtus
krooksutama,VERB_muutust põhjustama
Ningxia,koht_geogr
pagulus,tegevus
pagulus,seisund
pagulus,nähtus
pagulus,seisund
Hampshire,koht_geogr
Exeter,koht_geogr
Huang He,koht_geogr_veekogu
kumulatiivne jaotus,abstr/konkr
Neva,koht_geogr_veekogu
Sōya väin,koht_geogr_veekogu
ahnitseja,in_omadus
rahandusasutus,koht_asutus
ergastulum,koht_hoone
ergastulum,koht_hoone
ekstra,omadus_kval
ekstra,omadus_füüs
ekstra,omadus_kval
leigenema,VERB_muutus
leigenema,VERB_muutus
köökus,ADV_viis
köökus,ADV_seisund
köötsus,ADV_viis
köötsus,ADV_seisund
odakujuline,omadus_füüs
obskurantne,omadus_psühh
puru,ADV_seisund
rekkima,VERB_tegevus
rekkima,VERB_psühh_mõistus
iga,omadus_kval
säri,nähtus_füüs
omanäoline,omadus_kval
omanäoline,omadus
klõpsulõks,ese_semio
klõpsulõks,abstr/konkr
Burgundia pada,toit
Burgundia veisepada,toit
lahti kloppima,VERB_tegevus
unterohvitser,in_elukutse
unterohvitser,esitus_tiitel
untervits,in_elukutse
untervits,esitus_tiitel
eeldatavasti,ADV_modaalsus
Tammneeme,koht_geogr
plokkima,VERB_tegevus
avastama,VERB_psühh
avastama,VERB_abstr
läbi astuma,VERB_liikuma
läbi astuma,VERB_tegevus
läbi astuma,VERB_liikuma
sisse vajuma,VERB_liikuma
sisse vajuma,VERB_seisund
sisse vajuma,VERB_muutus
autentima,VERB_tegevus
isikutuvastus,abstr/konkr
Järvaküla,koht_geogr
ordinaalskaala,ese_semio
ordinaalskaala,abstr/konkr
Jändja,koht_geogr
Joaveski,koht_geogr
Joandu,koht_geogr
Juba,koht_geogr
Juula,koht_geogr
Jälgimäe,koht_geogr
Jänistvere,koht_geogr
Järni,koht_geogr
Kaarma-Kirikuküla,koht_geogr
piltmärk,esitus_kujutis
Järise,koht_geogr
Järise,koht_geogr
Kaaratautsa,koht_geogr
Kaarlijärve,koht_geogr
Kaarlimõisa,koht_geogr
Juraski,koht_geogr
Järva-Jaani,koht_geogr
Järva-Jaani,koht_geogr
Järvekülä,koht_geogr
Järvepalu,koht_geogr
Juula,koht_geogr
Kaarmise,koht_geogr
naist võtma,VERB_tegevus
naist võtma,VERB_muutus
Kaaru,koht_geogr
Kaaruka,koht_geogr
Juusa,koht_geogr
Kaansoo,koht_geogr
Kaasikaia,koht_geogr
rämpspost,ese_semio
rämpspost,ese_semio
teave,esitus_info
Kaali-Liiva,koht_geogr
kahjurvara,ese_semio
karjäärimudel,abstr/konkr
juurdepääs,abstr
juurdepääs,abstr/konkr
Tammsaare,koht_geogr
krüptograafia,esitus_kujutis
krüptograafia,ese_semio
intranet,abstr/konkr
äikene,nähtus_loodus
privaatsus,seisund
petukiri,ese_semio
linlik,omadus_abstr
linnalik,omadus_abstr
urbanistlik,omadus_abstr
Kaasiksaare,koht_geogr
Kaasiku,koht_geogr
Kaasiku,koht_geogr
Kaasiku,koht_geogr
Kaasiku,koht_geogr
linnauntsakas,in_omadus
Kaasikvälja,koht_geogr
äikseilm,nähtus_loodus
Tokaj,toit_jook
Tokaj,koht_geogr
Scopuse mägi,koht_geogr
Kaave,koht_geogr
Kaave,koht_geogr
Kaavere,koht_geogr
Kaavere,koht_geogr
Kaavere,koht_geogr
Kabeli,koht_geogr
Kabeli,koht_geogr
Kabelimetsa,koht_geogr
Kaberla,koht_geogr
eeskuju,abstr/konkr
tulemüür,koht_hoone
tulemüür,ese_instru
mikromobiilsus,vald
Kabila,koht_geogr
Kabila,koht_geogr
Kablaküla,koht_geogr
Kablima,koht_geogr
Tammuna,koht_geogr
oot-oot,esitus_keel_suhtlus
oot-oot,esitus_keel_suhtlus
pea,esitus_keel_suhtlus
peekonilõik,toit
unplugged-kontsert,sündmus
veebikonstaabel,in_elukutse
viilutatult,ADV_viis
Kadaka,koht_geogr
Kadaka,koht_geogr
Kadaka,koht_geogr
Kadaka,koht_geogr
Kadaka,koht_geogr
Kadapiku,koht_geogr
Kadapiku,koht_geogr
palgateadlikkus,omadus_psühh
Kadarpiku,koht_geogr
Kagarinna,koht_geogr
Kadila,koht_geogr
Kaelase,koht_geogr
Kahrila-Mustahamba,koht_geogr
Kajamaa,koht_geogr
Kaiavere,koht_geogr
Kaiavere,koht_geogr
Kaigutsi,koht_geogr
Kailuka,koht_geogr
Kaimi,koht_geogr
Kaisa,koht_geogr
Kakuvälja,koht_geogr
Kalbuse,koht_geogr
Kaleste,koht_geogr
Kaerepere,koht_geogr
Kaerepere,koht_geogr
Kalgi,koht_geogr
Kaeva,koht_geogr
Kagavere,koht_geogr
Kaku,koht_geogr
Kaku,koht_geogr
Kahula,koht_geogr
Kaliküla,koht_geogr
Kaliküla,koht_geogr
Kalliküla,koht_geogr
Kalme,koht_geogr
Kalme,koht_geogr
Kalme,koht_geogr
Kalme,koht_geogr
Kalmu,koht_geogr
Kaloga,koht_geogr
Kaloga,koht_geogr
Kalvre,koht_geogr
Kamara,koht_geogr
Kamariku,koht_geogr
Kaluka,koht_geogr
Kalli,koht_geogr
Kalli,koht_geogr
ülemtoon,nähtus_füüs
jahvatatult,ADV_viis
andmine,tegevus
isepäisus,nähtus_psühh
riivitult,ADV_viis
reklaampostitus,tegevus
palgateadlik,omadus_psühh
Kandla,koht_geogr
lubjapõletamine,tegevus
lorima,VERB_suhtlus
sotsiaalmeediapostitus,ese_semio
peesse minema,VERB_seisund
Karuba,koht_geogr
Kandle,koht_geogr
kaarel,taim
vigurdus,tegevus_tegu
ränivetikad,organism
paanikatekitaja,in_roll
paanikatekitaja,in_omadus
vingerpuss,tegevus_tegu
väljapääs,abstr
väljapääs,abstr/konkr
väljapääs,koht_hoone
väljapääs,koht_ala
vihmakile,ese_instru
paniköör,in_roll
paniköör,in_omadus
pekaanipähkel,toit_vili
röötsakil,ADV_seisund
vinegrettsalat,toit
paariteistkümneaastane,omadus_aeg
paariteistkümneaastane,omadus_vanus
Lilastvere,koht_geogr
tirtsukene,in_omadus
tirtsukene,inimene
Lilbi,koht_geogr
Lilbi,koht_geogr
vähem vend,abstr/konkr
liiatigi,ADV_modaalsus
liiatigi,abstr
lällama,VERB_suhtlus
lällama,VERB_suhtlus
lällama,VERB_suhtlus
neid,in_omadus
neid,esitus_tiitel
lõõtspillimängija,in_omadus
kahekaupa,ADV_viis
kahekaupa,ADV_seisund
neidis,in_omadus
neidis,esitus_tiitel
neidis,loom_putukas
lössakil,ADV_seisund
räntsakil,ADV_seisund
üritama,VERB_tegevus
lösakil,ADV_seisund
lösakil,ADV_seisund
naeratama,VERB_nähtus
naeratama,VERB_psühh_emots
haisema,VERB_abstr
haisema,VERB_nähtus
frappuccino,toit_jook
grillima,VERB_tegevus
grillima,VERB_toituma
moccaccino,toit_jook
vahelträäkija,in_roll
vahelträäkija,in_roll
vahelträäkija,in_elukutse
Kanamardi,koht_geogr
üheksaselt,ADV_aeg
Tamsa,koht_geogr
Kangsti,koht_geogr
Kannastiku,koht_geogr
Kantreküla,koht_geogr
Karaski,koht_geogr
Karaski,koht_geogr
supelhoone,koht_asutus
Kardla,koht_geogr
päikesemärk,objekt_loodus_tähtkuju
Kanariku,koht_geogr
Kapi,koht_geogr
Kargaja,koht_geogr
Kargi,koht_geogr
Kanassaare,koht_geogr
sodiaagimärk,nähtus_loodus
sodiaagimärk,koht_ala
sodiaagimärk,esitus_kujutis
Kangrussaare,koht_geogr
Kapu,koht_geogr
Karivärava,koht_geogr
Karjamaa,koht_geogr
Karjamaa,koht_geogr
Karjasoo,koht_geogr
Karkuse,koht_geogr
Karkuse,koht_geogr
Karilepa,koht_geogr
Karla,koht_geogr
Karla,koht_geogr
Karujärve,koht_geogr
kolima,VERB_tegevus
kolima,VERB_liikuma
kolima,VERB_tegevus
Karuste,koht_geogr
memm,in_omadus
memm,ese
memm,in_omadus
memm,in_sugulane
memm,in_omadus
putkepill,ese_instru
neiupõli,aeg
Himki,koht_geogr
ilmaolud,seisund
ilmaolud,abstr/konkr
lösakile,ADV_seisund
röötsakile,ADV_seisund
röötsakile,ADV_seisund
lössakile,ADV_seisund
Kasti,koht_geogr
Kasti,koht_geogr
Kastja,koht_geogr
Kasari,koht_geogr
lööpsti,nähtus_füüs
Kassiratta,koht_geogr
Kastamara,koht_geogr
Kastmekoja,koht_geogr
Kaseküla,koht_geogr
Kasepää,koht_geogr
Kasepää,koht_geogr
Kasevälja,koht_geogr
Kassilaane,koht_geogr
Kovrov,koht_geogr
Kaude,koht_geogr
Kaunispe,koht_geogr
Krasnogorodskoje,koht_geogr
Kaugatoma,koht_geogr
Keerba,koht_geogr
pahurdama,VERB_suhtlus
pahurdama,VERB_seisund
paipoiss,in_roll
paipoiss,in_omadus
magusasti,ADV_viis
magusasti,omadus_füüs
magusasti,ADV_viis
magusasti,omadus_kval
magamislavats,ese_instru
repertuaar,grupp
repertuaar,ese_kunst
repertuaar,abstr/konkr
piimajõudlus,omadus
raudläik,materjal/aine
sortima,VERB_tegevus
valusasti,ADV_viis
valusasti,ADV_aste
valusasti,ADV_viis
opex,abstr/konkr
spordipudel,ese_anum
Kehala,koht_geogr
Kehila,koht_geogr
Kauste,koht_geogr
Kavandi,koht_geogr
Kavandu,koht_geogr
töövoog,abstr/konkr
Kellassaare,koht_geogr
Keressaare,koht_geogr
Kenni,koht_geogr
Keo,koht_geogr
Keravere,koht_geogr
Kerema,koht_geogr
Kergatsi,koht_geogr
Kerguta,koht_geogr
Kerita,koht_geogr
Kersalu,koht_geogr
Kibuna,koht_geogr
Kidise,koht_geogr
Kihme,koht_geogr
Kiigevere,koht_geogr
Kuusalu,koht_geogr
Kuusalu,koht_geogr
Kuusalu,koht_geogr
Kiirassaare,koht_geogr
Kelvingi,koht_geogr
Kellämäe,koht_geogr
Kelu,koht_geogr
Kelu,koht_geogr
Kemba,koht_geogr
Kibura,koht_geogr
Kihmla,koht_geogr
Kiini,koht_geogr
Kesklahe,koht_geogr
Kestla,koht_geogr
Kibaru,koht_geogr
Kibena,koht_geogr
maltuslus,abstr
aparaadihingamine,abstr/konkr
patsima,VERB_tegevus
vaistlik,omadus_kval
vaistlik,omadus
kämping,koht_ala
palmima,VERB_tegevus
palmitsema,VERB_tegevus
raviplaan,ese_semio
raviplaan,abstr/konkr
arutlema,VERB_suhtlus
medalisaaja,in_omadus
medalisaaja,inimene
meeleheit,nähtus_psühh
haavaseen,taim_seen
ehmatama,VERB_psühh
ehmatama,VERB_psühh
männiseen,taim_seen
kolmekümneaastane,omadus_vanus
Lillimõisa,koht_geogr
Lilu,koht_geogr
eksima,VERB_psühh
eksima,VERB_abstr
eksima,VERB_liikuma
Limu,koht_geogr
kaaklema,VERB_suhtlus
päikest võtma,VERB_tegevus
päikest võtma,VERB_seisund
heaks kiitma,VERB_abstr
kalvinist,in_roll
riiuldaja,in_elukutse
valeööbik,loom_lind
favela,koht_ala
skann,tegevus_tegu
kahurimääre,materjal/aine
Stanislav,koht_geogr
Bila Tserkva,koht_geogr
Belaja Tserkov,koht_geogr
Bilhorod-Dnistrovskõi,koht_geogr
aaskinnis,ese_riie
aaslina,taim
Lõuna-Bug,koht_geogr_veekogu
Lääne-Bug,koht_geogr_veekogu
aagreht,in_elukutse
Tšernivtsi,koht_geogr
monel,materjal/aine
siiakala,toit
siiakala,loom_kala
taktikaline tuumarelv,ese_instru
aa,esitus_keel_suhtlus
aasima,VERB_suhtlus
aadamaõun,kehaosa
aadlilipkond,abstr/konkr
aadlimarssal,in_roll
aaderdama,VERB_muutus
aaderdus,VERB_tegevus
aaderdus,ese_kunst
aadlimatrikkel,ese_semio
aadlimees,in_roll
aadlisuguvõsa,in_sugulane
aadlisuguvõsa,grupp
aadlipäritolu,abstr/konkr_omadus
aadlivõsu,in_roll
aaloemahl,materjal/aine
aanispits,toit_jook
aadrit laskma,VERB_muutust põhjustama
aadrit laskma,VERB_tegevus
aadrit laskma,VERB_abstr
aardeleid,ese
aardeleid,ese
aadressbüroo,koht_asutus
aamoripost,abstr/konkr
aamorpost,abstr/konkr
aaria,ese_kunst
aas,koht_loodus
aas,ese_instru
aas,ese_riie
aas,ese_instru
aabits,ese_semio
aade,abstr/konkr
aare,nähtus_psühh
aare,ese
aadel,seisund
aadel,in_omadus
aadel,esitus_tiitel
aadlik,in_roll
aadlik,in_omadus
aaskaerand,taim
aastaajaline,omadus_aeg
aastaselt,ADV_aeg
aastaselt,ADV_aeg
aastatagune,aeg
aastatagune,omadus_aeg
aatomiajastu,aeg
aastaauhind,abstr/konkr
aastahoroskoop,tegevus_kõnetegu
aastahoroskoop,ese_semio
aastanumber,esitus_arv
aastaarv,esitus_arv
aasta-aastalt,ADV_viis
aasta-aastalt,ADV_aeg
aastake,aeg
aastanäitus,sündmus
aastarütm,nähtus_loodus
aastastipendium,ese_raha
aastakonverents,sündmus
aastakoosolek,sündmus
aašram,koht_asutus
aašram,koht_asutus
aastalõpp,aeg
aasta-kaks,aeg
aasta-paar,aeg
aastalaat,sündmus
aastaintress,ese_raha
aastatepikkune,omadus
aastanorm,kogus
aastati,ADV_aeg
aatman,abstr
aatomiallveelaev,ese_instru
aastapalk,esitus_mõõt
aastapalk,ese_raha
aastapäevakontsert,sündmus
aastapäevapidu,tegevus_tegu
aas-rebasesaba,taim
aatemees,in_omadus
aatomimudel,abstr/konkr
abielukriis,nähtus_psühh
abee,in_roll
aatomvõre,omadus_füüs
aatomvõre,abstr/konkr
abakala,loom_kala
aastavahetus,aeg
abandoon,abstr/konkr
abiandja,in_tegija
aatomielektrijaam,koht_asutus
aatomielektrijaam,esitus
abiellumiskeeld,abstr/konkr
abieluaasta,aeg
aatomisõda,sündmus
abessiiv,esitus_keel
abielulahutusakt,abstr/konkr
abielueelne,omadus_aeg
abieluinimene,in_roll
abielulaps,in_sugulane
Abessiinia,koht_geogr
abessiinlane,loom
abessiinlane,in_rahvas
abielusadam,seisund
abielutruudus,nähtus
abieluvoodi,ese_instru
aaloe,taim
abielurikkuja,in_omadus
abilinnapea,in_elukutse
abaluu,kehaosa
abar,ese_instru
abasiin,in_rahvas
abiellumus,esitus_mõõt
abikeel,esitus_keel
abikäsi,tegevus_tegu
abipakett,abstr/konkr
abikirik,koht_hoone
abikirik,koht_asutus
abiogenees,tegevus_muutus
abiratas,ese_instru
abimäärsõna,esitus_keel
abiotsija,in_omadus
abiteenistuja,in_elukutse
abstraktsionism,vald
abdoomen,kehaosa_loom
abdoomen,kehaosa
abiotsiv,omadus_psühh
abiprogramm,abstr/konkr
abiprogramm,abstr/konkr
abistatud enesetapp,sündmus
