pat_id,pattern,verb_word,verb_compound,phrase_nr,phrase_case,adp,inf_verb
623,kilistama millega,kilistama,,1,kom,,
624,kimbutama keda*,kimbutama,,1,part,,
625,kindlaks tegema keda/mida,tegema,kindlaks,1,part,,
626,kindlustama mille peale / mille eest,kindlustama,,1,gen,peale,
627,kindlustama mille vastu,kindlustama,,1,gen,vastu,
628,kindlustama mille peale / mille eest,kindlustama,,1,gen,eest,
629,kinga andma kellele,andma,kinga,1,all,,
630,kinga saama kellelt/millelt,saama,kinga,1,abl,,
631,kingadesse astuma kelle,astuma,kingadesse,1,gen,,
632,kinkima mida,kinkima,,1,part,,
633,kinkima kellele,kinkima,,1,all,,
634,kinnast heitma kellele/millele,heitma,kinnast,1,all,,
635,kinnast viskama kellele/millele,viskama,kinnast,1,all,,
636,kinni haarama kellest/millest,haarama,kinni,1,el,,
637,kinni hakkama millest,hakkama,kinni,1,el,,
638,kinni hoidma millest/kellest,hoidma,kinni,1,el,,
639,kinni hoidma mida/keda*,hoidma,kinni,1,part,,
640,kinni katma mida/keda,katma,kinni,1,part,,
641,kinni olema milles,olema,kinni,1,in,,
642,kinni pidama millest,pidama,kinni,1,el,,
643,kinni saama kellest/millest,saama,kinni,1,el,,
645,kinnitama kuhu,kinnitama,,1,all,,
646,kintsu kaapima kelle,kaapima,kintsu,1,gen,,
647,kintsu kaapima kelle ees,kaapima,kintsu,1,gen,ees,
648,kippuma mida tegema,kippuma,,1,part,,tegema
649,kippuma kuhu,kippuma,,1,all,,
650,kirja panema kuhu,panema,kirja,1,all,,
651,kirjas olema kus,olema,kirjas,1,ad,,
652,kirjeldama keda/mida*,kirjeldama,,1,part,,
653,kisklema mille pärast,kisklema,,1,gen,pärast,
655,kiusama keda*,kiusama,,1,part,,
656,kivi viskama kelle pihta,viskama,kivi,1,gen,pihta,
657,kividega loopima keda*,loopima,kividega,1,part,,
658,klammerduma kelle/mille külge,klammerduma,,1,gen,külge,
659,klapitama millega,klapitama,,1,kom,,
660,klapitama mida,klapitama,,1,part,,
661,klappima millega,klappima,,1,kom,,
662,klatšima keda*,klatšima,,1,part,,
663,klobistama millega,klobistama,,1,kom,,
664,klobistama mida*,klobistama,,1,part,,
665,klõbistama millega,klõbistama,,1,kom,,
666,klõbistama mida*,klõbistama,,1,part,,
667,klõpsima millega,klõpsima,,1,kom,,
668,klõpsima mida*,klõpsima,,1,part,,
669,klõpsutama millega,klõpsutama,,1,kom,,
670,klõpsutama mida*,klõpsutama,,1,part,,
671,koaleeruma kellega,koaleeruma,,1,kom,,
672,kodus olema milles,olema,kodus,1,in,,
673,kogema mida*,kogema,,1,part,,
675,koguma mida*,koguma,,1,part,,
676,kogunema kuhu,kogunema,,1,all,,
677,kohaldama mida,kohaldama,,1,part,,
678,kohaldama kelle/mille suhtes,kohaldama,,1,gen,suhtes,
679,kohaldama kellele/millele,kohaldama,,1,all,,
680,kohalduma millele/kellele,kohalduma,,1,all,,
681,kohandama millele,kohandama,,1,all,,
682,kohandama millega,kohandama,,1,kom,,
683,kohandama mida,kohandama,,1,part,,
684,kohandama milleks,kohandama,,1,tr,,
685,kohanduma millele,kohanduma,,1,all,,
686,kohanduma millega,kohanduma,,1,kom,,
687,kohanduma kus,kohanduma,,1,ad,,
688,kohanema kus,kohanema,,1,ad,,
689,kohanema millega,kohanema,,1,kom,,
690,kohkuma millest,kohkuma,,1,el,,
692,kohtama mida*,kohtama,,1,part,,
693,kohtuma millega,kohtuma,,1,kom,,
694,kohustama keda*,kohustama,,1,part,,
695,kohustama mida tegema,kohustama,,1,part,,tegema
696,kohustuma mida tegema,kohustuma,,1,part,,tegema
697,kohut käima kellega,käima,kohut,1,kom,,
698,kohut mõistma kelle üle,mõistma,kohut,1,gen,üle,
699,kohutama keda*,kohutama,,1,part,,
700,koinima keda*,,koinima,1,part,,
701,koitma kellele,koitma,,1,all,,
702,kokku ajama mida,ajama,kokku,1,part,,
703,kokku elama kellega,elama,kokku,1,kom,,
704,kokku juhtuma kellega,juhtuma,kokku,1,kom,,
705,kokku klappima millega,klappima,kokku,1,kom,,
706,kokku kolima kellega,kolima,kokku,1,kom,,
707,kokku käima millega,käima,kokku,1,kom,,
708,kokku langema millega,langema,kokku,1,kom,,
710,kokku minema kellega,minema,kokku,1,kom,,
711,kokku mäkerdama millega,mäkerdama,kokku,1,kom,,
712,kokku mängima kellega,mängima,kokku,1,kom,,
713,kokku mätsima millega,mätsima,kokku,1,kom,,
714,kokku määrima millega,määrima,kokku,1,kom,,
715,kokku puutuma kellega/millega,puutuma,kokku,1,kom,,
716,kokku põrkama kellega/millega,põrkama,kokku,1,kom,,
717,kokku saama kellega,saama,kokku,1,kom,,
718,kokku sattuma kellega,sattuma,kokku,1,kom,,
719,kokku sobitama mida,sobitama,kokku,1,part,,
720,kokku sobitama millega,sobitama,kokku,1,kom,,
721,kokku trehvama kellega,trehvama,kokku,1,kom,,
722,kokku tulema kuhu,tulema,kokku,1,all,,
723,kokku viima kellega,viima,kokku,1,kom,,
724,kokku võtma keda,võtma,kokku,1,part,,
725,kolima kuhu,kolima,,1,all,,
726,kolli tegema kellele,tegema,kolli,1,all,,
727,kombeks olema kellel/millel,olema,kombeks,1,ad,,
728,kombeks olema mida teha,olema,kombeks,1,part,,teha
729,komistama kelle/mille otsa,komistama,,1,gen,otsa,
730,kommenteerima mida*,kommenteerima,,1,part,,
731,kommunikeerima kellega,kommunikeerima,,1,kom,,
732,kommunikeerima mida*,kommunikeerima,,1,part,,
733,kommunitseerima kellega,,kommunitseerima,1,kom,,
734,kommunitseerima mida*,,kommunitseerima,1,part,,
735,kompenseerima mida,kompenseerima,,1,part,,
736,kompenseerima kellele,kompenseerima,,1,all,,
737,kompenseerima millega,kompenseerima,,1,kom,,
738,komplimenteerima keda*,,komplimenteerima,1,part,,
739,kongrueeruma millega,kongrueeruma,,1,kom,,
740,konnasilmale astuma kelle,astuma,konnasilmale,1,gen,,
741,konnasilmale astuma kellele,astuma,konnasilmale,1,all,,
742,konsulteerima keda*,konsulteerima,,1,part,,
743,konsulteerima kellega,konsulteerima,,1,kom,,
744,kontempleerima mida*,,kontempleerima,1,part,,
745,kontsentreerima millele,kontsentreerima,,1,all,,
746,kontsentreeruma kuhu,kontsentreeruma,,1,all,,
747,konverteerima milleks,konverteerima,,1,tr,,
748,konverteerima millesse,konverteerima,,1,ill,,
749,koonduma kuhu,koonduma,,1,all,,
750,koonduma kelle/mille ümber,koonduma,,1,gen,ümber,
751,koonerdama millega,koonerdama,,1,kom,,
752,koordineerima mida*,koordineerima,,1,part,,
753,koormama millega,koormama,,1,kom,,
754,koort riisuma millelt,riisuma,koort,1,abl,,
755,koos seisma millest,seisma,koos,1,el,,
756,kooskõlastama kellega,kooskõlastama,,1,kom,,
757,kooskõlastama mida,kooskõlastama,,1,part,,
758,koosnema millest/kellest,koosnema,,1,el,,
760,koputama kelle peale,koputama,,1,gen,peale,
761,koputama millele,koputama,,1,all,,
762,korda minema kellele,minema,korda,1,all,,
763,korda minema kellel,minema,korda,1,ad,,
764,korda minema mida teha,minema,korda,1,part,,teha
765,korda saatma mida,saatma,korda,1,part,,
767,korrale kutsuma keda,kutsuma,korrale,1,part,,
768,korras mille,,korras,1,gen,,
769,korras millises,,korras,1,in,,
770,korrastama mida,korrastama,,1,part,,
771,korreleeruma millega,korreleeruma,,1,kom,,
772,korrutama millega,korrutama,,1,kom,,
773,korvi andma kellele,andma,korvi,1,all,,
774,kostitama millega,kostitama,,1,kom,,
776,kraesse määrima kellele,määrima,kraesse,1,all,,
779,kritiseerima keda/mida*,kritiseerima,,1,part,,
780,krooksutama keda,krooksutama,,1,part,,
781,krooni panema millele,panema,krooni,1,all,,
783,krõmpsutama mida*,krõmpsutama,,1,part,,
784,kubisema millest,kubisema,,1,el,,
785,kujundama keda/mida,kujundama,,1,part,,
786,kujunema milliseks,kujunema,,1,tr,,
787,kujutama keda/mida*,kujutama,,1,part,,
788,kukele saatma keda/mida,saatma,kukele,1,part,,
789,kukkuma mida tegema,kukkuma,,1,part,,tegema
790,kukkuma kuhu,kukkuma,,1,all,,
791,kukkuma kust,kukkuma,,1,abl,,
793,kulmineerima millega,kulmineerima,,1,kom,,
794,kulmineeruma millega,kulmineeruma,,1,kom,,
795,kuluma mille peale,kuluma,,1,gen,peale,
796,kuluma milleks,kuluma,,1,tr,,
797,kulutama millele / mille peale,kulutama,,1,all,,
798,kulutama millele / mille peale,kulutama,,1,gen,peale,
799,kummardama keda/mida*,kummardama,,1,part,,
800,kuradile saatma keda/mida,saatma,kuradile,1,part,,
801,kuritarvitama keda*,kuritarvitama,,1,part,,
802,kurjustama mille pärast,kurjustama,,1,gen,pärast,
803,kurjustama kellega,kurjustama,,1,kom,,
804,kursis olema millega,olema,kursis,1,kom,,
805,kurssi viima millega,viima,kurssi,1,kom,,
806,kurtma mida*,kurtma,,1,part,,
808,kurtma mille üle,kurtma,,1,gen,üle,
809,kurvastama kelle/mille pärast,kurvastama,,1,gen,pärast,
810,kurvastama keda*,kurvastama,,1,part,,
811,kusema mille peale,kusema,,1,gen,peale,
812,kutsuma mida tegema,kutsuma,,1,part,,tegema
813,kutsuma mille pärast,kutsuma,,1,gen,pärast,
814,kutsuma kuhu,kutsuma,,1,all,,
815,kutsuma mille tõttu,kutsuma,,1,gen,tõttu,
816,kutsuma kelleks/milleks,kutsuma,,1,tr,,
818,kuulama mida*,kuulama,,1,part,,
819,kuuletuma kellele,kuuletuma,,1,all,,
820,kuulma mida*,kuulma,,1,part,,
822,kuulma kellest/millest,kuulma,,1,el,,
823,kuuluma millesse,kuuluma,,1,ill,,
824,kuuluma kuhu,kuuluma,,1,all,,
825,kuuluma kelle/mille hulka,kuuluma,,1,gen,hulka,
826,kuulutama mida*,kuulutama,,1,part,,
827,kuulutama kellele,kuulutama,,1,all,,
828,kuulutama milliseks,kuulutama,,1,tr,,
829,kviteerima millega,kviteerima,,1,kom,,
830,kviteerima mida*,kviteerima,,1,part,,
831,käega lööma millele,lööma,käega,1,all,,
832,käega viskama millele,viskama,käega,1,all,,
833,käendama keda*,käendama,,1,part,,
834,käiama mida*,käiama,,1,part,,
835,käiku andma mida,andma,käiku,1,part,,
836,käima kelle/mille kohta,käima,,1,gen,kohta,
